,Max Proba
CD4Tnaive_Frequency,0.199
gdTcells_Frequency,0.119
CD62LnAgedNeutrophils_S6,0.109
Tregnaive_STAT5,0.094
CD62LpImmatureNeutrophils_Frequency,0.094
pDC_S6,0.085
CCR2pcMC_Frequency,0.08
CCR2nncMC_S6,0.076
CD62LpImmatureNeutrophils_S6,0.071
Th1naive_ERK,0.067
pDC_STAT5,0.065
CD4Trm_S6,0.061
Bcells_Frequency,0.06
Th1naive_S6,0.059
CD4Trm_STAT6,0.059
Tregmem_STAT5,0.055
Th1mem_STAT6,0.053
CCR2nncMC_CREB,0.053
CCR2nncMC_Frequency,0.05
CD56brightCD16nNKcells_Frequency,0.047
CD62LnAgedNeutrophils_MAPKAPK2,0.044
mDC_S6,0.043
CD61pCD41pPLT_STAT3,0.041
gdTcells_IkB,0.041
pDC_MAPKAPK2,0.041
CD61pCD41pPLT_CREB,0.039
CCR2nncMC_MAPKAPK2,0.039
mDC_IkB,0.037
Tregnaive_S6,0.035
CD62LnAgedNeutrophils_Frequency,0.034
CD62LnAgedNeutrophils_p38,0.033
CD4Trm_Frequency,0.032
Th1naive_NFkB,0.031
Tregmem_Frequency,0.031
CD41hiCD61hiPLT_p38,0.03
CD4Trm_STAT5,0.03
Tregnaive_IkB,0.03
Tregnaive_STAT6,0.029
CCR2nncMC_NFkB,0.029
CD4Trm_NFkB,0.028
CD62LpImmatureNeutrophils_CREB,0.028
CD8Tnaive_Frequency,0.027
intMC_S6,0.027
CD62LpImmatureNeutrophils_IkB,0.024
Th1mem_ERK,0.024
CD4Tcm_Frequency,0.02
Th1mem_STAT5,0.019
MDSC_S6,0.019
CD8Tnaive_STAT5,0.019
intMC_Frequency,0.018
Th1naive_STAT6,0.017
NKT_Frequency,0.016
pDC_IkB,0.016
mDC_Frequency,0.015
NKT_STAT6,0.015
Tregnaive_ERK,0.014
NKT_STAT5,0.013
CD8Tcm_STAT3,0.013
CD8Tnaive_IkB,0.012
CD56brightCD16nNKcells_IkB,0.012
Tregnaive_NFkB,0.011
CD61pCD41pPLT_S6,0.011
Th1naive_IkB,0.01
CCR2pcMC_S6,0.01
pDC_STAT3,0.01
CCR2pcMC_NFkB,0.009
CD4Tcm_IkB,0.009
NKT_IkB,0.009
CD62LnAgedNeutrophils_STAT3,0.009
CD62LnAgedNeutrophils_IkB,0.008
CCR2nncMC_IkB,0.007
MDSC_STAT3,0.007
Bcells_NFkB,0.007
Th1naive_MAPKAPK2,0.006
CD62LnAgedNeutrophils_CREB,0.006
CD8Trm_Frequency,0.006
Th1naive_STAT3,0.006
Th1mem_IkB,0.006
CD56dimCD16pNKcells_Frequency,0.006
Th1naive_CREB,0.005
CD56dimCD16pNKcells_CREB,0.005
CD4Trm_IkB,0.005
intMC_IkB,0.004
CD8Tcm_Frequency,0.004
gdTcells_CREB,0.004
MDSC_IkB,0.004
Th1mem_S6,0.003
CD4Tnaive_STAT3,0.003
gdTcells_NFkB,0.003
mDC_STAT3,0.003
CD4Tem_Frequency,0.003
CD4Tem_STAT6,0.003
pDC_CREB,0.003
CCR2pcMC_STAT3,0.003
CD8Tem_Frequency,0.002
MDSC_Frequency,0.002
CD4Tem_NFkB,0.002
intMC_CREB,0.002
CD8Tnaive_STAT3,0.001
CD4Tnaive_NFkB,0.001
CD61pCD41pPLT_IkB,0.001
gdTcells_STAT6,0.001
Th1mem_CREB,0.001
intMC_STAT3,0.001
intMC_NFkB,0.001
mDC_CREB,0.001
CCR2nncMC_STAT3,0.001
CD61pCD41pPLT_NFkB,0.001
Tregmem_STAT3,0.0
Tregnaive_STAT3,0.0
Tregmem_NFkB,0.0
CD62LpImmatureNeutrophils_STAT3,0.0
CCR2pcMC_IkB,0.0
CD56dimCD16pNKcells_NFkB,0.0
CD56brightCD16nNKcells_NFkB,0.0
CCR2pcMC_CREB,0.0
CD4Tcm_STAT5,0.0
CD8Trm_NFkB,0.0
Th1naive_STAT5,0.0
CD4Tcm_STAT3,0.0
CD4Tnaive_IkB,0.0
CD4Tnaive_STAT5,0.0
CD8Tnaive_NFkB,0.0
MDSC_CREB,0.0
CD4Trm_STAT3,0.0
NKT_NFkB,0.0
CD8Tem_NFkB,0.0
CD4Tem_IkB,0.0
CD8Tcm_NFkB,0.0
pDC_NFkB,0.0
CD4Tem_STAT5,0.0
CD4Tcm_NFkB,0.0
Th1mem_STAT3,0.0
Th1mem_NFkB,0.0
CD8Tcm_STAT5,0.0
CD4Tem_STAT3,0.0
