,Fold selected features,Fold nb of features
Fold 0,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 1,"['MAPKAPK2', 'Frequency']",2
Fold 2,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 3,"['MAPKAPK2', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 4,"['MAPKAPK2', 'STAT3', 'S6', 'Frequency']",4
Fold 5,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 6,"['MAPKAPK2', 'NFkB', 'Frequency']",3
Fold 7,"['MAPKAPK2', 'NFkB', 'S6', 'Frequency']",4
Fold 8,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 9,"['MAPKAPK2', 'Frequency']",2
Fold 10,"['MAPKAPK2', 'STAT3', 'S6', 'Frequency']",4
Fold 11,"['MAPKAPK2', 'Frequency']",2
Fold 12,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 13,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 14,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 15,"['MAPKAPK2', 'NFkB', 'S6', 'Frequency']",4
Fold 16,"['MAPKAPK2', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 17,['Frequency'],1
Fold 18,"['MAPKAPK2', 'NFkB', 'S6', 'Frequency']",4
Fold 19,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 20,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 21,"['MAPKAPK2', 'Frequency']",2
Fold 22,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 23,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 24,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 25,"['MAPKAPK2', 'NFkB', 'S6', 'Frequency']",4
Fold 26,"['MAPKAPK2', 'NFkB', 'S6', 'Frequency']",4
Fold 27,"['MAPKAPK2', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 28,"['MAPKAPK2', 'NFkB', 'S6', 'Frequency']",4
Fold 29,"['MAPKAPK2', 'S6', 'Frequency']",3
Fold 30,"['MAPKAPK2', 'Frequency']",2
Fold 31,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 32,"['MAPKAPK2', 'STAT3', 'S6', 'Frequency']",4
Fold 33,['Frequency'],1
Fold 34,"['MAPKAPK2', 'S6', 'Frequency']",3
