,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
Bcells_p38,0.0,0.019,0.024,0.022,0.026,0.026,0.028,0.028,0.03,0.029
Bcells_Frequency,0.0,0.036,0.042,0.044,0.046,0.05,0.049,0.049,0.048,0.048
CCR2nncMC_Frequency,0.0,0.113,0.152,0.169,0.173,0.177,0.185,0.187,0.189,0.193
CCR2pcMC_CREB,0.0,0.01,0.013,0.012,0.012,0.011,0.011,0.011,0.013,0.013
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_MAPKAPK2,0.0,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CCR2pcMC_Frequency,0.0,0.026,0.035,0.035,0.037,0.037,0.036,0.038,0.038,0.039
CD41hiCD61hiPLT_p38,0.0,0.276,0.305,0.32,0.331,0.328,0.329,0.33,0.334,0.331
CD41hiCD61hiPLT_S6,0.0,0.173,0.204,0.209,0.213,0.217,0.22,0.221,0.221,0.223
CD4Tcm_STAT3,0.0,0.031,0.041,0.044,0.044,0.049,0.047,0.045,0.045,0.044
CD4Tcm_Frequency,0.0,0.03,0.036,0.036,0.035,0.035,0.034,0.039,0.039,0.04
CD4Tem_Frequency,0.0,0.062,0.086,0.097,0.102,0.107,0.105,0.109,0.109,0.109
CD4Tnaive_STAT3,0.0,0.005,0.007,0.007,0.007,0.007,0.007,0.007,0.006,0.007
CD4Tnaive_Frequency,0.0,0.036,0.078,0.079,0.085,0.085,0.084,0.087,0.087,0.089
CD56dimCD16pNKcells_Frequency,0.0,0.012,0.021,0.023,0.026,0.026,0.027,0.029,0.03,0.03
CD62LnAgedNeutrophils_p38,0.0,0.024,0.033,0.033,0.036,0.04,0.04,0.038,0.036,0.039
CD62LpImmatureNeutrophils_Frequency,0.0,0.159,0.192,0.199,0.202,0.204,0.204,0.205,0.206,0.205
CD8Tcm_Frequency,0.0,0.004,0.005,0.006,0.005,0.004,0.004,0.004,0.004,0.004
CD8Tem_Frequency,0.0,0.188,0.222,0.238,0.243,0.249,0.253,0.256,0.259,0.263
CD8Tnaive_Frequency,0.0,0.007,0.013,0.017,0.02,0.021,0.023,0.024,0.024,0.024
CD8Trm_Frequency,0.0,0.061,0.068,0.069,0.069,0.069,0.067,0.07,0.069,0.07
gdTcells_Frequency,0.0,0.196,0.266,0.278,0.282,0.283,0.285,0.287,0.29,0.293
intMC_CREB,0.0,0.028,0.031,0.033,0.037,0.036,0.036,0.037,0.038,0.038
intMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMC_Frequency,0.0,0.08,0.082,0.08,0.078,0.078,0.077,0.077,0.079,0.079
mDC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDC_p38,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.0
mDC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDC_Frequency,0.0,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004
MDSC_CREB,0.0,0.035,0.038,0.038,0.038,0.039,0.039,0.04,0.04,0.04
MDSC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_STAT3,0.0,0.001,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003
MDSC_MAPKAPK2,0.0,0.008,0.005,0.004,0.004,0.006,0.006,0.005,0.006,0.005
MDSC_Frequency,0.0,0.063,0.057,0.05,0.047,0.045,0.047,0.047,0.047,0.049
NKT_Frequency,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.002,0.002,0.002
Th1mem_STAT3,0.0,0.002,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
Th1naive_CREB,0.0,0.069,0.089,0.1,0.109,0.114,0.116,0.116,0.117,0.117
Th1naive_p38,0.0,0.019,0.035,0.042,0.045,0.047,0.048,0.048,0.049,0.05
Th1naive_STAT3,0.0,0.024,0.029,0.029,0.03,0.033,0.034,0.034,0.033,0.034
Th1naive_MAPKAPK2,0.0,0.029,0.043,0.049,0.052,0.054,0.055,0.053,0.054,0.056
Tregmem_Frequency,0.0,0.072,0.08,0.081,0.08,0.08,0.08,0.08,0.082,0.08
Tregnaive_STAT3,0.0,0.04,0.039,0.04,0.042,0.042,0.043,0.042,0.043,0.043
Tregnaive_IkB,0.0,0.0,0.0,0.0,0.002,0.003,0.003,0.003,0.003,0.003
