,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_Frequency,0.0,0.126,0.178,0.191,0.204,0.212,0.215,0.217,0.219,0.221
CCR2nncMC_Frequency,0.0,0.153,0.176,0.176,0.178,0.186,0.188,0.189,0.186,0.185
CCR2pcMC_STAT3,0.0,0.002,0.004,0.004,0.003,0.004,0.003,0.004,0.003,0.004
CCR2pcMC_Frequency,0.0,0.217,0.281,0.294,0.293,0.305,0.303,0.307,0.306,0.311
CD4Tcm_STAT3,0.0,0.0,0.001,0.003,0.004,0.004,0.004,0.004,0.004,0.004
CD4Tcm_Frequency,0.0,0.034,0.037,0.038,0.038,0.04,0.04,0.041,0.042,0.042
CD4Tem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_Frequency,0.0,0.01,0.018,0.022,0.024,0.025,0.026,0.028,0.028,0.028
CD4Tnaive_STAT3,0.0,0.006,0.011,0.01,0.01,0.01,0.011,0.012,0.012,0.012
CD4Tnaive_Frequency,0.0,0.318,0.341,0.339,0.34,0.336,0.338,0.339,0.337,0.342
CD4Trm_STAT3,0.0,0.004,0.011,0.01,0.01,0.011,0.011,0.011,0.012,0.014
CD4Trm_Frequency,0.0,0.072,0.101,0.105,0.115,0.115,0.116,0.123,0.123,0.123
CD56dimCD16pNKcells_Frequency,0.0,0.017,0.038,0.041,0.044,0.045,0.047,0.045,0.045,0.043
CD62LnAgedNeutrophils_p38,0.0,0.133,0.211,0.229,0.241,0.245,0.251,0.252,0.257,0.263
CD62LnAgedNeutrophils_S6,0.0,0.351,0.371,0.372,0.368,0.365,0.362,0.363,0.365,0.369
CD62LpImmatureNeutrophils_STAT3,0.0,0.001,0.003,0.003,0.003,0.003,0.003,0.005,0.005,0.005
CD62LpImmatureNeutrophils_S6,0.0,0.106,0.124,0.125,0.128,0.129,0.129,0.13,0.13,0.132
CD62LpImmatureNeutrophils_Frequency,0.0,0.12,0.155,0.155,0.157,0.155,0.159,0.162,0.162,0.161
CD8Tcm_STAT3,0.0,0.032,0.049,0.049,0.052,0.054,0.054,0.058,0.06,0.06
CD8Tcm_Frequency,0.0,0.016,0.024,0.027,0.027,0.027,0.026,0.03,0.029,0.03
CD8Tem_Frequency,0.0,0.001,0.012,0.021,0.024,0.029,0.028,0.029,0.029,0.03
CD8Tnaive_STAT3,0.0,0.003,0.004,0.006,0.006,0.006,0.006,0.006,0.006,0.006
CD8Tnaive_Frequency,0.0,0.111,0.191,0.206,0.209,0.209,0.217,0.217,0.218,0.218
CD8Trm_Frequency,0.0,0.007,0.014,0.014,0.016,0.017,0.02,0.02,0.021,0.021
gdTcells_Frequency,0.0,0.088,0.156,0.179,0.195,0.199,0.205,0.214,0.213,0.216
intMC_STAT3,0.0,0.028,0.039,0.043,0.046,0.045,0.044,0.045,0.046,0.045
intMC_Frequency,0.0,0.061,0.085,0.095,0.097,0.1,0.102,0.105,0.109,0.11
mDC_STAT3,0.0,0.011,0.008,0.007,0.005,0.006,0.005,0.006,0.008,0.006
mDC_Frequency,0.0,0.061,0.071,0.078,0.08,0.079,0.077,0.079,0.079,0.078
MDSC_STAT3,0.0,0.008,0.02,0.024,0.025,0.026,0.028,0.029,0.03,0.03
MDSC_Frequency,0.0,0.008,0.017,0.018,0.019,0.022,0.025,0.024,0.025,0.025
NKT_Frequency,0.0,0.003,0.006,0.007,0.009,0.009,0.009,0.01,0.01,0.01
pDC_STAT3,0.0,0.025,0.04,0.046,0.046,0.046,0.047,0.05,0.05,0.053
Th1mem_STAT3,0.0,0.0,0.004,0.008,0.01,0.01,0.011,0.013,0.013,0.014
Th1naive_STAT3,0.0,0.018,0.022,0.026,0.026,0.027,0.026,0.026,0.026,0.026
Th1naive_IkB,0.0,0.036,0.046,0.051,0.052,0.053,0.052,0.055,0.057,0.059
Tregmem_STAT3,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.002
Tregmem_Frequency,0.0,0.063,0.066,0.072,0.074,0.073,0.073,0.073,0.074,0.076
Tregnaive_STAT3,0.0,0.001,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.002
