,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
artificial.1,0.0,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.006
artificial.2,0.0,0.001,0.003,0.004,0.005,0.005,0.005,0.005,0.005,0.005
artificial.3,0.0,0.068,0.079,0.08,0.082,0.084,0.086,0.084,0.09,0.087
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
artificial.5,0.0,0.0,0.002,0.003,0.004,0.003,0.003,0.003,0.003,0.002
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.033,0.048,0.059,0.074,0.078,0.084,0.094,0.096,0.1
artificial.8,0.0,0.001,0.003,0.007,0.011,0.012,0.012,0.012,0.012,0.012
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.11,0.0,0.006,0.009,0.012,0.014,0.017,0.016,0.016,0.015,0.016
artificial.12,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.13,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.002
artificial.14,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.15,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.16,0.0,0.022,0.043,0.048,0.057,0.057,0.066,0.065,0.072,0.069
artificial.17,0.0,0.429,0.435,0.434,0.432,0.432,0.431,0.435,0.434,0.443
artificial.18,0.0,0.001,0.005,0.007,0.008,0.008,0.008,0.009,0.009,0.01
artificial.19,0.0,0.068,0.1,0.113,0.131,0.135,0.139,0.141,0.147,0.147
artificial.20,0.0,0.055,0.09,0.098,0.106,0.112,0.114,0.114,0.114,0.116
artificial.21,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.22,0.0,0.145,0.17,0.179,0.183,0.187,0.194,0.194,0.199,0.2
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.198,0.234,0.241,0.249,0.257,0.261,0.262,0.263,0.271
artificial.25,0.0,0.032,0.04,0.045,0.045,0.046,0.046,0.051,0.053,0.051
artificial.26,0.0,0.003,0.01,0.012,0.014,0.014,0.016,0.017,0.016,0.016
artificial.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.0,0.064,0.078,0.08,0.082,0.083,0.08,0.085,0.081,0.084
artificial.32,0.0,0.044,0.056,0.062,0.065,0.069,0.068,0.075,0.076,0.079
artificial.33,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001
artificial.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.0,0.034,0.062,0.073,0.082,0.085,0.089,0.09,0.091,0.099
artificial.36,0.0,0.108,0.153,0.169,0.179,0.182,0.183,0.188,0.189,0.189
artificial.37,0.0,0.003,0.006,0.008,0.009,0.009,0.009,0.008,0.009,0.01
artificial.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.0,0.016,0.022,0.025,0.027,0.031,0.03,0.034,0.033,0.034
artificial.40,0.0,0.232,0.281,0.302,0.321,0.329,0.333,0.34,0.354,0.355
artificial.41,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001
artificial.42,0.0,0.018,0.025,0.027,0.028,0.027,0.029,0.03,0.031,0.03
artificial.43,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003
artificial.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.0,0.14,0.168,0.17,0.178,0.179,0.184,0.184,0.186,0.186
artificial.46,0.0,0.028,0.031,0.035,0.039,0.04,0.045,0.046,0.047,0.047
artificial.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.0,0.089,0.127,0.143,0.147,0.155,0.154,0.158,0.159,0.163
artificial.51,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001
artificial.52,0.0,0.079,0.127,0.145,0.153,0.154,0.155,0.165,0.168,0.169
artificial.53,0.0,0.001,0.001,0.002,0.002,0.003,0.002,0.003,0.003,0.004
artificial.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.55,0.0,0.004,0.005,0.01,0.011,0.011,0.01,0.013,0.012,0.013
artificial.56,0.0,0.004,0.01,0.009,0.011,0.012,0.012,0.013,0.013,0.013
artificial.57,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.58,0.0,0.01,0.021,0.025,0.025,0.029,0.029,0.03,0.034,0.035
artificial.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.0,0.135,0.176,0.196,0.207,0.214,0.22,0.219,0.227,0.231
artificial.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.63,0.0,0.012,0.009,0.01,0.009,0.009,0.01,0.012,0.01,0.012
artificial.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.0,0.009,0.011,0.012,0.016,0.016,0.014,0.017,0.014,0.013
artificial.66,0.0,0.021,0.031,0.035,0.04,0.042,0.044,0.044,0.047,0.046
artificial.67,0.0,0.014,0.018,0.029,0.03,0.03,0.032,0.032,0.035,0.034
artificial.68,0.0,0.044,0.06,0.061,0.061,0.063,0.064,0.065,0.063,0.066
artificial.69,0.0,0.007,0.009,0.009,0.011,0.013,0.013,0.013,0.014,0.013
artificial.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.0,0.286,0.367,0.394,0.407,0.419,0.424,0.432,0.437,0.443
artificial.72,0.0,0.367,0.444,0.472,0.491,0.5,0.513,0.515,0.512,0.518
artificial.73,0.0,0.001,0.006,0.008,0.009,0.012,0.015,0.012,0.013,0.016
artificial.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.75,0.0,0.033,0.04,0.043,0.046,0.046,0.045,0.046,0.047,0.048
artificial.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.0,0.52,0.56,0.565,0.573,0.571,0.575,0.576,0.582,0.583
artificial.78,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.79,0.0,0.039,0.045,0.049,0.052,0.052,0.052,0.054,0.057,0.053
artificial.80,0.0,0.219,0.247,0.251,0.256,0.26,0.264,0.263,0.264,0.267
artificial.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.82,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001
artificial.83,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0
artificial.84,0.0,0.003,0.009,0.01,0.01,0.009,0.009,0.01,0.011,0.011
artificial.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003
artificial.87,0.0,0.001,0.003,0.004,0.004,0.003,0.007,0.007,0.01,0.01
artificial.88,0.0,0.246,0.307,0.342,0.356,0.362,0.366,0.366,0.373,0.379
artificial.89,0.0,0.15,0.164,0.171,0.174,0.18,0.178,0.184,0.185,0.191
artificial.90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.91,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
artificial.93,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.94,0.0,0.004,0.006,0.006,0.006,0.007,0.007,0.007,0.008,0.008
artificial.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.96,0.0,0.362,0.405,0.424,0.428,0.427,0.437,0.437,0.439,0.44
artificial.97,0.0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.004
artificial.98,0.0,0.152,0.2,0.219,0.231,0.235,0.239,0.239,0.246,0.246
artificial.99,0.0,0.032,0.042,0.045,0.046,0.048,0.049,0.05,0.052,0.053
artificial.100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.101,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002
artificial.102,0.0,0.011,0.027,0.031,0.035,0.036,0.037,0.04,0.039,0.041
