,Max Proba
Bcells_Frequency,0.766
CD8Tnaive_Frequency,0.729
CD62LnAgedNeutrophils_S6,0.725
intMC_Frequency,0.62
CCR2pcMC_Frequency,0.581
CD62LpImmatureNeutrophils_Frequency,0.409
CD4Tnaive_Frequency,0.356
gdTcells_Frequency,0.244
CD8Tem_Frequency,0.209
CD62LpImmatureNeutrophils_S6,0.152
CD8Tcm_Frequency,0.142
mDC_Frequency,0.107
Th1naive_IkB,0.101
CCR2nncMC_Frequency,0.094
CD4Trm_STAT3,0.065
CD56dimCD16pNKcells_Frequency,0.065
MDSC_Frequency,0.062
pDC_STAT3,0.039
CD8Trm_Frequency,0.032
intMC_STAT3,0.031
CD62LnAgedNeutrophils_p38,0.029
MDSC_STAT3,0.027
Th1naive_STAT3,0.026
Tregmem_Frequency,0.009
CD62LpImmatureNeutrophils_STAT3,0.008
CD4Tcm_Frequency,0.008
CD4Tem_Frequency,0.006
mDC_STAT3,0.006
CCR2pcMC_STAT3,0.005
CD8Tcm_STAT3,0.001
CD4Tnaive_STAT3,0.001
Tregmem_STAT3,0.0
Th1mem_STAT3,0.0
CD4Trm_Frequency,0.0
NKT_Frequency,0.0
CD4Tcm_STAT3,0.0
CD8Tnaive_STAT3,0.0
CD4Tem_STAT3,0.0
Tregnaive_STAT3,0.0
