,C'=' 0.044,C'=' 0.530,C'=' 1.015,C'=' 1.501,C'=' 1.986,C'=' 2.472,C'=' 2.957,C'=' 3.443,C'=' 3.928,C'=' 4.414
artificial.1,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.005,0.007
artificial.2,0.0,0.081,0.099,0.109,0.124,0.132,0.141,0.151,0.17,0.178
artificial.3,0.0,0.001,0.005,0.007,0.009,0.012,0.018,0.023,0.028,0.033
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.6,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.003,0.005
artificial.7,0.0,0.004,0.005,0.006,0.006,0.007,0.007,0.007,0.006,0.006
artificial.8,0.0,0.033,0.066,0.096,0.112,0.13,0.141,0.156,0.171,0.182
artificial.9,0.0,0.449,0.51,0.551,0.579,0.603,0.624,0.637,0.664,0.681
artificial.10,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.11,0.0,0.633,0.629,0.635,0.636,0.643,0.65,0.658,0.671,0.681
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002
artificial.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.0,0.0,0.001,0.001,0.002,0.006,0.008,0.011,0.011,0.012
artificial.15,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.004
artificial.16,0.0,0.0,0.002,0.003,0.005,0.005,0.006,0.006,0.007,0.01
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001
artificial.18,0.0,0.147,0.174,0.184,0.198,0.209,0.218,0.23,0.238,0.256
artificial.19,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.004,0.005
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.0,0.0,0.005,0.01,0.011,0.016,0.019,0.023,0.027,0.033
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.001,0.003,0.004,0.005,0.006,0.01,0.011,0.013,0.019
artificial.25,0.0,0.024,0.052,0.066,0.082,0.093,0.111,0.119,0.125,0.129
artificial.26,0.0,0.183,0.268,0.298,0.326,0.355,0.367,0.38,0.397,0.404
artificial.27,0.0,0.272,0.356,0.408,0.454,0.492,0.523,0.543,0.561,0.583
artificial.28,0.0,0.004,0.007,0.009,0.013,0.013,0.014,0.014,0.015,0.015
artificial.29,0.0,0.008,0.023,0.051,0.076,0.111,0.147,0.17,0.201,0.225
artificial.30,0.0,0.017,0.047,0.065,0.072,0.09,0.095,0.104,0.108,0.119
artificial.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.0,0.007,0.007,0.01,0.012,0.013,0.014,0.014,0.017,0.019
artificial.33,0.0,0.017,0.048,0.102,0.135,0.169,0.2,0.23,0.25,0.278
artificial.34,0.0,0.0,0.004,0.008,0.013,0.021,0.024,0.029,0.035,0.044
artificial.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.0,0.851,0.881,0.895,0.909,0.919,0.928,0.943,0.95,0.955
artificial.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004
artificial.38,0.0,0.031,0.056,0.074,0.077,0.085,0.1,0.111,0.118,0.127
artificial.39,0.0,0.01,0.014,0.017,0.021,0.024,0.029,0.03,0.031,0.031
artificial.40,0.0,0.009,0.022,0.037,0.047,0.056,0.059,0.078,0.087,0.096
artificial.41,0.0,0.706,0.754,0.78,0.803,0.82,0.831,0.841,0.85,0.859
artificial.42,0.0,0.0,0.003,0.009,0.015,0.02,0.023,0.026,0.036,0.05
artificial.43,0.0,0.002,0.002,0.005,0.005,0.006,0.006,0.009,0.01,0.01
artificial.44,0.0,0.142,0.263,0.304,0.342,0.359,0.39,0.407,0.425,0.439
artificial.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
artificial.46,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001
artificial.47,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.007,0.008,0.012
artificial.48,0.0,0.046,0.083,0.113,0.132,0.145,0.164,0.184,0.203,0.219
artificial.49,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.007,0.008
artificial.50,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003
artificial.51,0.0,0.099,0.125,0.14,0.166,0.174,0.187,0.195,0.21,0.217
artificial.52,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002
artificial.53,0.0,0.006,0.008,0.011,0.014,0.016,0.019,0.019,0.023,0.024
artificial.54,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.003,0.004
artificial.55,0.0,0.071,0.088,0.103,0.115,0.132,0.158,0.173,0.195,0.218
artificial.56,0.0,0.026,0.046,0.07,0.083,0.094,0.104,0.112,0.121,0.133
artificial.57,0.0,0.114,0.177,0.22,0.244,0.267,0.298,0.322,0.34,0.37
artificial.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.59,0.0,0.0,0.005,0.011,0.016,0.02,0.027,0.034,0.044,0.047
artificial.60,0.0,0.008,0.013,0.025,0.034,0.041,0.047,0.049,0.057,0.073
artificial.61,0.0,0.011,0.019,0.02,0.022,0.026,0.03,0.031,0.033,0.034
artificial.62,0.0,0.487,0.578,0.62,0.652,0.676,0.694,0.704,0.715,0.724
artificial.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.64,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002
artificial.65,0.0,0.003,0.004,0.004,0.006,0.006,0.006,0.007,0.007,0.007
artificial.66,0.0,0.027,0.076,0.116,0.147,0.173,0.193,0.219,0.24,0.246
artificial.67,0.0,0.002,0.006,0.009,0.011,0.012,0.015,0.018,0.023,0.032
artificial.68,0.0,0.008,0.007,0.007,0.008,0.009,0.01,0.01,0.011,0.011
artificial.69,0.0,0.026,0.056,0.077,0.093,0.096,0.108,0.119,0.127,0.138
artificial.70,0.0,0.0,0.004,0.007,0.012,0.017,0.022,0.023,0.028,0.034
artificial.71,0.0,0.039,0.046,0.054,0.058,0.064,0.066,0.068,0.068,0.069
artificial.72,0.0,0.912,0.909,0.907,0.919,0.926,0.934,0.942,0.946,0.95
artificial.73,0.0,0.001,0.003,0.003,0.004,0.006,0.006,0.007,0.008,0.009
artificial.74,0.0,0.057,0.112,0.16,0.187,0.213,0.227,0.235,0.241,0.254
artificial.75,0.0,0.022,0.03,0.031,0.035,0.039,0.039,0.044,0.047,0.05
artificial.76,0.0,0.002,0.002,0.003,0.004,0.006,0.006,0.009,0.012,0.016
artificial.77,0.0,0.308,0.346,0.371,0.393,0.412,0.433,0.442,0.452,0.462
artificial.78,0.0,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003
artificial.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
artificial.80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.81,0.0,0.0,0.001,0.001,0.001,0.004,0.006,0.007,0.009,0.01
artificial.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.83,0.0,0.011,0.016,0.019,0.021,0.027,0.032,0.036,0.036,0.038
artificial.84,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001
artificial.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.86,0.0,0.138,0.176,0.201,0.218,0.225,0.23,0.239,0.249,0.26
artificial.87,0.0,0.003,0.005,0.007,0.008,0.01,0.014,0.016,0.019,0.022
artificial.88,0.0,0.704,0.755,0.787,0.814,0.824,0.839,0.844,0.85,0.86
artificial.89,0.0,0.0,0.003,0.003,0.003,0.003,0.004,0.004,0.006,0.009
artificial.90,0.0,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.004
artificial.91,0.0,0.023,0.062,0.094,0.116,0.132,0.155,0.167,0.185,0.2
artificial.92,0.0,0.65,0.673,0.698,0.713,0.726,0.741,0.754,0.767,0.778
artificial.93,0.0,0.054,0.108,0.172,0.225,0.279,0.317,0.361,0.398,0.434
artificial.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.95,0.0,0.054,0.108,0.143,0.175,0.199,0.213,0.226,0.246,0.262
artificial.96,0.0,0.032,0.062,0.081,0.09,0.097,0.103,0.106,0.11,0.114
artificial.97,0.0,0.567,0.663,0.728,0.765,0.79,0.825,0.845,0.86,0.874
artificial.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.99,0.0,0.129,0.14,0.147,0.149,0.151,0.156,0.162,0.162,0.164
artificial.100,0.0,0.02,0.031,0.037,0.04,0.044,0.048,0.049,0.053,0.057
artificial.101,0.0,0.084,0.112,0.128,0.144,0.157,0.166,0.176,0.18,0.186
artificial.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.103,0.0,0.027,0.041,0.061,0.078,0.09,0.1,0.108,0.114,0.118
artificial.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
