,Max Proba
pDCs_151Eu_p38_LPS,0.865
Granulocytes_151Eu_p38_IL246,0.841
Bcells_155Gd_S6_unstim,0.83
ncMCs_155Gd_S6_unstim,0.827
CD4Tnaive_151Eu_p38_IFNa,0.808
pDCs_151Eu_p38_IFNa,0.804
CD8Tnaive_149Sm_CREB_unstim,0.787
NKT_167Er_ERK_IFNa,0.757
ncMCs_156Gd_IkB_GMCSF,0.751
Granulocytes_168Er_STAT6_IL246,0.746
Bcells_155Gd_S6_LPS,0.738
ncMCs_167Er_ERK_IL246,0.736
pDCs_159Tb_MAPKAPK2_IFNa,0.719
CD8Teff_167Er_ERK_IFNa,0.718
Granulocytes_167Er_ERK_unstim,0.71
CD4Teff_166Er_NFkB_unstim,0.698
NKT_155Gd_S6_IL246,0.689
Bcells_149Sm_CREB_unstim,0.687
ncMCs_151Eu_p38_GMCSF,0.663
cMCs_167Er_ERK_unstim,0.645
pDCs_156Gd_IkB_IFNa,0.639
CD8Tem_149Sm_CREB_LPS,0.634
Granulocytes_153Eu_STAT1_IFNa,0.624
Granulocytes_159Tb_MAPKAPK2_LPS,0.606
CD8Teff_167Er_ERK_GMCSF,0.605
CD8Tcm_166Er_NFkB_unstim,0.603
CD4Tcm_149Sm_CREB_GMCSF,0.597
CD4Tem_149Sm_CREB_unstim,0.597
pDCs_151Eu_p38_IL246,0.597
CD4Teff_166Er_NFkB_GMCSF,0.577
NKT_155Gd_S6_IFNa,0.577
mDCs_156Gd_IkB_IL246,0.576
Granulocytes_151Eu_p38_unstim,0.557
MDSCs_156Gd_IkB_IL246,0.557
mDCs_151Eu_p38_IL246,0.555
CD8Teff_149Sm_CREB_GMCSF,0.552
CD4Teff_149Sm_CREB_GMCSF,0.55
CD4Tem_149Sm_CREB_GMCSF,0.549
NKT_159Tb_MAPKAPK2_unstim,0.547
Tregs_166Er_NFkB_IFNa,0.546
CD56loCD16posNK_166Er_NFkB_unstim,0.541
CD4Teff_167Er_ERK_LPS,0.539
pDCs_155Gd_S6_IL246,0.538
CD56loCD16posNK_156Gd_IkB_IFNa,0.538
MDSCs_155Gd_S6_IL246,0.534
CD4Teff_151Eu_p38_IFNa,0.529
CD8Tnaive_167Er_ERK_LPS,0.525
CD56hiCD16negNK_151Eu_p38_GMCSF,0.524
CD56hiCD16negNK_151Eu_p38_LPS,0.524
CD56hiCD16negNK_151Eu_p38_unstim,0.524
cMCs_167Er_ERK_GMCSF,0.521
pDCs_155Gd_S6_IFNa,0.521
CD4Teff_166Er_NFkB_LPS,0.517
CD4negCD8negTcells_151Eu_p38_IL246,0.517
CD56hiCD16negNK_156Gd_IkB_LPS,0.517
MDSCs_167Er_ERK_IFNa,0.517
Granulocytes_167Er_ERK_IFNa,0.514
CD56hiCD16negNK_167Er_ERK_unstim,0.513
MDSCs_153Eu_STAT1_IL246,0.511
CD56loCD16posNK_166Er_NFkB_IL246,0.509
CD56hiCD16negNK_149Sm_CREB_IFNa,0.509
mDCs_167Er_ERK_IFNa,0.508
NKT_149Sm_CREB_IFNa,0.506
MDSCs_167Er_ERK_unstim,0.505
MDSCs_166Er_NFkB_unstim,0.502
CD4Teff_149Sm_CREB_IFNa,0.5
pDCs_167Er_ERK_unstim,0.5
intMCs_159Tb_MAPKAPK2_LPS,0.497
Granulocytes_155Gd_S6_IFNa,0.497
NKT_168Er_STAT6_GMCSF,0.492
Bcells_159Tb_MAPKAPK2_unstim,0.489
ncMCs_159Tb_MAPKAPK2_GMCSF,0.488
CD56hiCD16negNK_156Gd_IkB_GMCSF,0.482
pDCs_151Eu_p38_unstim,0.477
CD56hiCD16negNK_167Er_ERK_GMCSF,0.474
MDSCs_151Eu_p38_GMCSF,0.474
ncMCs_156Gd_IkB_IFNa,0.469
Bcells_149Sm_CREB_IL246,0.467
CD4Tnaive_149Sm_CREB_LPS,0.466
CD4Teff_166Er_NFkB_IFNa,0.466
pDCs_156Gd_IkB_LPS,0.466
cMCs_155Gd_S6_IL246,0.465
CD4Tnaive_149Sm_CREB_unstim,0.463
Bcells_155Gd_S6_IL246,0.462
CD8Tnaive_154Sm_STAT3_IL246,0.461
CD8Tnaive_149Sm_CREB_GMCSF,0.458
CD4Tnaive_159Tb_MAPKAPK2_IL246,0.447
Bcells_149Sm_CREB_IFNa,0.446
CD56hiCD16negNK_156Gd_IkB_IL246,0.438
MDSCs_156Gd_IkB_IFNa,0.436
ncMCs_156Gd_IkB_IL246,0.433
CD4Tem_149Sm_CREB_LPS,0.433
CD8Tnaive_156Gd_IkB_IFNa,0.428
CD8Tnaive_149Sm_CREB_IFNa,0.421
CD8Teff_149Sm_CREB_LPS,0.417
Bcells_149Sm_CREB_LPS,0.414
CD4Tem_167Er_ERK_IFNa,0.412
Bcells_167Er_ERK_IL246,0.411
Granulocytes_151Eu_p38_GMCSF,0.407
CD4Teff_155Gd_S6_IFNa,0.405
ncMCs_156Gd_IkB_LPS,0.405
MDSCs_156Gd_IkB_GMCSF,0.403
CD56hiCD16negNK_166Er_NFkB_GMCSF,0.4
ncMCs_155Gd_S6_GMCSF,0.398
CD4Tnaive_149Sm_CREB_GMCSF,0.395
Tregs_149Sm_CREB_IFNa,0.389
Tregs_149Sm_CREB_unstim,0.388
CD56hiCD16negNK_166Er_NFkB_IL246,0.381
CD4Teff_159Tb_MAPKAPK2_GMCSF,0.38
NKT_167Er_ERK_unstim,0.38
mDCs_156Gd_IkB_LPS,0.375
CD4Tem_159Tb_MAPKAPK2_GMCSF,0.375
cMCs_167Er_ERK_IFNa,0.365
cMCs_151Eu_p38_unstim,0.364
CD56hiCD16negNK_156Gd_IkB_unstim,0.357
mDCs_167Er_ERK_GMCSF,0.357
CD4Tem_167Er_ERK_LPS,0.356
Tregs_155Gd_S6_IFNa,0.356
CD4negCD8negTcells_166Er_NFkB_unstim,0.353
MDSCs_155Gd_S6_IFNa,0.348
Granulocytes_149Sm_CREB_IL246,0.347
CD4Tcm_149Sm_CREB_unstim,0.343
Bcells_159Tb_MAPKAPK2_GMCSF,0.336
NKT_166Er_NFkB_IFNa,0.329
CD4Tcm_151Eu_p38_IL246,0.325
CD4Tnaive_149Sm_CREB_IL246,0.324
NKT_168Er_STAT6_LPS,0.323
ncMCs_156Gd_IkB_unstim,0.322
CD8Teff_167Er_ERK_LPS,0.32
Bcells_168Er_STAT6_IL246,0.315
ncMCs_167Er_ERK_LPS,0.304
mDCs_156Gd_IkB_GMCSF,0.303
pDCs_156Gd_IkB_GMCSF,0.303
NKT_151Eu_p38_IFNa,0.302
