,Max Proba
FCRLB,0.126
EBI3_IL27,0.118
SLAMF7,0.111
IFNGR2,0.106
CDCP1,0.1
IL5RA,0.092
SIGLEC10,0.092
C4BPB,0.091
NDRG1,0.09
MLN,0.086
ITIH3,0.079
ADA2,0.073
TNFRSF8,0.072
PLA2G15,0.072
ATF2,0.072
RRM2,0.064
FCRL5,0.062
SIGLEC9,0.062
RNASET2,0.062
DSG4,0.061
CXCL8,0.061
SSB,0.061
LY9,0.061
CD70,0.06
C1QA,0.059
CNPY2,0.058
PADI2,0.058
CHEK2,0.057
ICAM4,0.054
ADGRG2,0.054
PLXNB2,0.053
MMP3,0.053
MZB1,0.052
CA6,0.051
KIR2DL3,0.05
PVR,0.049
FOSB,0.049
CEACAM3,0.046
CHI3L1,0.045
XRCC4,0.044
FCRL2,0.042
PTS,0.042
MARCO,0.041
CLSPN,0.041
ITGA11,0.041
GPKOW,0.041
CDH2,0.04
CTSL,0.04
TIMP1,0.04
ITGAV,0.039
ALPP,0.039
ADAM8,0.038
NOMO1,0.038
SH2D1A,0.037
JUN,0.036
IL6,0.036
CES1,0.035
TNFRSF13B,0.035
ICAM1,0.033
TNXB,0.033
CREG1,0.033
KLRD1,0.033
FOLR2,0.033
CTSD,0.033
SETMAR,0.033
PDGFC,0.033
CLEC6A,0.032
CPE,0.032
FCAR,0.032
ING1,0.032
IL18R1,0.031
VEGFA,0.031
EZR,0.031
CRTAC1,0.031
LSP1,0.03
DEFA1_DEFA1B,0.03
RASSF2,0.03
VWF,0.03
SELE,0.03
PADI4,0.03
HPGDS,0.029
FUCA1,0.029
GGH,0.028
PQBP1,0.027
DDX58,0.027
PROC,0.027
IL12RB1,0.027
BST2,0.027
PXN,0.027
IL2RA,0.026
THBS2,0.026
ROBO2,0.024
PILRB,0.024
CKAP4,0.024
CCL20,0.024
GZMA,0.024
NFASC,0.024
DPY30,0.023
ITM2A,0.023
CD38,0.023
SIGLEC7,0.022
CDON,0.022
CD177,0.022
FURIN,0.022
ZBTB17,0.021
POLR2F,0.021
CAPG,0.02
APEX1,0.02
ICAM3,0.02
LIFR,0.02
SERPINB8,0.02
ADCYAP1R1,0.02
WISP1,0.019
RETN,0.019
GGA1,0.019
TMSB10,0.019
CLEC5A,0.019
TIE1,0.019
APBB1IP,0.019
THOP1,0.018
PLAU,0.018
CNTN5,0.018
IDUA,0.018
IL1R2,0.017
IL16,0.017
IGSF3,0.017
ENPP5,0.017
MMP8,0.017
DDAH1,0.017
CASC4,0.017
PDGFRA,0.017
MAD1L1,0.017
CTSS,0.017
VWA1,0.017
BCAN,0.017
LGALS1,0.017
ARSA,0.017
TNFRSF11B,0.017
LRRC25,0.017
CCL8,0.016
APOM,0.016
KYNU,0.016
CXCL10,0.016
HAVCR1,0.016
C19orf12,0.016
SFTPA2,0.016
TFPI2,0.016
OXT,0.016
ACY1,0.016
WARS,0.016
HSD11B1,0.016
S100A16,0.015
CXCL13,0.015
TNFSF12,0.015
CD48,0.015
CCL15,0.015
SIGLEC6,0.015
CRHBP,0.015
CXCL12,0.015
MATN2,0.015
SCLY,0.015
PRCP,0.015
NAMPT,0.015
LPCAT2,0.015
LGALS9,0.015
CLEC4D,0.014
PON3,0.014
NADK,0.014
MSR1,0.014
LIF,0.014
TRIM21,0.014
INHBC,0.014
XCL1,0.014
LCN2,0.014
ICAM2,0.014
PLTP,0.013
IL6R,0.013
CD1C,0.013
IL1RN,0.013
ANGPTL2,0.013
CTSZ,0.013
LRIG1,0.013
WFIKKN2,0.013
RBKS,0.013
CEACAM8,0.013
CCL7,0.012
MAGED1,0.012
LEP,0.012
AFP,0.012
AMY2A,0.012
LAG3,0.012
WAS,0.012
RABEPK,0.012
SMAD5,0.012
CD5,0.012
KRT19,0.012
CD300E,0.012
AMY2B,0.011
PDCD1LG2,0.011
CST5,0.011
CEACAM5,0.011
AREG,0.011
TXNDC15,0.011
SMPD1,0.011
ENG,0.011
FCRL6,0.011
VNN2,0.01
CLC,0.01
LAMP3,0.01
GBP4,0.01
SCP2,0.01
AMFR,0.01
CCL2,0.01
CXCL9,0.01
DCTPP1,0.01
TCL1A,0.01
GBP2,0.009
CEP164,0.009
IFNL1,0.009
FMNL1,0.009
CEACAM21,0.009
EGFL7,0.009
ADA,0.009
BTN3A2,0.009
HMOX1,0.009
CD163,0.009
PARP1,0.009
ADGRG1,0.009
KLK1,0.009
CST7,0.009
TNC,0.009
RARRES2,0.008
GFOD2,0.008
GDF15,0.008
NMNAT1,0.008
SLAMF8,0.008
CEBPB,0.008
GALNT3,0.008
SFTPA1,0.008
CTSV,0.008
SLC39A14,0.008
PCSK9,0.008
IL32,0.008
CD300C,0.008
BRK1,0.008
AGR2,0.008
IKZF2,0.007
LHB,0.007
CCL19,0.007
MFAP3,0.007
F9,0.007
ELOA,0.007
PFDN2,0.007
ARID4B,0.007
NINJ1,0.007
MUC13,0.007
TGFA,0.007
DCTN2,0.007
OSM,0.007
OMG,0.007
CTSC,0.007
CCL16,0.007
COL9A1,0.007
IGFBPL1,0.007
IL2,0.007
CASP1,0.007
CA5A,0.007
CDHR5,0.007
ANGPTL4,0.007
IL18,0.007
GH2,0.006
LY96,0.006
SEMA7A,0.006
PBLD,0.006
VCAM1,0.006
CLEC11A,0.006
S100A11,0.006
IFNG,0.006
TIGAR,0.006
CSTB,0.006
TP53,0.006
ST3GAL1,0.006
LGMN,0.006
FGF21,0.006
GALNT10,0.006
GAS6,0.006
ILKAP,0.006
GRN,0.006
FCGR2A,0.006
ALDH1A1,0.006
ACP5,0.006
SIGLEC1,0.006
ANPEP,0.005
CTRC,0.005
NTRK3,0.005
CSF1,0.005
FUT3_FUT5,0.005
TNFSF11,0.005
CPVL,0.005
CPM,0.005
GALNT2,0.005
CTSH,0.005
EPHA10,0.005
FUS,0.005
GHRHR,0.005
LBP,0.005
IL17C,0.005
FST,0.005
GNLY,0.005
FGR,0.005
C2,0.005
HGF,0.005
ST6GAL1,0.005
RUVBL1,0.005
LAP3,0.005
OSMR,0.005
SSC4D,0.005
VSIG4,0.005
NID1,0.005
NCAM2,0.005
MPO,0.005
CD79B,0.005
CD74,0.005
LRPAP1,0.004
JCHAIN,0.004
DBI,0.004
CCL14,0.004
CD22,0.004
TNFRSF10B,0.004
DTX3,0.004
ACE2,0.004
AMBN,0.004
GDF2,0.004
IL1R1,0.004
CPA2,0.004
ANGPTL1,0.004
LBR,0.004
CD164,0.004
PRTN3,0.004
TNF,0.004
GZMH,0.004
GZMB,0.004
CDH6,0.004
CRIM1,0.004
NCR1,0.004
METAP1,0.004
TIMP3,0.003
F7,0.003
GP2,0.003
SCARB1,0.003
CDH5,0.003
TINAGL1,0.003
TIMP4,0.003
NCF2,0.003
LTBP3,0.003
PPY,0.003
FEN1,0.003
SORD,0.003
EREG,0.003
PLAUR,0.003
FCRL1,0.003
SPON2,0.003
SPP1,0.003
SRP14,0.003
MPHOSPH8,0.003
DKK1,0.003
PEAR1,0.003
CHRDL1,0.003
LILRA2,0.003
MNDA,0.003
PON2,0.003
PCOLCE,0.003
ITGB1,0.003
ITGB2,0.003
LYN,0.003
NFKBIE,0.003
MDGA1,0.003
CD276,0.003
TNFSF14,0.003
IL1RAP,0.003
TNFSF13,0.003
TPP1,0.003
TNFRSF6B,0.003
ADAMTS16,0.003
NBN,0.003
ACAA1,0.003
NRP1,0.003
HSP90B1,0.003
MILR1,0.002
DKK4,0.002
CA3,0.002
TREM2,0.002
AIF1,0.002
KLK12,0.002
TPT1,0.002
ITGAM,0.002
MMP9,0.002
