,Max Proba
CD4Tnaive_Frequency,1.0
CCR2pcMC_Frequency,1.0
CD62LpImmatureNeutrophils_S6,1.0
CD62LnAgedNeutrophils_S6,1.0
Bcells_Frequency,0.979
intMC_Frequency,0.973
CCR2nncMC_Frequency,0.948
CD8Tnaive_Frequency,0.906
gdTcells_Frequency,0.9
CD62LnAgedNeutrophils_p38,0.87
CD4Trm_Frequency,0.732
CD62LpImmatureNeutrophils_Frequency,0.63
MDSC_STAT3,0.578
CD56dimCD16pNKcells_Frequency,0.578
mDC_Frequency,0.449
Th1naive_STAT3,0.442
mDC_STAT3,0.407
intMC_STAT3,0.398
CD8Tcm_STAT3,0.326
CCR2pcMC_STAT3,0.318
Th1naive_IkB,0.311
CD4Tcm_Frequency,0.218
CD8Tcm_Frequency,0.089
MDSC_Frequency,0.083
Tregmem_Frequency,0.08
CD8Tem_Frequency,0.073
pDC_STAT3,0.07
NKT_Frequency,0.069
CD4Tnaive_STAT3,0.042
CD8Trm_Frequency,0.029
CD4Tem_Frequency,0.019
CD62LpImmatureNeutrophils_STAT3,0.015
Th1mem_STAT3,0.006
CD4Tcm_STAT3,0.006
CD4Trm_STAT3,0.005
CD8Tnaive_STAT3,0.004
CD4Tem_STAT3,0.0
Tregmem_STAT3,0.0
Tregnaive_STAT3,0.0
