,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_Frequency,0.0,0.923,0.945,0.968,0.97,0.97,0.973,0.973,0.976,0.979
CCR2nncMC_Frequency,0.0,0.812,0.882,0.905,0.917,0.928,0.939,0.939,0.948,0.948
CCR2pcMC_STAT3,0.0,0.041,0.126,0.192,0.253,0.272,0.299,0.302,0.307,0.318
CCR2pcMC_Frequency,0.0,0.978,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0
CD4Tcm_STAT3,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.006,0.006,0.006
CD4Tcm_Frequency,0.0,0.109,0.154,0.19,0.193,0.195,0.201,0.218,0.218,0.218
CD4Tem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_Frequency,0.0,0.0,0.0,0.0,0.007,0.007,0.017,0.019,0.019,0.019
CD4Tnaive_STAT3,0.0,0.014,0.021,0.023,0.023,0.026,0.026,0.032,0.032,0.042
CD4Tnaive_Frequency,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD4Trm_STAT3,0.0,0.0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
CD4Trm_Frequency,0.0,0.186,0.398,0.524,0.591,0.622,0.647,0.675,0.729,0.732
CD56dimCD16pNKcells_Frequency,0.0,0.159,0.337,0.404,0.436,0.497,0.526,0.538,0.562,0.578
CD62LnAgedNeutrophils_p38,0.0,0.544,0.763,0.824,0.855,0.857,0.866,0.868,0.87,0.87
CD62LnAgedNeutrophils_S6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD62LpImmatureNeutrophils_STAT3,0.0,0.0,0.0,0.01,0.015,0.015,0.015,0.015,0.015,0.015
CD62LpImmatureNeutrophils_S6,0.0,0.94,0.971,0.98,0.99,0.996,1.0,1.0,1.0,1.0
CD62LpImmatureNeutrophils_Frequency,0.0,0.431,0.51,0.531,0.556,0.564,0.584,0.614,0.619,0.63
CD8Tcm_STAT3,0.0,0.134,0.17,0.195,0.222,0.252,0.273,0.282,0.297,0.326
CD8Tcm_Frequency,0.0,0.026,0.071,0.08,0.083,0.083,0.089,0.089,0.089,0.089
CD8Tem_Frequency,0.0,0.0,0.007,0.011,0.024,0.054,0.057,0.068,0.068,0.073
CD8Tnaive_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004
CD8Tnaive_Frequency,0.0,0.85,0.888,0.906,0.906,0.906,0.906,0.906,0.906,0.906
CD8Trm_Frequency,0.0,0.004,0.004,0.004,0.016,0.016,0.02,0.029,0.029,0.029
gdTcells_Frequency,0.0,0.758,0.854,0.872,0.896,0.9,0.9,0.9,0.9,0.9
intMC_STAT3,0.0,0.059,0.145,0.185,0.22,0.275,0.331,0.346,0.367,0.398
intMC_Frequency,0.0,0.779,0.901,0.917,0.933,0.94,0.948,0.952,0.964,0.973
mDC_STAT3,0.0,0.11,0.184,0.243,0.282,0.319,0.329,0.361,0.397,0.407
mDC_Frequency,0.0,0.232,0.266,0.315,0.348,0.378,0.395,0.413,0.432,0.449
MDSC_STAT3,0.0,0.106,0.276,0.351,0.398,0.42,0.474,0.504,0.552,0.578
MDSC_Frequency,0.0,0.008,0.026,0.036,0.047,0.054,0.059,0.064,0.083,0.083
NKT_Frequency,0.0,0.015,0.021,0.038,0.041,0.043,0.043,0.049,0.069,0.069
pDC_STAT3,0.0,0.039,0.057,0.059,0.054,0.049,0.059,0.065,0.07,0.07
Th1mem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006
Th1naive_STAT3,0.0,0.096,0.189,0.258,0.307,0.353,0.391,0.415,0.422,0.442
Th1naive_IkB,0.0,0.106,0.169,0.203,0.222,0.244,0.251,0.283,0.287,0.311
Tregmem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tregmem_Frequency,0.0,0.035,0.022,0.032,0.045,0.051,0.063,0.079,0.079,0.08
Tregnaive_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
