,Fold selected features,Fold nb of features
Fold 0,[],0
Fold 1,"['Baso_151Eu_pp38_LPS', 'CD4negCD8neg_Frequency_Unstim', 'CD56brightCD16negNK_150Nd_pSTAT5_IL', 'CD8Tcells_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_149Sm_pCREB_IL', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'DC_154Sm_pSTAT3_IL', 'granulocytes_151Eu_pp38_TNFa', 'mDC_149Sm_pCREB_LPS', 'MDSC_149Sm_pCREB_LPS', 'pDC_159Tb_pMAPKAPK2_LPS', 'pDC_167Er_pERK12_LPS', 'Th2_154Sm_pSTAT3_IL']",13
Fold 2,[],0
Fold 3,"['Baso_149Sm_pCREB_LPS', 'Baso_151Eu_pp38_LPS', 'CD56dimCD16posNK_150Nd_pSTAT5_IL', 'CD56dimCD16posNK_Frequency_Unstim', 'CD8Temra_150Nd_pSTAT5_IL', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'DC_154Sm_pSTAT3_IL', 'granulocytes_151Eu_pp38_TNFa', 'NK_150Nd_pSTAT5_IL', 'pDC_159Tb_pMAPKAPK2_LPS', 'pDC_167Er_pERK12_LPS', 'Th1naive_150Nd_pSTAT5_IL', 'Th2_154Sm_pSTAT3_IL']",13
Fold 4,"['Baso_151Eu_pp38_LPS', 'CD4negCD8neg_Frequency_Unstim', 'CD4Tem_Frequency_Unstim', 'CD8TnaiveCD45pos_154Sm_pSTAT3_IL', 'granulocytes_151Eu_pp38_TNFa', 'Th2_154Sm_pSTAT3_IL', 'Treg_154Sm_pSTAT3_IL', 'Tregmem_154Sm_pSTAT3_IL', 'Tregnaive_154Sm_pSTAT3_IL']",9
Fold 5,[],0
Fold 6,"['Baso_149Sm_pCREB_LPS', 'Baso_150Nd_pSTAT5_LPS', 'Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'Bcells_Frequency_Unstim', 'CD4posCD8pos_154Sm_pSTAT3_IL', 'CD4posCD8pos_154Sm_pSTAT3_LPS', 'CD4posCD8pos_168Yb_pSTAT6_TNFa', 'CD4TCD45pos_154Sm_pSTAT3_IL', 'CD4TCD45pos_154Sm_pSTAT3_LPS', 'CD4TCD45RAneg_154Sm_pSTAT3_IL', 'CD4Tcells_154Sm_pSTAT3_IL', 'CD4Tcm_154Sm_pSTAT3_IL', 'CD4Tem_154Sm_pSTAT3_IL', 'CD4Tem_168Yb_pSTAT6_TNFa', 'CD4Tem_Frequency_Unstim', 'CD4Temra_154Sm_pSTAT3_IL', 'CD4Temra_154Sm_pSTAT3_LPS', 'CD4Temra_168Yb_pSTAT6_IL', 'CD4Temra_168Yb_pSTAT6_TNFa', 'CD4Tnaive_150Nd_pSTAT5_IL', 'CD4Tnaive_154Sm_pSTAT3_IL', 'CD56brightCD16negNK_154Sm_pSTAT3_LPS', 'CD56dimCD16posNK_150Nd_pSTAT5_IL', 'CD56dimCD16posNK_Frequency_Unstim', 'CD7negCD14neg_Frequency_Unstim', 'CD8Tcells_150Nd_pSTAT5_IL', 'CD8Tcells_154Sm_pSTAT3_LPS', 'CD8Tcm_150Nd_pSTAT5_IL', 'CD8Tcm_154Sm_pSTAT3_IL', 'CD8Tem_Frequency_Unstim', 'CD8Temra_150Nd_pSTAT5_IL', 'CD8Temra_Frequency_Unstim', 'CD8TmemCD45neg_154Sm_pSTAT3_LPS', 'CD8TnaiveCD45pos_150Nd_pSTAT5_IL', 'CD8TnaiveCD45pos_154Sm_pSTAT3_IL', 'CD8TnaiveCD45pos_154Sm_pSTAT3_LPS', 'CD8TnaiveCD45pos_Frequency_Unstim', 'CD8TnaiveCD45RAposCD62Lpos_150Nd_pSTAT5_IL', 'CD8TnaiveCD45RAposCD62Lpos_154Sm_pSTAT3_IL', 'CD8TnaiveCD45RAposCD62Lpos_Frequency_Unstim', 'cMC_168Yb_pSTAT6_LPS', 'cMC_Frequency_Unstim', 'cMC_CD14posCD16negCCR2pos_168Yb_pSTAT6_LPS', 'CXCR4pos_neutrophils_151Eu_pp38_LPS', 'CXCR4pos_neutrophils_154Sm_pSTAT3_IL', 'CXCR4pos_neutrophils_154Sm_pSTAT3_LPS', 'CXCR4pos_neutrophils_155Gd_pS6_IL', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_LPS', 'CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'DC_149Sm_pCREB_LPS', 'DC_151Eu_pp38_LPS', 'DC_155Gd_pS6_LPS', 'DC_168Yb_pSTAT6_IL', 'granulocytes_151Eu_pp38_LPS', 'granulocytes_151Eu_pp38_TNFa', 'granulocytes_159Tb_pMAPKAPK2_LPS', 'intMC_149Sm_pCREB_LPS', 'intMC_155Gd_pS6_LPS', 'intMC_159Tb_pMAPKAPK2_LPS', 'MAITCD8pos_150Nd_pSTAT5_IL', 'MAITCD8pos_154Sm_pSTAT3_LPS', 'MAITCD8pos_Frequency_Unstim', 'mDC_149Sm_pCREB_LPS', 'mDC_154Sm_pSTAT3_IL', 'mDC_154Sm_pSTAT3_LPS', 'mDC_155Gd_pS6_LPS', 'mDC_166Er_pNFkB_LPS', 'mDC_167Er_pERK12_LPS', 'mDC_168Yb_pSTAT6_LPS', 'MDSC_149Sm_pCREB_LPS', 'MDSC_154Sm_pSTAT3_IL', 'MDSC_154Sm_pSTAT3_LPS', 'MDSC_154Sm_pSTAT3_TNFa', 'MDSC_159Tb_pMAPKAPK2_LPS', 'MDSC_168Yb_pSTAT6_LPS', 'MDSC_Frequency_Unstim', 'ncMc_151Eu_pp38_LPS', 'ncMc_154Sm_pSTAT3_LPS', 'ncMc_155Gd_pS6_LPS', 'NK_150Nd_pSTAT5_IL', 'NK_Frequency_Unstim', 'NKT_150Nd_pSTAT5_IL', 'NKT_154Sm_pSTAT3_LPS', 'NKT_168Yb_pSTAT6_IL', 'pDC_149Sm_pCREB_LPS', 'pDC_151Eu_pp38_LPS', 'pDC_154Sm_pSTAT3_IL', 'pDC_154Sm_pSTAT3_LPS', 'pDC_155Gd_pS6_LPS', 'pDC_159Tb_pMAPKAPK2_LPS', 'pDC_164Dy_IkB_LPS', 'pDC_167Er_pERK12_LPS', 'Tcells_154Sm_pSTAT3_IL', 'Tcells_Frequency_Unstim', 'Th1_150Nd_pSTAT5_IL', 'Th1_154Sm_pSTAT3_IL', 'Th1_154Sm_pSTAT3_TNFa', 'Th1_Frequency_Unstim', 'Th17_150Nd_pSTAT5_IL', 'Th17_154Sm_pSTAT3_IL', 'Th17_Frequency_Unstim', 'Th1mem_150Nd_pSTAT5_IL', 'Th1mem_154Sm_pSTAT3_TNFa', 'Th1naive_150Nd_pSTAT5_IL', 'Th1naive_150Nd_pSTAT5_LPS', 'Th1naive_154Sm_pSTAT3_IL', 'Th1naive_154Sm_pSTAT3_LPS', 'Th1naive_154Sm_pSTAT3_TNFa', 'Th1naive_168Yb_pSTAT6_IL', 'Th1naive_168Yb_pSTAT6_TNFa', 'Th2_154Sm_pSTAT3_IL', 'Treg_150Nd_pSTAT5_IL', 'Treg_154Sm_pSTAT3_IL', 'Treg_168Yb_pSTAT6_IL', 'Treg_Frequency_Unstim', 'Tregmem_150Nd_pSTAT5_IL', 'Tregmem_154Sm_pSTAT3_IL', 'Tregmem_168Yb_pSTAT6_IL', 'Tregnaive_150Nd_pSTAT5_IL', 'Tregnaive_154Sm_pSTAT3_IL', 'Tregnaive_168Yb_pSTAT6_IL']",122
Fold 7,"['Baso_149Sm_pCREB_LPS', 'Baso_151Eu_pp38_LPS', 'Bcells_155Gd_pS6_Unstim', 'CD4negCD8neg_Frequency_Unstim', 'CD4Tem_Frequency_Unstim', 'CD56brightCD16negNK_150Nd_pSTAT5_IL', 'CD8TnaiveCD45pos_154Sm_pSTAT3_IL', 'DC_154Sm_pSTAT3_IL', 'MDSC_149Sm_pCREB_LPS', 'NKT_150Nd_pSTAT5_IL', 'pDC_151Eu_pp38_LPS', 'pDC_159Tb_pMAPKAPK2_LPS', 'pDC_167Er_pERK12_LPS']",13
Fold 8,"['Baso_149Sm_pCREB_LPS', 'Baso_151Eu_pp38_LPS', 'CD4Tcells_154Sm_pSTAT3_IL', 'CD4Tcm_154Sm_pSTAT3_IL', 'CD4Tem_Frequency_Unstim', 'CD8TnaiveCD45RAposCD62Lpos_Frequency_Unstim', 'granulocytes_151Eu_pp38_TNFa', 'mDC_154Sm_pSTAT3_IL', 'mDC_154Sm_pSTAT3_LPS', 'ncMc_Frequency_Unstim', 'pDC_159Tb_pMAPKAPK2_LPS', 'pDC_167Er_pERK12_LPS', 'Th2_154Sm_pSTAT3_IL', 'Tregnaive_154Sm_pSTAT3_IL']",14
Fold 9,"['CXCR4pos_neutrophils_159Tb_pMAPKAPK2_TNFa', 'DC_154Sm_pSTAT3_IL', 'granulocytes_151Eu_pp38_LPS']",3
