,Fold selected features,Fold nb of features
Fold 0,"['STAT3', 'S6']",2
Fold 1,"['CREB', 'STAT3', 'IkB', 'Frequency']",4
Fold 2,['S6'],1
Fold 3,"['CREB', 'STAT3', 'S6']",3
Fold 4,"['STAT3', 'S6']",2
Fold 5,"['CREB', 'S6', 'IkB']",3
Fold 6,"['STAT3', 'IkB', 'Frequency']",3
Fold 7,"['STAT3', 'S6']",2
Fold 8,['S6'],1
Fold 9,"['CREB', 'S6', 'IkB', 'Frequency']",4
Fold 10,"['CREB', 'S6', 'IkB']",3
Fold 11,"['CREB', 'S6', 'IkB', 'Frequency']",4
Fold 12,"['STAT3', 'S6']",2
Fold 13,"['S6', 'Frequency']",2
Fold 14,"['STAT3', 'S6']",2
Fold 15,"['STAT3', 'S6']",2
Fold 16,"['STAT3', 'S6']",2
Fold 17,"['CREB', 'S6', 'Frequency']",3
Fold 18,"['CREB', 'S6', 'IkB']",3
Fold 19,['S6'],1
Fold 20,"['S6', 'Frequency']",2
Fold 21,"['CREB', 'S6', 'IkB', 'Frequency']",4
Fold 22,['S6'],1
Fold 23,"['CREB', 'S6', 'IkB']",3
Fold 24,"['STAT3', 'S6']",2
Fold 25,"['STAT3', 'S6']",2
Fold 26,"['CREB', 'S6', 'IkB']",3
Fold 27,"['STAT3', 'S6']",2
Fold 28,"['STAT3', 'S6']",2
Fold 29,['S6'],1
Fold 30,"['CREB', 'S6', 'IkB', 'Frequency']",4
Fold 31,"['STAT3', 'S6']",2
Fold 32,"['CREB', 'S6', 'IkB']",3
Fold 33,"['CREB', 'S6', 'Frequency']",3
Fold 34,['S6'],1
Fold 35,"['STAT3', 'S6']",2
Fold 36,"['CREB', 'STAT3', 'IkB', 'Frequency']",4
Fold 37,"['STAT3', 'IkB', 'Frequency']",3
Fold 38,"['STAT3', 'S6']",2
Fold 39,"['CREB', 'STAT3', 'S6']",3
Fold 40,"['CREB', 'S6', 'Frequency']",3
Fold 41,"['STAT3', 'S6']",2
Fold 42,"['STAT3', 'S6']",2
