,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_NFkB,0.0,0.013,0.018,0.025,0.029,0.033,0.035,0.04,0.047,0.051
Bcells_Frequency,0.0,0.216,0.289,0.336,0.358,0.387,0.408,0.424,0.434,0.448
CCR2nncMC_CREB,0.0,0.151,0.191,0.219,0.237,0.254,0.27,0.281,0.29,0.298
CCR2nncMC_STAT3,0.0,0.0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002
CCR2nncMC_S6,0.0,0.444,0.543,0.591,0.624,0.643,0.661,0.684,0.708,0.721
CCR2nncMC_IkB,0.0,0.0,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CCR2nncMC_NFkB,0.0,0.091,0.13,0.154,0.179,0.202,0.218,0.237,0.252,0.264
CCR2nncMC_MAPKAPK2,0.0,0.127,0.154,0.168,0.185,0.197,0.211,0.228,0.239,0.249
CCR2nncMC_Frequency,0.0,0.209,0.261,0.292,0.31,0.333,0.362,0.382,0.401,0.415
CCR2pcMC_CREB,0.0,0.002,0.006,0.009,0.01,0.012,0.014,0.015,0.016,0.017
CCR2pcMC_STAT3,0.0,0.003,0.003,0.004,0.007,0.01,0.01,0.011,0.012,0.014
CCR2pcMC_S6,0.0,0.342,0.424,0.468,0.505,0.539,0.565,0.6,0.626,0.643
CCR2pcMC_IkB,0.0,0.003,0.005,0.006,0.009,0.011,0.012,0.012,0.014,0.016
CCR2pcMC_NFkB,0.0,0.019,0.03,0.044,0.054,0.061,0.069,0.073,0.082,0.091
CCR2pcMC_Frequency,0.0,0.384,0.452,0.497,0.53,0.557,0.583,0.596,0.61,0.625
CD41hiCD61hiPLT_p38,0.0,0.175,0.216,0.247,0.263,0.278,0.288,0.303,0.318,0.333
CD4Tcm_STAT5,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.002
CD4Tcm_STAT3,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.004,0.004,0.005
CD4Tcm_IkB,0.0,0.023,0.036,0.047,0.053,0.055,0.059,0.063,0.066,0.071
CD4Tcm_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002
CD4Tcm_Frequency,0.0,0.058,0.088,0.105,0.115,0.133,0.143,0.154,0.167,0.178
CD4Tem_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_IkB,0.0,0.004,0.006,0.012,0.015,0.017,0.019,0.022,0.022,0.022
CD4Tem_NFkB,0.0,0.0,0.001,0.005,0.008,0.01,0.01,0.012,0.012,0.012
CD4Tem_STAT6,0.0,0.004,0.005,0.007,0.007,0.011,0.011,0.012,0.012,0.013
CD4Tem_Frequency,0.0,0.0,0.001,0.003,0.004,0.004,0.005,0.006,0.006,0.006
CD4Tnaive_STAT5,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CD4Tnaive_STAT3,0.0,0.004,0.005,0.007,0.007,0.007,0.011,0.012,0.012,0.012
CD4Tnaive_IkB,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CD4Tnaive_NFkB,0.0,0.0,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003
CD4Tnaive_Frequency,0.0,0.775,0.829,0.855,0.879,0.892,0.902,0.913,0.918,0.922
CD4Trm_STAT5,0.0,0.091,0.124,0.145,0.167,0.182,0.196,0.21,0.226,0.235
CD4Trm_STAT3,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.003
CD4Trm_S6,0.0,0.416,0.511,0.564,0.6,0.629,0.67,0.694,0.705,0.722
CD4Trm_IkB,0.0,0.008,0.016,0.021,0.023,0.028,0.032,0.037,0.04,0.042
CD4Trm_NFkB,0.0,0.117,0.152,0.174,0.191,0.198,0.21,0.225,0.233,0.245
CD4Trm_STAT6,0.0,0.195,0.254,0.278,0.302,0.317,0.329,0.339,0.354,0.368
CD4Trm_Frequency,0.0,0.075,0.122,0.156,0.185,0.209,0.239,0.265,0.289,0.307
CD56brightCD16nNKcells_IkB,0.0,0.012,0.024,0.034,0.043,0.045,0.051,0.054,0.062,0.075
CD56brightCD16nNKcells_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
CD56brightCD16nNKcells_Frequency,0.0,0.155,0.21,0.241,0.254,0.264,0.285,0.302,0.309,0.32
CD56dimCD16pNKcells_CREB,0.0,0.001,0.002,0.002,0.003,0.007,0.008,0.009,0.01,0.01
CD56dimCD16pNKcells_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56dimCD16pNKcells_Frequency,0.0,0.005,0.011,0.018,0.021,0.024,0.031,0.034,0.038,0.038
CD61pCD41pPLT_CREB,0.0,0.125,0.162,0.177,0.187,0.193,0.205,0.214,0.227,0.236
CD61pCD41pPLT_STAT3,0.0,0.186,0.246,0.27,0.288,0.312,0.327,0.341,0.355,0.371
CD61pCD41pPLT_S6,0.0,0.017,0.024,0.03,0.033,0.039,0.042,0.047,0.051,0.052
CD61pCD41pPLT_IkB,0.0,0.001,0.001,0.001,0.002,0.003,0.004,0.004,0.004,0.004
CD61pCD41pPLT_NFkB,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CD62LnAgedNeutrophils_CREB,0.0,0.03,0.051,0.063,0.071,0.076,0.082,0.089,0.093,0.099
CD62LnAgedNeutrophils_p38,0.0,0.06,0.084,0.099,0.11,0.118,0.128,0.138,0.147,0.153
CD62LnAgedNeutrophils_STAT3,0.0,0.009,0.013,0.019,0.021,0.024,0.027,0.029,0.029,0.039
CD62LnAgedNeutrophils_S6,0.0,0.761,0.832,0.859,0.885,0.905,0.918,0.927,0.932,0.941
CD62LnAgedNeutrophils_IkB,0.0,0.011,0.016,0.021,0.022,0.022,0.024,0.027,0.03,0.035
CD62LnAgedNeutrophils_MAPKAPK2,0.0,0.111,0.139,0.151,0.161,0.181,0.197,0.209,0.22,0.232
CD62LnAgedNeutrophils_Frequency,0.0,0.067,0.093,0.101,0.112,0.123,0.125,0.135,0.138,0.143
CD62LpImmatureNeutrophils_CREB,0.0,0.094,0.126,0.149,0.168,0.184,0.198,0.211,0.218,0.229
CD62LpImmatureNeutrophils_STAT3,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002
CD62LpImmatureNeutrophils_S6,0.0,0.404,0.45,0.484,0.514,0.537,0.555,0.572,0.586,0.6
CD62LpImmatureNeutrophils_IkB,0.0,0.05,0.069,0.079,0.084,0.09,0.097,0.106,0.114,0.124
CD62LpImmatureNeutrophils_Frequency,0.0,0.174,0.24,0.28,0.304,0.33,0.35,0.368,0.383,0.401
CD8Tcm_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_STAT3,0.0,0.004,0.013,0.019,0.022,0.029,0.031,0.034,0.037,0.044
CD8Tcm_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_Frequency,0.0,0.019,0.03,0.042,0.049,0.053,0.058,0.065,0.07,0.076
CD8Tem_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.003,0.003
CD8Tnaive_STAT5,0.0,0.026,0.03,0.039,0.042,0.047,0.051,0.052,0.058,0.058
CD8Tnaive_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_IkB,0.0,0.018,0.02,0.026,0.026,0.028,0.03,0.03,0.033,0.034
CD8Tnaive_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
CD8Tnaive_Frequency,0.0,0.062,0.098,0.132,0.148,0.17,0.189,0.206,0.226,0.244
CD8Trm_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Trm_Frequency,0.0,0.014,0.021,0.024,0.024,0.029,0.031,0.034,0.038,0.042
