,Max Proba
CD41hiCD61hiPLT_p38,0.599
CD8Tem_Frequency,0.583
CD4Tem_Frequency,0.468
CCR2nncMC_Frequency,0.439
CD41hiCD61hiPLT_S6,0.436
CD8Trm_Frequency,0.43
gdTcells_Frequency,0.425
CD62LpImmatureNeutrophils_Frequency,0.395
Th1naive_CREB,0.388
Tregmem_Frequency,0.32
MDSC_Frequency,0.273
intMC_Frequency,0.269
CD4Tnaive_Frequency,0.259
intMC_CREB,0.246
Th1naive_MAPKAPK2,0.244
MDSC_CREB,0.224
CD62LnAgedNeutrophils_p38,0.223
CD4Tcm_Frequency,0.223
Th1naive_p38,0.219
CD4Tcm_STAT3,0.217
CCR2pcMC_CREB,0.216
CD8Tnaive_Frequency,0.206
Bcells_Frequency,0.195
CCR2pcMC_Frequency,0.181
Th1naive_STAT3,0.178
Tregnaive_STAT3,0.175
CD56dimCD16pNKcells_Frequency,0.17
MDSC_MAPKAPK2,0.169
Bcells_p38,0.161
CD4Tnaive_STAT3,0.142
CCR2pcMC_MAPKAPK2,0.123
mDC_CREB,0.115
mDC_Frequency,0.095
Th1mem_STAT3,0.079
MDSC_STAT3,0.073
Tregnaive_IkB,0.063
NKT_Frequency,0.062
CCR2pcMC_p38,0.062
mDC_p38,0.061
intMC_p38,0.05
CD8Tcm_Frequency,0.043
mDC_STAT3,0.042
MDSC_p38,0.033
