,Max Proba
CD4Tnaive_Frequency,0.401
pDC_MAPKAPK2,0.232
CD4Trm_STAT6,0.225
pDC_STAT5,0.205
CCR2pcMC_Frequency,0.176
Th1mem_STAT6,0.159
Tregnaive_STAT6,0.157
Bcells_Frequency,0.154
CD62LpImmatureNeutrophils_Frequency,0.153
CCR2nncMC_MAPKAPK2,0.143
CD62LnAgedNeutrophils_p38,0.141
CD4Trm_S6,0.137
CD8Tnaive_Frequency,0.136
CD62LnAgedNeutrophils_S6,0.116
Tregmem_STAT5,0.104
CD62LnAgedNeutrophils_IkB,0.1
Th1naive_S6,0.091
CCR2nncMC_S6,0.087
Tregnaive_STAT5,0.085
CD4Trm_STAT5,0.081
intMC_S6,0.079
mDC_S6,0.078
intMC_Frequency,0.078
CD61pCD41pPLT_CREB,0.077
CCR2nncMC_NFkB,0.074
gdTcells_Frequency,0.074
CCR2nncMC_Frequency,0.072
Tregnaive_IkB,0.071
MDSC_Frequency,0.07
CD4Tcm_Frequency,0.07
CD56brightCD16nNKcells_Frequency,0.069
CD62LpImmatureNeutrophils_IkB,0.068
CD62LnAgedNeutrophils_Frequency,0.066
CD61pCD41pPLT_S6,0.065
CD62LpImmatureNeutrophils_S6,0.065
Tregmem_Frequency,0.064
gdTcells_IkB,0.064
Th1naive_STAT6,0.061
CCR2nncMC_CREB,0.06
Th1naive_NFkB,0.058
CD4Trm_NFkB,0.056
CD62LnAgedNeutrophils_MAPKAPK2,0.054
Tregnaive_S6,0.052
intMC_IkB,0.051
Tregnaive_ERK,0.051
CD61pCD41pPLT_STAT3,0.048
pDC_CREB,0.048
pDC_S6,0.047
mDC_Frequency,0.046
CD56brightCD16nNKcells_IkB,0.045
CD8Tnaive_IkB,0.042
Th1mem_ERK,0.042
CD8Tnaive_STAT5,0.04
Th1mem_S6,0.036
CD62LnAgedNeutrophils_STAT3,0.034
NKT_IkB,0.032
CCR2pcMC_S6,0.03
CD56dimCD16pNKcells_Frequency,0.029
mDC_IkB,0.029
CD4Trm_Frequency,0.028
Th1naive_STAT3,0.027
pDC_IkB,0.026
Th1naive_MAPKAPK2,0.026
MDSC_S6,0.025
Th1mem_CREB,0.024
CD4Tcm_IkB,0.022
CD41hiCD61hiPLT_p38,0.021
Th1naive_IkB,0.021
NKT_STAT5,0.021
NKT_STAT6,0.02
CD8Trm_Frequency,0.018
CD62LpImmatureNeutrophils_CREB,0.018
MDSC_IkB,0.017
CD8Tcm_Frequency,0.017
CD4Trm_STAT3,0.016
Th1naive_CREB,0.016
Th1mem_IkB,0.016
CCR2nncMC_IkB,0.013
Th1mem_STAT5,0.013
CD4Tem_Frequency,0.013
intMC_STAT3,0.012
CD56dimCD16pNKcells_CREB,0.011
pDC_STAT3,0.01
NKT_Frequency,0.009
MDSC_STAT3,0.009
CD62LnAgedNeutrophils_CREB,0.009
CCR2pcMC_NFkB,0.008
CD4Tnaive_STAT3,0.008
Tregnaive_NFkB,0.007
CD61pCD41pPLT_NFkB,0.007
gdTcells_CREB,0.007
CD4Trm_IkB,0.006
pDC_NFkB,0.006
Bcells_NFkB,0.006
CD4Tem_STAT6,0.006
CD8Tcm_STAT3,0.005
CD8Tnaive_STAT3,0.004
CCR2nncMC_STAT3,0.004
mDC_CREB,0.004
CD8Tcm_STAT5,0.003
Tregnaive_STAT3,0.003
gdTcells_NFkB,0.003
gdTcells_STAT6,0.003
mDC_STAT3,0.003
CD4Tem_IkB,0.002
CCR2pcMC_CREB,0.002
Th1naive_STAT5,0.002
intMC_CREB,0.002
Th1naive_ERK,0.002
CD4Tcm_STAT5,0.002
CD61pCD41pPLT_IkB,0.002
CD4Tnaive_STAT5,0.001
CD4Tem_NFkB,0.001
CD62LpImmatureNeutrophils_STAT3,0.001
CCR2pcMC_STAT3,0.001
CD8Tnaive_NFkB,0.001
Tregmem_STAT3,0.0
CCR2pcMC_IkB,0.0
CD56dimCD16pNKcells_NFkB,0.0
Tregmem_NFkB,0.0
CD8Trm_NFkB,0.0
CD4Tcm_STAT3,0.0
Th1mem_NFkB,0.0
Th1mem_STAT3,0.0
CD8Tcm_NFkB,0.0
CD4Tcm_NFkB,0.0
CD4Tem_STAT3,0.0
CD8Tem_NFkB,0.0
NKT_NFkB,0.0
CD8Tem_Frequency,0.0
CD56brightCD16nNKcells_NFkB,0.0
MDSC_CREB,0.0
intMC_NFkB,0.0
CD4Tnaive_IkB,0.0
CD4Tnaive_NFkB,0.0
CD4Tem_STAT5,0.0
