,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
Bcells_p38,0.0,0.0,0.008,0.038,0.035,0.027,0.024,0.026,0.025,0.023
Bcells_Frequency,0.0,0.026,0.025,0.024,0.024,0.025,0.027,0.027,0.027,0.022
CCR2nncMC_Frequency,0.0,0.161,0.197,0.242,0.257,0.277,0.298,0.317,0.317,0.32
CCR2pcMC_CREB,0.0,0.002,0.006,0.01,0.01,0.01,0.011,0.012,0.011,0.011
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD41hiCD61hiPLT_p38,0.0,0.871,0.894,0.91,0.922,0.928,0.928,0.928,0.936,0.938
CD41hiCD61hiPLT_S6,0.0,0.355,0.526,0.585,0.6,0.622,0.633,0.632,0.639,0.645
CD4Tcm_STAT3,0.0,0.039,0.043,0.043,0.04,0.035,0.032,0.03,0.032,0.029
CD4Tcm_Frequency,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.002
CD4Tem_Frequency,0.0,0.419,0.6,0.63,0.639,0.655,0.649,0.649,0.659,0.676
CD4Tnaive_STAT3,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
CD4Tnaive_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.016,0.017,0.017
CD56dimCD16pNKcells_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD62LnAgedNeutrophils_p38,0.0,0.015,0.034,0.034,0.042,0.042,0.041,0.043,0.056,0.059
CD62LpImmatureNeutrophils_Frequency,0.0,0.32,0.43,0.446,0.461,0.477,0.481,0.501,0.505,0.51
CD8Tcm_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_Frequency,0.0,0.681,0.763,0.777,0.783,0.783,0.785,0.787,0.79,0.789
CD8Tnaive_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Trm_Frequency,0.0,0.0,0.013,0.013,0.018,0.018,0.023,0.024,0.026,0.027
gdTcells_Frequency,0.0,0.202,0.427,0.496,0.525,0.555,0.566,0.583,0.586,0.588
intMC_CREB,0.0,0.015,0.024,0.031,0.024,0.024,0.024,0.019,0.019,0.02
intMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMC_Frequency,0.0,0.089,0.081,0.076,0.082,0.067,0.063,0.064,0.063,0.063
mDC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDC_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_CREB,0.0,0.035,0.112,0.137,0.131,0.138,0.138,0.137,0.139,0.134
MDSC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_Frequency,0.0,0.114,0.116,0.139,0.131,0.128,0.137,0.147,0.147,0.147
NKT_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Th1mem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Th1naive_CREB,0.0,0.126,0.201,0.226,0.247,0.247,0.249,0.259,0.263,0.266
Th1naive_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Th1naive_STAT3,0.0,0.0,0.0,0.0,0.001,0.004,0.004,0.004,0.004,0.004
Th1naive_MAPKAPK2,0.0,0.0,0.007,0.007,0.0,0.0,0.0,0.0,0.0,0.0
Tregmem_Frequency,0.0,0.018,0.002,0.015,0.015,0.015,0.015,0.015,0.015,0.015
Tregnaive_STAT3,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tregnaive_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
