,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
artificial.1,0.0,0.728,0.856,0.889,0.919,0.925,0.93,0.938,0.94,0.945
artificial.2,0.0,0.001,0.008,0.012,0.025,0.038,0.053,0.07,0.089,0.105
artificial.3,0.0,0.012,0.029,0.05,0.072,0.097,0.126,0.158,0.195,0.235
artificial.4,0.0,0.034,0.082,0.118,0.147,0.179,0.206,0.241,0.268,0.293
artificial.5,0.0,0.0,0.001,0.001,0.001,0.005,0.011,0.011,0.018,0.024
artificial.6,0.0,0.0,0.001,0.001,0.006,0.018,0.023,0.033,0.04,0.051
artificial.7,0.0,0.04,0.07,0.097,0.123,0.135,0.155,0.176,0.195,0.207
artificial.8,0.0,0.0,0.001,0.004,0.004,0.01,0.012,0.015,0.016,0.021
artificial.9,0.0,0.0,0.007,0.013,0.03,0.048,0.068,0.084,0.101,0.123
artificial.10,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.006,0.012
artificial.11,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.01,0.02,0.038
artificial.12,0.0,0.0,0.002,0.002,0.003,0.007,0.01,0.015,0.023,0.028
artificial.13,0.0,0.069,0.153,0.195,0.231,0.262,0.284,0.317,0.328,0.342
artificial.14,0.0,0.268,0.41,0.534,0.609,0.676,0.729,0.764,0.789,0.805
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.0,0.005,0.022,0.043,0.059,0.08,0.091,0.108,0.128,0.15
artificial.17,0.0,0.019,0.03,0.037,0.044,0.052,0.059,0.076,0.087,0.093
artificial.18,0.0,0.0,0.001,0.001,0.003,0.01,0.014,0.017,0.02,0.026
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.0,0.005,0.014,0.018,0.024,0.035,0.037,0.045,0.059,0.068
artificial.21,0.0,0.017,0.05,0.076,0.089,0.106,0.132,0.156,0.18,0.203
artificial.22,0.0,0.144,0.226,0.3,0.37,0.443,0.499,0.543,0.591,0.632
artificial.23,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.004,0.006,0.012
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002
artificial.25,0.0,0.022,0.074,0.124,0.175,0.223,0.265,0.294,0.334,0.368
artificial.26,0.0,0.257,0.393,0.484,0.549,0.592,0.623,0.66,0.677,0.703
artificial.27,0.0,0.0,0.0,0.0,0.001,0.001,0.005,0.007,0.011,0.014
artificial.28,0.0,0.177,0.294,0.37,0.454,0.528,0.573,0.61,0.645,0.674
artificial.29,0.0,0.0,0.0,0.0,0.002,0.004,0.008,0.015,0.021,0.027
artificial.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.0,0.008,0.018,0.028,0.034,0.049,0.064,0.08,0.094,0.111
artificial.32,0.0,0.009,0.019,0.036,0.053,0.064,0.076,0.094,0.111,0.131
artificial.33,0.0,0.0,0.004,0.004,0.006,0.009,0.016,0.021,0.031,0.043
artificial.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.01,0.015
artificial.36,0.0,0.007,0.021,0.041,0.061,0.076,0.094,0.107,0.133,0.149
artificial.37,0.0,0.07,0.084,0.095,0.111,0.146,0.168,0.192,0.213,0.232
artificial.38,0.0,0.001,0.003,0.007,0.007,0.01,0.012,0.016,0.021,0.029
artificial.39,0.0,0.051,0.114,0.157,0.183,0.201,0.212,0.23,0.252,0.266
artificial.40,0.0,0.0,0.0,0.001,0.001,0.003,0.006,0.009,0.011,0.016
artificial.41,0.0,0.001,0.013,0.036,0.055,0.065,0.079,0.087,0.1,0.113
artificial.42,0.0,0.155,0.25,0.352,0.434,0.495,0.555,0.608,0.644,0.684
artificial.43,0.0,0.24,0.318,0.374,0.408,0.434,0.472,0.503,0.529,0.557
