,Max Proba
CD62LpImmatureNeutrophils_S6,1.0
CD62LnAgedNeutrophils_S6,1.0
CCR2pcMC_Frequency,0.995
mDC_STAT3,0.947
CCR2nncMC_Frequency,0.898
CD62LpImmatureNeutrophils_CREB,0.882
CD56dimCD16pNKcells_Frequency,0.793
CD8Tcm_STAT3,0.747
Bcells_Frequency,0.743
CD4Trm_Frequency,0.724
MDSC_Frequency,0.719
CD4Tem_Frequency,0.697
CD8Tnaive_STAT3,0.601
Th1naive_CREB,0.6
gdTcells_Frequency,0.588
MDSC_STAT3,0.51
CCR2pcMC_STAT3,0.487
mDC_Frequency,0.456
CD4Tem_STAT3,0.4
Th1naive_S6,0.357
CD4Tnaive_Frequency,0.346
NKT_Frequency,0.334
Th1naive_STAT3,0.269
CD62LnAgedNeutrophils_CREB,0.255
Tregmem_Frequency,0.247
CD8Tcm_Frequency,0.225
CD41hiCD61hiPLT_S6,0.217
CD4Tcm_Frequency,0.216
CD8Tem_Frequency,0.214
CCR2pcMC_MAPKAPK2,0.138
intMC_p38,0.129
mDC_p38,0.121
CD8Trm_Frequency,0.101
intMC_Frequency,0.087
MDSC_p38,0.083
CCR2pcMC_p38,0.073
mDC_CREB,0.063
Tregmem_STAT3,0.016
CD8Tnaive_Frequency,0.003
CD4Tcm_STAT3,0.0
CD4Trm_STAT3,0.0
CD4Tnaive_STAT3,0.0
Th1mem_STAT3,0.0
pDC_STAT3,0.0
CD62LpImmatureNeutrophils_Frequency,0.0
Tregnaive_STAT3,0.0
