,Fold selected features,Fold nb of features
Fold 0,['Frequency'],1
Fold 1,"['MAPKAPK2', 'NFkB', 'p38', 'Frequency']",4
Fold 2,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 3,['Frequency'],1
Fold 4,"['STAT6', 'NFkB', 'CREB', 'Frequency']",4
Fold 5,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 6,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 7,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 8,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'Frequency']",6
Fold 9,"['MAPKAPK2', 'Frequency']",2
Fold 10,['Frequency'],1
Fold 11,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'Frequency']",6
Fold 12,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 13,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 14,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 15,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 16,"['MAPKAPK2', 'NFkB', 'p38', 'Frequency']",4
Fold 17,['Frequency'],1
Fold 18,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 19,['Frequency'],1
Fold 20,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 21,"['MAPKAPK2', 'Frequency']",2
Fold 22,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 23,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 24,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
Fold 25,"['STAT6', 'MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",7
