,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
artificial.1,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.003,0.003,0.004
artificial.2,0.0,0.013,0.021,0.027,0.026,0.029,0.03,0.033,0.034,0.034
artificial.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.5,0.0,0.001,0.004,0.004,0.005,0.006,0.006,0.005,0.007,0.008
artificial.6,0.0,0.077,0.12,0.138,0.157,0.163,0.17,0.175,0.184,0.191
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.9,0.0,0.052,0.047,0.054,0.051,0.053,0.053,0.053,0.053,0.051
artificial.10,0.0,0.01,0.032,0.038,0.043,0.046,0.049,0.051,0.051,0.051
artificial.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.004,0.002,0.005
artificial.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.0,0.001,0.009,0.013,0.016,0.015,0.021,0.02,0.023,0.025
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002
artificial.19,0.0,0.096,0.093,0.097,0.097,0.103,0.106,0.114,0.116,0.119
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.0,0.0,0.001,0.002,0.003,0.005,0.007,0.007,0.006,0.006
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.0,0.001,0.007,0.01,0.011,0.011,0.012,0.013,0.013
artificial.24,0.0,0.002,0.011,0.012,0.019,0.022,0.024,0.023,0.025,0.027
artificial.25,0.0,0.024,0.029,0.03,0.029,0.033,0.033,0.035,0.036,0.04
artificial.26,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.001,0.001,0.002
artificial.27,0.0,0.133,0.157,0.157,0.168,0.174,0.173,0.177,0.179,0.18
artificial.28,0.0,0.016,0.02,0.021,0.022,0.022,0.022,0.021,0.02,0.019
artificial.29,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.0,0.002,0.009,0.008,0.01,0.01,0.014,0.016,0.017,0.016
artificial.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
