,Max Proba
CD62LpImmatureNeutrophils_S6,1.0
CD62LnAgedNeutrophils_S6,1.0
mDC_Frequency,0.965
CCR2nncMC_Frequency,0.942
CCR2pcMC_Frequency,0.935
CD56dimCD16pNKcells_Frequency,0.867
Th1naive_IkB,0.857
MDSC_Frequency,0.815
CD62LpImmatureNeutrophils_Frequency,0.806
CD4Tnaive_Frequency,0.673
CD56brightCD16nNKcells_IkB,0.6
Bcells_p38,0.529
Th1mem_IkB,0.484
NKT_Frequency,0.448
gdTcells_Frequency,0.414
CD8Tnaive_STAT3,0.344
CD8Tnaive_Frequency,0.333
intMC_Frequency,0.324
Bcells_Frequency,0.299
intMC_IkB,0.299
CD4Tem_Frequency,0.283
CD4Tnaive_IkB,0.274
MDSC_IkB,0.232
mDC_STAT3,0.181
Th1mem_STAT3,0.179
MDSC_STAT3,0.14
CD4Tem_STAT3,0.101
CD8Tcm_Frequency,0.088
NKT_IkB,0.083
CCR2pcMC_STAT3,0.083
mDC_IkB,0.083
CD8Trm_Frequency,0.067
CD4Tcm_Frequency,0.051
Tregnaive_IkB,0.051
Th1naive_STAT3,0.041
MDSC_CREB,0.031
CD4Trm_Frequency,0.029
CD4Trm_STAT3,0.027
CD4Tnaive_STAT3,0.021
CD8Tem_Frequency,0.019
Tregmem_Frequency,0.013
CD62LnAgedNeutrophils_MAPKAPK2,0.005
Tregnaive_STAT3,0.001
CD62LnAgedNeutrophils_p38,0.0
CD8Tnaive_IkB,0.0
CD4Tcm_STAT3,0.0
CCR2pcMC_IkB,0.0
Tregmem_STAT3,0.0
