,C'=' 0.052,C'=' 0.623,C'=' 1.195,C'=' 1.766,C'=' 2.337,C'=' 2.909,C'=' 3.480,C'=' 4.051,C'=' 4.623,C'=' 5.194
Bcells_Frequency,0.0,0.013,0.019,0.021,0.021,0.024,0.026,0.025,0.026,0.026
CCR2nncMC_Frequency,0.0,0.15,0.176,0.177,0.18,0.183,0.184,0.185,0.184,0.188
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_STAT3,0.0,0.0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003
CCR2pcMC_MAPKAPK2,0.0,0.028,0.031,0.034,0.035,0.035,0.034,0.035,0.034,0.035
CCR2pcMC_Frequency,0.0,0.098,0.131,0.137,0.142,0.145,0.144,0.146,0.151,0.151
CD41hiCD61hiPLT_S6,0.0,0.039,0.058,0.06,0.065,0.066,0.068,0.065,0.064,0.064
CD4Tcm_STAT3,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.002,0.003,0.003
CD4Tcm_Frequency,0.0,0.019,0.028,0.03,0.033,0.035,0.037,0.039,0.041,0.042
CD4Tem_STAT3,0.0,0.026,0.031,0.04,0.043,0.044,0.042,0.044,0.043,0.046
CD4Tem_Frequency,0.0,0.067,0.074,0.074,0.073,0.073,0.075,0.076,0.078,0.076
CD4Tnaive_STAT3,0.0,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CD4Tnaive_Frequency,0.0,0.16,0.198,0.205,0.203,0.207,0.207,0.205,0.21,0.214
CD4Trm_STAT3,0.0,0.002,0.007,0.008,0.011,0.011,0.012,0.014,0.013,0.014
CD4Trm_Frequency,0.0,0.067,0.09,0.096,0.1,0.102,0.105,0.104,0.108,0.111
CD56dimCD16pNKcells_Frequency,0.0,0.139,0.167,0.171,0.174,0.177,0.182,0.184,0.186,0.186
CD62LnAgedNeutrophils_CREB,0.0,0.017,0.022,0.022,0.025,0.024,0.023,0.024,0.025,0.025
CD62LnAgedNeutrophils_S6,0.0,0.189,0.197,0.194,0.2,0.201,0.204,0.207,0.207,0.21
CD62LpImmatureNeutrophils_CREB,0.0,0.073,0.085,0.089,0.085,0.086,0.087,0.089,0.09,0.09
CD62LpImmatureNeutrophils_S6,0.0,0.181,0.196,0.194,0.201,0.202,0.202,0.207,0.204,0.208
CD62LpImmatureNeutrophils_Frequency,0.0,0.046,0.048,0.051,0.051,0.05,0.05,0.05,0.051,0.053
CD8Tcm_STAT3,0.0,0.032,0.037,0.044,0.05,0.049,0.055,0.051,0.052,0.055
CD8Tcm_Frequency,0.0,0.0,0.004,0.005,0.005,0.005,0.005,0.005,0.006,0.008
CD8Tem_Frequency,0.0,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002
CD8Tnaive_STAT3,0.0,0.018,0.025,0.027,0.031,0.032,0.036,0.038,0.036,0.036
CD8Tnaive_Frequency,0.0,0.013,0.011,0.013,0.013,0.012,0.012,0.012,0.011,0.012
CD8Trm_Frequency,0.0,0.024,0.034,0.038,0.042,0.044,0.045,0.047,0.048,0.049
gdTcells_Frequency,0.0,0.122,0.167,0.185,0.193,0.195,0.195,0.2,0.208,0.205
intMC_p38,0.0,0.003,0.004,0.007,0.008,0.008,0.008,0.008,0.008,0.011
intMC_Frequency,0.0,0.019,0.021,0.024,0.026,0.027,0.027,0.03,0.03,0.03
mDC_CREB,0.0,0.013,0.017,0.018,0.018,0.018,0.017,0.017,0.017,0.017
mDC_p38,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001
mDC_STAT3,0.0,0.009,0.008,0.012,0.014,0.016,0.016,0.016,0.016,0.017
mDC_Frequency,0.0,0.071,0.086,0.102,0.109,0.106,0.105,0.104,0.107,0.104
MDSC_p38,0.0,0.007,0.02,0.024,0.026,0.027,0.028,0.03,0.03,0.03
MDSC_STAT3,0.0,0.01,0.014,0.013,0.014,0.014,0.015,0.014,0.015,0.015
MDSC_Frequency,0.0,0.047,0.083,0.088,0.095,0.097,0.101,0.101,0.103,0.103
NKT_Frequency,0.0,0.005,0.006,0.006,0.005,0.004,0.004,0.004,0.006,0.006
pDC_STAT3,0.0,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002
Th1mem_STAT3,0.0,0.024,0.028,0.032,0.032,0.032,0.032,0.032,0.032,0.032
Th1naive_CREB,0.0,0.119,0.155,0.163,0.169,0.176,0.174,0.174,0.179,0.18
Th1naive_STAT3,0.0,0.003,0.005,0.005,0.006,0.006,0.006,0.007,0.008,0.008
Th1naive_S6,0.0,0.243,0.266,0.27,0.275,0.273,0.276,0.275,0.28,0.282
Tregmem_STAT3,0.0,0.0,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005
Tregmem_Frequency,0.0,0.017,0.031,0.035,0.037,0.038,0.039,0.04,0.041,0.041
Tregnaive_STAT3,0.0,0.006,0.007,0.004,0.004,0.004,0.005,0.005,0.005,0.005
