,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
artificial.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.009
artificial.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.3,0.0,0.322,0.587,0.765,0.827,0.909,0.945,0.945,0.959,0.97
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.007,0.007
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.02,0.055,0.082,0.098,0.128,0.142,0.159,0.182
artificial.8,0.0,0.0,0.0,0.0,0.021,0.031,0.034,0.051,0.072,0.081
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.10,0.0,0.0,0.004,0.019,0.05,0.077,0.091,0.117,0.149,0.164
artificial.11,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.005
artificial.12,0.0,0.0,0.007,0.019,0.029,0.053,0.099,0.141,0.147,0.165
artificial.13,0.0,0.0,0.01,0.022,0.034,0.041,0.071,0.089,0.111,0.154
artificial.14,0.0,0.0,0.0,0.01,0.026,0.053,0.115,0.161,0.247,0.345
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.026,0.037
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.192,0.28,0.348,0.411,0.457,0.498,0.553,0.599,0.672
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.0,0.0,0.003,0.023,0.055,0.086,0.133,0.168,0.22,0.304
artificial.21,0.0,0.38,0.528,0.674,0.71,0.767,0.807,0.846,0.865,0.888
artificial.22,0.0,0.313,0.422,0.477,0.525,0.565,0.605,0.642,0.689,0.729
artificial.23,0.0,0.0,0.021,0.06,0.076,0.12,0.168,0.287,0.353,0.43
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.0,0.796,0.892,0.918,0.946,0.946,0.969,0.978,0.984,0.991
artificial.26,0.0,0.225,0.435,0.665,0.806,0.928,0.952,0.961,0.977,0.991
artificial.27,0.0,0.0,0.008,0.079,0.219,0.33,0.468,0.547,0.619,0.676
artificial.28,0.0,0.599,0.835,0.929,0.99,0.994,1.0,1.0,1.0,1.0
artificial.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.027,0.031
artificial.30,0.0,0.0,0.0,0.023,0.027,0.065,0.094,0.133,0.166,0.176
artificial.31,0.0,0.02,0.026,0.033,0.053,0.062,0.069,0.087,0.121,0.157
artificial.32,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.015,0.015,0.015
artificial.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
artificial.34,0.0,0.0,0.0,0.0,0.0,0.009,0.014,0.026,0.035,0.062
artificial.35,0.0,0.09,0.153,0.214,0.341,0.419,0.491,0.568,0.602,0.666
