,C'=' 0.013,C'=' 0.161,C'=' 0.308,C'=' 0.456,C'=' 0.603,C'=' 0.750,C'=' 0.898,C'=' 1.045,C'=' 1.192,C'=' 1.340
artificial.1,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001
artificial.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.003,0.002,0.001
artificial.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.9,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.004,0.004,0.004
artificial.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.0,0.003,0.006,0.01,0.01,0.011,0.009,0.011,0.014,0.015
artificial.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.0,0.021,0.038,0.038,0.048,0.046,0.048,0.046,0.051,0.058
artificial.18,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.0
artificial.19,0.0,0.0,0.001,0.002,0.003,0.004,0.003,0.004,0.003,0.005
artificial.20,0.0,0.004,0.011,0.01,0.008,0.013,0.011,0.012,0.012,0.015
artificial.21,0.0,0.0,0.0,0.0,0.008,0.013,0.011,0.011,0.015,0.021
artificial.22,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.004,0.004,0.005
artificial.23,0.0,0.0,0.018,0.034,0.041,0.044,0.053,0.052,0.056,0.058
artificial.24,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.25,0.0,0.0,0.0,0.0,0.001,0.003,0.002,0.002,0.002,0.002
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.0,0.0,0.004,0.011,0.014,0.019,0.02,0.028,0.031,0.028
artificial.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.0,0.0,0.002,0.002,0.004,0.004,0.006,0.008,0.008,0.011
artificial.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001
artificial.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.0,0.005,0.009,0.01,0.01,0.012,0.014,0.013,0.014,0.017
artificial.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
artificial.38,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.004,0.003,0.006
artificial.39,0.0,0.0,0.001,0.003,0.003,0.005,0.007,0.008,0.009,0.01
artificial.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.43,0.0,0.016,0.027,0.029,0.03,0.033,0.032,0.029,0.033,0.036
artificial.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.45,0.0,0.033,0.043,0.042,0.04,0.041,0.048,0.045,0.049,0.051
artificial.46,0.0,0.002,0.004,0.005,0.008,0.009,0.01,0.013,0.013,0.012
artificial.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
