,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.826,C'=' 2.272,C'=' 2.718,C'=' 3.164,C'=' 3.611,C'=' 4.057
artificial.1,0.0,0.029,0.043,0.048,0.048,0.048,0.048,0.051,0.053,0.054
artificial.2,0.0,0.004,0.006,0.006,0.006,0.007,0.007,0.008,0.009,0.007
artificial.3,0.0,0.008,0.011,0.015,0.015,0.015,0.014,0.014,0.016,0.015
artificial.4,0.0,0.009,0.015,0.02,0.022,0.024,0.026,0.026,0.032,0.031
artificial.5,0.0,0.0,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003
artificial.6,0.0,0.001,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005
artificial.7,0.0,0.003,0.005,0.005,0.006,0.008,0.009,0.008,0.008,0.008
artificial.8,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.9,0.0,0.046,0.063,0.068,0.076,0.079,0.08,0.081,0.083,0.086
artificial.10,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001
artificial.11,0.0,0.027,0.051,0.054,0.06,0.064,0.063,0.065,0.066,0.07
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.0,0.0,0.0,0.001,0.002,0.003,0.004,0.003,0.004,0.005
artificial.14,0.0,0.178,0.219,0.238,0.245,0.247,0.251,0.25,0.258,0.259
artificial.15,0.0,0.0,0.0,0.003,0.003,0.003,0.002,0.003,0.004,0.004
artificial.16,0.0,0.003,0.006,0.008,0.009,0.008,0.009,0.01,0.01,0.01
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.042,0.067,0.075,0.082,0.085,0.083,0.089,0.089,0.089
artificial.19,0.0,0.004,0.009,0.011,0.013,0.016,0.017,0.016,0.017,0.019
artificial.20,0.0,0.054,0.073,0.077,0.077,0.079,0.078,0.079,0.08,0.084
artificial.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.0,0.003,0.007,0.009,0.01,0.011,0.013,0.013,0.012,0.013
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.005,0.009,0.007,0.006,0.006,0.005,0.005,0.005,0.007
artificial.25,0.0,0.026,0.045,0.05,0.054,0.053,0.056,0.058,0.06,0.061
artificial.26,0.0,0.049,0.07,0.076,0.08,0.083,0.084,0.088,0.089,0.086
artificial.27,0.0,0.001,0.001,0.003,0.004,0.004,0.004,0.004,0.004,0.004
artificial.28,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.0,0.002,0.004,0.004,0.006,0.006,0.004,0.006,0.005,0.005
artificial.30,0.0,0.046,0.075,0.08,0.086,0.093,0.094,0.098,0.097,0.101
artificial.31,0.0,0.004,0.007,0.008,0.009,0.011,0.013,0.014,0.016,0.015
artificial.32,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.33,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.002
artificial.34,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002,0.001,0.003
artificial.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.0,0.003,0.008,0.014,0.021,0.02,0.021,0.022,0.024,0.026
artificial.37,0.0,0.015,0.015,0.016,0.022,0.023,0.023,0.025,0.027,0.028
artificial.38,0.0,0.012,0.015,0.017,0.019,0.021,0.023,0.021,0.023,0.022
artificial.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.40,0.0,0.004,0.01,0.01,0.012,0.012,0.012,0.013,0.013,0.012
artificial.41,0.0,0.014,0.02,0.024,0.024,0.024,0.026,0.028,0.027,0.028
artificial.42,0.0,0.055,0.083,0.083,0.086,0.087,0.087,0.087,0.087,0.089
artificial.43,0.0,0.002,0.003,0.004,0.005,0.006,0.005,0.006,0.006,0.004
