,Fold selected features,Fold nb of features
Fold 0,"['MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246']",2
Fold 1,"['CD4negCD8negTcells_150Nd_STAT5_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4Teff_154Sm_STAT3_IL246', 'CD56hiCD16negNK_153Eu_STAT1_IFNa', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD8Tcm_154Sm_STAT3_IL246', 'CD8Teff_154Sm_STAT3_IL246', 'CD8Tem_154Sm_STAT3_IFNa', 'cMCs_153Eu_STAT1_IFNa', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'NKT_150Nd_STAT5_IFNa', 'pDCs_168Er_STAT6_IFNa']",16
Fold 2,"['Bcells_168Er_STAT6_IFNa', 'cMCs_154Sm_STAT3_IL246', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'pDCs_168Er_STAT6_IFNa']",6
Fold 3,"['CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4Tcm_154Sm_STAT3_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'cMCs_153Eu_STAT1_IFNa', 'Granulocytes_159Tb_MAPKAPK2_LPS', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa', 'pDCs_168Er_STAT6_IL246']",13
Fold 4,"['MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa']",3
Fold 5,"['Bcells_150Nd_STAT5_IL246', 'Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IFNa', 'CD4negCD8negTcells_166Er_NFkB_unstim', 'CD4Tcm_154Sm_STAT3_IL246', 'CD4Teff_150Nd_STAT5_IFNa', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_150Nd_STAT5_IFNa', 'CD4Tem_154Sm_STAT3_IL246', 'CD56hiCD16negNK_153Eu_STAT1_IFNa', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD8Tcm_153Eu_STAT1_IFNa', 'CD8Tcm_154Sm_STAT3_IL246', 'CD8Teff_154Sm_STAT3_IL246', 'CD8Tem_150Nd_STAT5_IFNa', 'CD8Tem_154Sm_STAT3_IFNa', 'CD8Tem_154Sm_STAT3_IL246', 'CD8Tnaive_154Sm_STAT3_IL246', 'CD8Tnaive_168Er_STAT6_IFNa', 'cMCs_153Eu_STAT1_IFNa', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_150Nd_STAT5_IFNa', 'Granulocytes_154Sm_STAT3_unstim', 'intMCs_167Er_ERK_GMCSF', 'mDCs_159Tb_MAPKAPK2_LPS', 'mDCs_168Er_STAT6_IFNa', 'MDSCs_151Eu_p38_LPS', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_150Nd_STAT5_IFNa', 'ncMCs_151Eu_p38_LPS', 'ncMCs_154Sm_STAT3_unstim', 'ncMCs_155Gd_S6_unstim', 'ncMCs_168Er_STAT6_IL246', 'NKT_150Nd_STAT5_IFNa', 'pDCs_150Nd_STAT5_IL246', 'pDCs_150Nd_STAT5_unstim', 'pDCs_153Eu_STAT1_IFNa', 'pDCs_154Sm_STAT3_GMCSF', 'pDCs_154Sm_STAT3_IFNa', 'pDCs_155Gd_S6_IL246', 'pDCs_166Er_NFkB_IL246', 'pDCs_168Er_STAT6_IFNa']",47
Fold 6,"['MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa']",3
Fold 7,"['Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'cMCs_154Sm_STAT3_IL246', 'intMCs_159Tb_MAPKAPK2_LPS', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'pDCs_168Er_STAT6_IFNa']",9
Fold 8,"['Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4Tnaive_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa']",10
Fold 9,"['cMCs_154Sm_STAT3_IL246', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa']",5
Fold 10,"['MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246']",2
Fold 11,"['CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4Teff_154Sm_STAT3_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD8Tcm_154Sm_STAT3_IL246', 'cMCs_153Eu_STAT1_IFNa', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'pDCs_168Er_STAT6_IFNa']",11
Fold 12,"['Bcells_168Er_STAT6_IFNa', 'cMCs_154Sm_STAT3_IL246', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'pDCs_168Er_STAT6_IFNa']",6
Fold 13,"['Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4Tcm_154Sm_STAT3_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD8Teff_154Sm_STAT3_IL246', 'Granulocytes_159Tb_MAPKAPK2_LPS', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa']",14
Fold 14,"['Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4negCD8negTcells_166Er_NFkB_unstim', 'CD4Tcm_154Sm_STAT3_IL246', 'CD4Teff_154Sm_STAT3_IL246', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_154Sm_STAT3_IL246', 'CD56hiCD16negNK_149Sm_CREB_IL246', 'CD56hiCD16negNK_153Eu_STAT1_IFNa', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD8Tcm_153Eu_STAT1_IFNa', 'CD8Tcm_154Sm_STAT3_IL246', 'CD8Tem_150Nd_STAT5_IFNa', 'CD8Tem_153Eu_STAT1_IFNa', 'CD8Tem_154Sm_STAT3_IL246', 'cMCs_153Eu_STAT1_IFNa', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_151Eu_p38_LPS', 'Granulocytes_154Sm_STAT3_unstim', 'Granulocytes_159Tb_MAPKAPK2_LPS', 'intMCs_151Eu_p38_LPS', 'mDCs_168Er_STAT6_IFNa', 'mDCs_168Er_STAT6_IL246', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_159Tb_MAPKAPK2_LPS', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_IFNa', 'ncMCs_151Eu_p38_LPS', 'ncMCs_155Gd_S6_unstim', 'ncMCs_168Er_STAT6_IL246', 'pDCs_150Nd_STAT5_GMCSF', 'pDCs_153Eu_STAT1_IFNa', 'pDCs_154Sm_STAT3_GMCSF', 'pDCs_168Er_STAT6_IFNa', 'Tregs_153Eu_STAT1_IFNa']",39
Fold 15,"['MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246']",2
Fold 16,"['MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246']",2
Fold 17,"['Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD8Tcm_154Sm_STAT3_IL246', 'CD8Teff_154Sm_STAT3_IL246', 'CD8Tem_154Sm_STAT3_IFNa', 'cMCs_153Eu_STAT1_IFNa', 'cMCs_154Sm_STAT3_IL246', 'intMCs_159Tb_MAPKAPK2_LPS', 'mDCs_159Tb_MAPKAPK2_LPS', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_150Nd_STAT5_IFNa', 'pDCs_168Er_STAT6_IFNa']",18
Fold 18,"['Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4Tcm_154Sm_STAT3_IL246', 'CD4Tnaive_154Sm_STAT3_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa']",13
Fold 19,"['MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa']",3
Fold 20,"['MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246']",2
