,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'STAT6', 'Frequency']",3
Fold 1,"['CREB', 'STAT3', 'Frequency']",3
Fold 2,"['CREB', 'STAT3']",2
Fold 3,"['CREB', 'STAT6', 'Frequency']",3
Fold 4,"['CREB', 'STAT6', 'Frequency']",3
Fold 5,"['CREB', 'STAT3']",2
Fold 6,"['CREB', 'STAT3']",2
Fold 7,"['CREB', 'STAT6', 'Frequency']",3
Fold 8,"['CREB', 'STAT3', 'STAT6', 'Frequency']",4
Fold 9,"['CREB', 'STAT3']",2
Fold 10,['STAT3'],1
Fold 11,"['CREB', 'STAT3']",2
Fold 12,"['CREB', 'STAT3']",2
Fold 13,"['CREB', 'STAT3', 'STAT6', 'Frequency']",4
Fold 14,"['CREB', 'STAT3']",2
Fold 15,"['CREB', 'STAT6', 'Frequency']",3
Fold 16,"['CREB', 'STAT3']",2
Fold 17,"['CREB', 'STAT3']",2
Fold 18,"['CREB', 'STAT3']",2
Fold 19,"['CREB', 'STAT3']",2
Fold 20,"['CREB', 'STAT3', 'STAT6', 'Frequency']",4
Fold 21,"['CREB', 'STAT3']",2
Fold 22,"['CREB', 'STAT3']",2
Fold 23,"['CREB', 'STAT3']",2
Fold 24,"['CREB', 'STAT3']",2
Fold 25,"['CREB', 'STAT6', 'Frequency']",3
Fold 26,"['CREB', 'STAT3']",2
Fold 27,"['CREB', 'STAT3']",2
Fold 28,"['CREB', 'STAT6', 'Frequency']",3
Fold 29,"['CREB', 'STAT3']",2
Fold 30,"['CREB', 'STAT3']",2
Fold 31,"['CREB', 'STAT3']",2
Fold 32,['STAT3'],1
Fold 33,"['CREB', 'STAT3']",2
Fold 34,"['CREB', 'STAT3', 'STAT6', 'Frequency']",4
Fold 35,"['CREB', 'STAT6', 'Frequency']",3
Fold 36,"['CREB', 'STAT3', 'Frequency']",3
Fold 37,"['CREB', 'STAT3']",2
Fold 38,"['CREB', 'STAT6', 'Frequency']",3
Fold 39,"['CREB', 'STAT6', 'Frequency']",3
Fold 40,"['CREB', 'STAT3']",2
Fold 41,"['CREB', 'STAT3']",2
Fold 42,"['CREB', 'STAT6', 'Frequency']",3
Fold 43,"['CREB', 'STAT3']",2
Fold 44,"['CREB', 'STAT3']",2
Fold 45,"['CREB', 'STAT3', 'STAT6', 'Frequency']",4
Fold 46,"['CREB', 'STAT3']",2
Fold 47,"['CREB', 'STAT6', 'Frequency']",3
Fold 48,"['CREB', 'STAT3']",2
Fold 49,"['CREB', 'STAT3']",2
Fold 50,"['CREB', 'STAT3']",2
Fold 51,"['CREB', 'STAT3']",2
Fold 52,"['CREB', 'STAT6', 'Frequency']",3
Fold 53,['STAT3'],1
Fold 54,"['CREB', 'STAT3']",2
Fold 55,"['CREB', 'STAT3', 'STAT6', 'Frequency']",4
Fold 56,"['CREB', 'STAT6', 'Frequency']",3
Fold 57,"['CREB', 'STAT3', 'Frequency']",3
Fold 58,"['CREB', 'STAT3']",2
Fold 59,"['CREB', 'STAT6', 'Frequency']",3
Fold 60,"['CREB', 'STAT6', 'Frequency']",3
Fold 61,"['CREB', 'STAT3', 'STAT6', 'Frequency']",4
Fold 62,"['CREB', 'STAT3']",2
Fold 63,"['CREB', 'STAT6', 'Frequency']",3
Fold 64,"['CREB', 'STAT3', 'Frequency']",3
