,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.826,C'=' 2.272,C'=' 2.718,C'=' 3.164,C'=' 3.611,C'=' 4.057
artificial.1,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001
artificial.2,0.0,0.005,0.007,0.008,0.008,0.008,0.008,0.009,0.008,0.013
artificial.3,0.0,0.003,0.003,0.002,0.004,0.004,0.003,0.005,0.003,0.005
artificial.4,0.0,0.256,0.299,0.311,0.315,0.322,0.33,0.332,0.335,0.337
artificial.5,0.0,0.009,0.02,0.024,0.027,0.029,0.033,0.031,0.038,0.039
artificial.6,0.0,0.009,0.013,0.013,0.013,0.013,0.013,0.014,0.015,0.016
artificial.7,0.0,0.013,0.022,0.025,0.028,0.03,0.028,0.029,0.032,0.033
artificial.8,0.0,0.009,0.011,0.018,0.019,0.021,0.021,0.021,0.022,0.024
artificial.9,0.0,0.004,0.004,0.005,0.005,0.005,0.005,0.007,0.008,0.008
artificial.10,0.0,0.004,0.005,0.007,0.007,0.007,0.007,0.007,0.007,0.007
artificial.11,0.0,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003
artificial.12,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002
artificial.13,0.0,0.004,0.009,0.01,0.01,0.012,0.013,0.013,0.015,0.013
artificial.14,0.0,0.065,0.068,0.066,0.067,0.069,0.072,0.071,0.072,0.076
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.0,0.001,0.003,0.005,0.005,0.005,0.005,0.006,0.006,0.006
artificial.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.0,0.008,0.011,0.014,0.014,0.015,0.017,0.018,0.017,0.018
artificial.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.008,0.021,0.021,0.029,0.031,0.031,0.032,0.033,0.034
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.002
artificial.27,0.0,0.003,0.005,0.006,0.006,0.006,0.008,0.008,0.008,0.008
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.0,0.007,0.01,0.011,0.012,0.012,0.012,0.012,0.012,0.013
artificial.31,0.0,0.032,0.046,0.047,0.05,0.052,0.056,0.059,0.059,0.059
