,C'=' 0.049,C'=' 0.586,C'=' 1.123,C'=' 1.660,C'=' 2.196,C'=' 2.733,C'=' 3.270,C'=' 3.807,C'=' 4.344,C'=' 4.881
artificial.1,0.0,0.001,0.001,0.001,0.002,0.003,0.002,0.003,0.002,0.002
artificial.2,0.0,0.09,0.11,0.119,0.124,0.126,0.133,0.136,0.134,0.137
artificial.3,0.0,0.005,0.005,0.006,0.006,0.007,0.006,0.007,0.007,0.008
artificial.4,0.0,0.021,0.028,0.032,0.036,0.038,0.039,0.04,0.038,0.038
artificial.5,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002
artificial.6,0.0,0.002,0.004,0.004,0.004,0.005,0.006,0.006,0.006,0.006
artificial.7,0.0,0.005,0.008,0.012,0.014,0.014,0.014,0.014,0.014,0.015
artificial.8,0.0,0.032,0.038,0.04,0.04,0.04,0.045,0.044,0.045,0.048
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.10,0.0,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005
artificial.11,0.0,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.003
artificial.12,0.0,0.031,0.048,0.054,0.059,0.063,0.065,0.065,0.066,0.066
artificial.13,0.0,0.006,0.007,0.008,0.007,0.008,0.008,0.008,0.008,0.008
artificial.14,0.0,0.262,0.319,0.344,0.351,0.356,0.365,0.369,0.375,0.38
artificial.15,0.0,0.009,0.01,0.011,0.011,0.012,0.012,0.011,0.011,0.011
artificial.16,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001
artificial.17,0.0,0.16,0.174,0.183,0.188,0.198,0.199,0.201,0.202,0.206
artificial.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.0,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004
artificial.20,0.0,0.005,0.009,0.013,0.013,0.013,0.013,0.014,0.014,0.015
artificial.21,0.0,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001
artificial.22,0.0,0.001,0.002,0.002,0.002,0.005,0.004,0.005,0.006,0.006
artificial.23,0.0,0.102,0.115,0.118,0.121,0.124,0.127,0.128,0.129,0.139
artificial.24,0.0,0.011,0.014,0.021,0.022,0.023,0.025,0.024,0.025,0.027
