,Max Proba
ncMCs_156Gd_IkB_GMCSF,0.979
CD4Teff_151Eu_p38_IFNa,0.951
pDCs_159Tb_MAPKAPK2_IFNa,0.942
MDSCs_156Gd_IkB_IL246,0.938
NKT_167Er_ERK_IFNa,0.937
ncMCs_156Gd_IkB_IFNa,0.917
ncMCs_159Tb_MAPKAPK2_GMCSF,0.894
ncMCs_167Er_ERK_IL246,0.894
Granulocytes_167Er_ERK_unstim,0.891
NKT_155Gd_S6_IL246,0.889
ncMCs_155Gd_S6_unstim,0.878
Tregs_166Er_NFkB_IFNa,0.877
ncMCs_156Gd_IkB_IL246,0.87
MDSCs_167Er_ERK_IFNa,0.866
mDCs_156Gd_IkB_IL246,0.863
CD56hiCD16negNK_149Sm_CREB_LPS,0.858
MDSCs_166Er_NFkB_unstim,0.857
CD8Teff_167Er_ERK_IFNa,0.854
Granulocytes_159Tb_MAPKAPK2_LPS,0.853
Bcells_155Gd_S6_unstim,0.851
CD56hiCD16negNK_149Sm_CREB_IFNa,0.848
CD8Tnaive_149Sm_CREB_unstim,0.845
CD4negCD8negTcells_166Er_NFkB_unstim,0.845
CD8Teff_166Er_NFkB_IFNa,0.844
CD8Tcm_154Sm_STAT3_IL246,0.844
MDSCs_156Gd_IkB_GMCSF,0.839
NKT_155Gd_S6_IFNa,0.831
pDCs_153Eu_STAT1_IL246,0.83
ncMCs_151Eu_p38_GMCSF,0.821
CD8Tcm_166Er_NFkB_unstim,0.82
Bcells_155Gd_S6_LPS,0.819
CD4Tem_167Er_ERK_IFNa,0.819
MDSCs_155Gd_S6_IL246,0.807
MDSCs_156Gd_IkB_IFNa,0.803
Granulocytes_155Gd_S6_IFNa,0.802
CD56hiCD16negNK_159Tb_MAPKAPK2_IFNa,0.792
Bcells_149Sm_CREB_unstim,0.789
pDCs_156Gd_IkB_IFNa,0.786
CD56hiCD16negNK_156Gd_IkB_LPS,0.786
CD4Teff_166Er_NFkB_IL246,0.781
CD4Teff_166Er_NFkB_IFNa,0.777
CD4Teff_159Tb_MAPKAPK2_IFNa,0.772
Granulocytes_153Eu_STAT1_IFNa,0.771
CD4Teff_166Er_NFkB_unstim,0.77
NKT_166Er_NFkB_IFNa,0.764
pDCs_156Gd_IkB_GMCSF,0.763
mDCs_156Gd_IkB_GMCSF,0.761
CD56loCD16posNK_166Er_NFkB_unstim,0.759
Granulocytes_168Er_STAT6_IL246,0.754
NKT_159Tb_MAPKAPK2_IFNa,0.754
ncMCs_159Tb_MAPKAPK2_IL246,0.754
NKT_159Tb_MAPKAPK2_unstim,0.753
pDCs_159Tb_MAPKAPK2_GMCSF,0.752
CD4negCD8negTcells_167Er_ERK_IFNa,0.751
Bcells_155Gd_S6_IFNa,0.749
CD56hiCD16negNK_153Eu_STAT1_IL246,0.745
CD56hiCD16negNK_156Gd_IkB_IL246,0.745
NKT_166Er_NFkB_IL246,0.743
pDCs_155Gd_S6_IFNa,0.74
mDCs_151Eu_p38_IL246,0.74
MDSCs_166Er_NFkB_GMCSF,0.738
CD56hiCD16negNK_166Er_NFkB_IL246,0.735
MDSCs_166Er_NFkB_IFNa,0.734
CD8Teff_159Tb_MAPKAPK2_IL246,0.732
CD56loCD16posNK_156Gd_IkB_IFNa,0.731
CD8Tnaive_159Tb_MAPKAPK2_IFNa,0.728
Bcells_159Tb_MAPKAPK2_unstim,0.727
Granulocytes_149Sm_CREB_IL246,0.726
CD8Tcm_166Er_NFkB_IFNa,0.724
MDSCs_155Gd_S6_IFNa,0.723
Tregs_167Er_ERK_LPS,0.719
CD56hiCD16negNK_156Gd_IkB_IFNa,0.715
Tregs_155Gd_S6_IFNa,0.715
CD4Tem_159Tb_MAPKAPK2_IL246,0.714
CD8Teff_168Er_STAT6_IFNa,0.712
Tregs_167Er_ERK_unstim,0.711
CD56loCD16posNK_159Tb_MAPKAPK2_IL246,0.71
NKT_167Er_ERK_unstim,0.707
NKT_168Er_STAT6_IFNa,0.706
NKT_149Sm_CREB_IFNa,0.705
CD8Tem_167Er_ERK_IFNa,0.705
Granulocytes_155Gd_S6_LPS,0.703
CD4Teff_155Gd_S6_IFNa,0.703
pDCs_155Gd_S6_IL246,0.702
ncMCs_155Gd_S6_GMCSF,0.693
pDCs_159Tb_MAPKAPK2_IL246,0.685
NKT_149Sm_CREB_IL246,0.684
cMCs_167Er_ERK_GMCSF,0.683
intMCs_159Tb_MAPKAPK2_LPS,0.68
CD8Tem_166Er_NFkB_IFNa,0.676
pDCs_151Eu_p38_GMCSF,0.671
Granulocytes_151Eu_p38_GMCSF,0.669
CD56loCD16posNK_166Er_NFkB_LPS,0.668
CD8Tnaive_149Sm_CREB_IFNa,0.667
ncMCs_159Tb_MAPKAPK2_unstim,0.666
Tregs_166Er_NFkB_unstim,0.665
CD4Tem_149Sm_CREB_unstim,0.661
cMCs_167Er_ERK_unstim,0.659
Bcells_155Gd_S6_IL246,0.657
pDCs_155Gd_S6_GMCSF,0.654
CD4Tem_166Er_NFkB_IFNa,0.641
Bcells_149Sm_CREB_IFNa,0.641
CD4Teff_167Er_ERK_IFNa,0.636
CD4Tnaive_159Tb_MAPKAPK2_IL246,0.636
CD8Tcm_149Sm_CREB_IL246,0.634
CD4negCD8negTcells_166Er_NFkB_IFNa,0.633
CD4negCD8negTcells_168Er_STAT6_unstim,0.629
CD8Tcm_167Er_ERK_IFNa,0.628
CD4Tcm_159Tb_MAPKAPK2_IFNa,0.626
CD56loCD16posNK_166Er_NFkB_IFNa,0.624
CD4Teff_155Gd_S6_IL246,0.624
CD4Tem_149Sm_CREB_IFNa,0.624
CD8Tnaive_166Er_NFkB_IL246,0.621
