,Max Proba
artificial.2,0.868
artificial.8,0.803
artificial.11,0.76
artificial.30,0.635
artificial.27,0.61
artificial.21,0.598
artificial.10,0.495
artificial.29,0.481
artificial.17,0.416
artificial.23,0.385
artificial.1,0.321
artificial.34,0.319
artificial.39,0.314
artificial.14,0.186
artificial.25,0.171
artificial.31,0.164
artificial.7,0.123
artificial.24,0.086
artificial.16,0.069
artificial.13,0.031
artificial.4,0.024
artificial.18,0.021
artificial.33,0.021
artificial.28,0.019
artificial.3,0.011
artificial.37,0.009
artificial.20,0.008
artificial.35,0.004
artificial.32,0.002
artificial.15,0.0
artificial.5,0.0
artificial.26,0.0
artificial.22,0.0
artificial.9,0.0
artificial.12,0.0
artificial.36,0.0
artificial.19,0.0
artificial.38,0.0
artificial.6,0.0
