,C'=' 0.027,C'=' 0.328,C'=' 0.629,C'=' 0.929,C'=' 1.230,C'=' 1.531,C'=' 1.832,C'=' 2.132,C'=' 2.433,C'=' 2.734
Baso_149Sm_pCREB_LPS,0.0,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006
Baso_151Eu_pp38_LPS,0.0,0.088,0.096,0.098,0.103,0.105,0.107,0.111,0.11,0.112
Baso_154Sm_pSTAT3_LPS,0.0,0.008,0.012,0.012,0.013,0.013,0.014,0.015,0.015,0.015
Bcells_155Gd_pS6_Unstim,0.0,0.003,0.007,0.009,0.009,0.009,0.014,0.016,0.013,0.016
Bcells_168Yb_pSTAT6_IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_168Yb_pSTAT6_TNFa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_Frequency_Unstim,0.0,0.007,0.008,0.01,0.01,0.013,0.014,0.014,0.014,0.013
CD4negCD8neg_150Nd_pSTAT5_IL,0.0,0.02,0.026,0.03,0.028,0.031,0.032,0.031,0.034,0.035
CD4negCD8neg_168Yb_pSTAT6_IL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4negCD8neg_Frequency_Unstim,0.0,0.13,0.13,0.129,0.13,0.133,0.132,0.131,0.129,0.134
CD4posCD8pos_150Nd_pSTAT5_IL,0.0,0.041,0.043,0.046,0.044,0.047,0.048,0.048,0.05,0.047
CD4posCD8pos_154Sm_pSTAT3_IL,0.0,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.003
CD4posCD8pos_154Sm_pSTAT3_LPS,0.0,0.002,0.007,0.008,0.009,0.01,0.009,0.01,0.009,0.009
CD4posCD8pos_154Sm_pSTAT3_TNFa,0.0,0.006,0.008,0.01,0.009,0.01,0.011,0.011,0.012,0.014
CD4posCD8pos_168Yb_pSTAT6_IL,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.004
CD4posCD8pos_168Yb_pSTAT6_TNFa,0.0,0.003,0.005,0.006,0.008,0.008,0.009,0.008,0.008,0.008
CD4TCD45pos_150Nd_pSTAT5_IL,0.0,0.004,0.004,0.005,0.005,0.004,0.005,0.003,0.004,0.005
