,Max Proba
CD62LnAgedNeutrophils_S6,0.919
Th1naive_S6,0.901
CD62LpImmatureNeutrophils_S6,0.885
CCR2pcMC_Frequency,0.853
CD4Tnaive_Frequency,0.77
CCR2nncMC_Frequency,0.765
Th1naive_CREB,0.729
gdTcells_Frequency,0.696
CD4Tem_Frequency,0.611
MDSC_Frequency,0.573
CD4Trm_Frequency,0.565
CD8Tcm_STAT3,0.548
CD56dimCD16pNKcells_Frequency,0.539
CD4Tem_STAT3,0.533
CD8Tnaive_STAT3,0.483
mDC_Frequency,0.471
CD62LpImmatureNeutrophils_CREB,0.405
CD41hiCD61hiPLT_S6,0.385
CD62LpImmatureNeutrophils_Frequency,0.385
Tregmem_Frequency,0.259
CD4Tcm_Frequency,0.229
mDC_STAT3,0.207
Th1mem_STAT3,0.173
Tregmem_STAT3,0.165
intMC_Frequency,0.16
CD8Trm_Frequency,0.149
CD8Tcm_Frequency,0.143
CCR2pcMC_MAPKAPK2,0.14
Bcells_Frequency,0.112
CD8Tnaive_Frequency,0.088
CD62LnAgedNeutrophils_CREB,0.084
CCR2pcMC_STAT3,0.065
MDSC_STAT3,0.065
NKT_Frequency,0.064
intMC_p38,0.061
mDC_CREB,0.061
Tregnaive_STAT3,0.055
MDSC_p38,0.054
CD4Trm_STAT3,0.05
Th1naive_STAT3,0.047
mDC_p38,0.04
CCR2pcMC_p38,0.034
CD4Tcm_STAT3,0.018
CD4Tnaive_STAT3,0.012
CD8Tem_Frequency,0.01
pDC_STAT3,0.007
