,Fold selected features,Fold nb of features
Fold 0,"['CD69negCD56loCD16negNK_STAT1_IFNa', 'CD56loCD16negNK_STAT3_IL246', 'NEGR1', 'AMGO2', 'Angiopoietin.2', 'Cystatin.C', 'Thyroxine.Binding.Globulin', 'Siglec.6', 'Activin.A', 'Cadherin.5', 'SPINT2', 'PAI.1', 'MIP.1a', 'PARC', 'PlGF', 'Antithrombin.III', 'Angiotensinogen', 'BLC', 'SDF.1', 'EphB4', 'MP2K2', 'sTie.2', 'IL.1.R4', 'SLPI', 'SLIK5', 'Angiogenin', 'GDF2', 'HCG', 'annexin.I', 'annexin.II', 'GPNMB', 'Notch.1', 'ALCAM', 'Testican.1', 'BID', 'TFF1', 'PLXB2', 'X116.1071_4.4', 'X181.0507_6', 'X187.1442_11.5', 'X189.0405_7.2', 'X193.0353_8.7', 'X194.0458_6.4', 'X194.046_4.4', 'X195.0524_4.5', 'X195.1228_1', 'X209.0303_10.8', 'X233.0778_10.8', 'X258.1086_3.3', 'X265.1054_8', 'X266.1389_6.2', 'X273.2212_9.1', 'X288.0211_7.9', 'X306.166_11.4', 'X331.2264_7.5', 'X349.2371_7.5', 'X367.1495_0.8', 'X375.2208_3.3', 'X383.3308_10.7', 'X424.1975_7.4', 'X441.264_9.5', 'X443.208_8.4', 'X471.3475_2', 'X481.2073_8.3', 'X481.2237_11.3', 'X491.3372_10.1', 'X72.9931_5', 'X781.0553_5', 'X99.0064_4.2', 'X99.0088_7.8']",70
Fold 1,"['NK_STAT1_IFNa', 'NK_STAT3_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'CD69posCD4Tmem', 'CD38', 'S100A4', 'FGF.10', 'Angiopoietin.2', 'ERBB4', 'Siglec.6', 'Activin.A', 'Apo.B', 'sFRP.3', 'sTie.1', 'PAI.1', 'NKp30', 'bFGF', 'Ck.b.8.1', 'MIP.1a', 'WFKN1', 'ABL1', 'Antithrombin.III', 'Catalase', 'a1.Antitrypsin', 'FCN1', 'MP2K2', 'sTie.2', 'CYTD', 'discoidin.domain.receptor.1', 'IL.20', 'uPA', 'Factor.H', 'IL.1.R4', 'SLPI', 'CHST6', 'MMP.12', 'TFF3', 'sL.Selectin', 'Glypican.3', 'VEGF121', 'SPTA2', 'sICAM.2', 'IL.9', 'Somatostatin.28', 'Corticotropin.lipotropin', 'PEDF', 'FTCD', 'X117.0557_3.5', 'X128.0717_7.6', 'X147.0663_4.7', 'X147.0765_10.4', 'X157.0972_7.8', 'X187.1078_6.9', 'X187.1442_11.5', 'X216.1707_6.2', 'X217.0294_0.7', 'X218.0854_10.3', 'X236.0918_5.6', 'X239.0492_5.9', 'X255.1074_15.2', 'X265.1439_8.8', 'X266.1389_6.2', 'X279.1337_1.3', 'X315.1951_9.7', 'X331.2264_8.4', 'X335.2226_9.3', 'X355.1142_12', 'X363.2163_7.1', 'X371.1895_10.6', 'X373.2735_9.9', 'X429.2996_11.1', 'X435.274_13', 'X443.208_8.4', 'X447.312_2.5', 'X481.2241_1', 'X577.4245_1.3', 'X655.4212_11.8', 'X794.6081_4.6', 'X87.0452_5.9']",79
Fold 2,"['NK_STAT1_IFNa', 'NK_STAT3_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'TCRgdposT', 'FGF.10', 'Angiopoietin.2', 'EPO.R', 'Siglec.6', 'Activin.A', 'NKp30', 'PARC', 'MEPE', 'Cystatin.M', 'BLC', 'dopa.decarboxylase', 'sTie.2', 'P.Selectin', 'ERAB', 'IL.1.R4', 'DAPK2', 'SLPI', 'MMP.12', 'IL.34', 'Glypican.3', 'VEGF121', 'GDF2', 'annexin.I', 'Rb', 'SSRP1', 'Notch.1', 'OX2G', 'PSME3', 'Prothrombin', 'ROR1', 'TFF1', 'ATPO', 'PLXB2', 'X120.9663_9.2', 'X128.0717_7.6', 'X141.1135_14.5', 'X163.0401_1.9', 'X193.0618_5.3', 'X200.1282_6.8', 'X203.0674_11', 'X219.0773_1.2', 'X232.1544_6.6', 'X239.0488_6.2', 'X245.1496_0.7', 'X265.1054_8', 'X265.1439_8.8', 'X266.1389_6.2', 'X272.0578_0.8', 'X276.0849_1', 'X276.1808_6.9', 'X281.1035_7', 'X286.1401_10.9', 'X299.2368_9.5', 'X301.1015_8.7', 'X301.2526_10.2', 'X315.1951_9.7', 'X321.2427_1.2', 'X330.0955_3.1', 'X331.2264_8.1', 'X331.2265_8.9', 'X333.2421_8.8', 'X335.2226_9.3', 'X347.1503_11.9', 'X349.2371_7.5', 'X363.2163_7.1', 'X365.342_12.6', 'X417.336_11.4', 'X435.274_13', 'X441.264_9.5', 'X441.301_2.6', 'X443.208_8.4', 'X443.3166_2.5', 'X447.3833_11.8', 'X459.3107_2.1', 'X477.2846_9.6', 'X479.228_8', 'X509.2944_0.9', 'X568.244_6.6', 'X585.2712_5.2', 'X655.4212_11.8', 'X72.9931_5', 'X794.6081_4.6', 'X99.0088_7.8']",87
Fold 3,"['NK_STAT1_IFNa', 'AMGO2', 'Endostatin', 'Angiopoietin.2', 'eIF.5', 'Siglec.6', 'Activin.A', 'SPINT2', 'MIP.1a', 'GFRa.1', 'Antithrombin.III', 'HCK', 'Angiotensinogen', 'BLC', 'TSH', 'a2.HS.Glycoprotein', 'EphB4', 'OLR1', 'IL.1.R4', 'SLPI', 'MMP.12', 'Angiogenin', 'GDF2', 'HCG', 'CAPG', 'cIAP.2', 'SPTA2', 'TWEAKR', 'calgranulin.B', 'Caspase.10', 'PLXB2', 'X139.0504_7.6', 'X147.0492_10.2', 'X148.0605_0.5', 'X151.0615_2.6', 'X163.0765_1.2', 'X165.0557_4.2', 'X177.0556_5.4', 'X187.1442_11.5', 'X193.0618_5.3', 'X194.046_4.4', 'X199.0463_0.6', 'X202.9694_9.2', 'X218.1501_14.9', 'X221.1296_4', 'X224.1283_6.1', 'X265.1054_8', 'X265.108_5', 'X266.1389_6.2', 'X269.0876_6.3', 'X286.1401_10.9', 'X315.1951_9.7', 'X331.2264_7.5', 'X331.2264_8.1', 'X333.0937_4.6', 'X349.237_7.6', 'X349.2371_7.5', 'X365.342_12.6', 'X367.1495_0.8', 'X371.1895_10.6', 'X375.2208_3.3', 'X387.2539_9.8', 'X435.274_13', 'X441.264_9.5', 'X443.208_8.4', 'X72.9931_5', 'X99.0064_4.2']",67
Fold 4,"['NK_STAT1_IFNa', 'Angiopoietin.2', 'Cystatin.C', 'EPO.R', 'Siglec.6', 'Activin.A', 'Cadherin.5', 'MIP.1a', 'LBP', 'GFRa.1', 'BLC', 'IL.1.R4', 'SLPI', 'MMP.12', 'HCG', 'IL.23.R', 'SREC.I', 'calgranulin.B', 'Trefoil.factor.2', 'PLXB2', 'X149.0455_6.7', 'X153.0523_0.9', 'X187.1442_11.5', 'X194.046_4.4', 'X203.0674_10.6', 'X217.0294_0.7', 'X218.1501_14.9', 'X229.1186_10.6', 'X266.1389_6.2', 'X269.0876_6.3', 'X314.2323_6.9', 'X314.2324_6.7', 'X315.1951_9.7', 'X331.2264_8.1', 'X349.2371_7.5', 'X367.1495_0.8', 'X375.2208_3.3', 'X387.2539_9.8', 'X429.3009_0.9', 'X441.264_9.5', 'X443.208_8.4', 'X449.3624_11.5', 'X507.3679_12', 'X99.0064_4.2']",44
Fold 5,"['NK_STAT1_IFNa', 'NK_STAT3_IL246', 'CD56hiCD16negNK_CREB_IL246', 'CD56hiCD16negNK_MAPKAPK2_IL246', 'LPPL', 'VEGF.D', 'AMGO2', 'Angiopoietin.2', 'Cystatin.C', 'eIF.5', 'Siglec.6', 'Activin.A', 'C1q', 'sTie.1', 'MIP.1a', 'Trypsin', 'GFRa.1', 'BLC', 'DKK1', 'a2.HS.Glycoprotein', 'OLR1', 'Macrophage.scavenger.receptor', 'IL.1.R4', 'MMP.12', 'SLIK5', 'Gelsolin', 'TF', 'Myokinase..human', 'Rb', 'SPTA2', 'IL.23.R', 'JAG1', 'OX2G', 'calgranulin.B', 'SHPS1', 'FABP', 'LIF.sR', 'DSCAM', 'NEUREGULIN.1', 'Trefoil.factor.2', 'X117.0557_3.5', 'X126.055_7.6', 'X131.0826_10', 'X134.0601_2.6', 'X137.0244_1.3', 'X147.0492_10.2', 'X147.0663_4.7', 'X149.0455_6.7', 'X150.0551_3.2', 'X151.0612_6', 'X152.9958_7.7', 'X153.0523_0.9', 'X156.0768_7', 'X157.0972_7.8', 'X177.0871_10.7', 'X187.1442_11.5', 'X194.0458_6.4', 'X205.0966_4.6', 'X212.1182_3.3', 'X215.1652_8.9', 'X217.0294_0.7', 'X217.1186_11.1', 'X218.1501_14.9', 'X233.1498_13.9', 'X238.1073_5', 'X243.1591_8.3', 'X259.0815_4.2', 'X266.1389_6.2', 'X269.1247_8.2', 'X278.1247_7.9', 'X305.1246_7.3', 'X306.166_11.4', 'X314.2324_6.7', 'X324.9952_5.8', 'X329.2684_10', 'X331.2264_8.1', 'X333.0937_4.6', 'X345.155_6.3', 'X349.2371_7.5', 'X367.1495_0.8', 'X371.1895_10.6', 'X386.9947_9.4', 'X397.205_10.6', 'X429.3005_10.8', 'X429.3009_0.9', 'X435.274_13', 'X435.3327_8.5', 'X441.264_9.5', 'X441.301_2.6', 'X443.208_8.4', 'X449.3262_10', 'X463.3067_2.6', 'X470.2153_5.1', 'X477.2126_10', 'X512.5045_0.9', 'X514.3374_9.9', 'X569.3321_9.7', 'X585.2712_5.2', 'X625.3588_9.8', 'X781.0553_5', 'X93.0346_1', 'X99.0088_7.8']",102
Fold 6,"['NK_STAT1_IFNa', 'NK_STAT3_IL246', 'Granulocytes_S6_LPS', 'Vitronectin', 'Angiopoietin.2', 'Siglec.6', 'Activin.A', 'Cadherin.5', 'MIP.1a', 'LBP', 'PlGF', 'GFRa.1', 'TSP2', 'a1.Antitrypsin', 'MP2K2', 'IL.1.R4', 'SLPI', 'MMP.12', 'VEGF121', 'Angiogenin', 'HCG', 'annexin.I', 'SPTA2', 'IL.23.R', 'LAG.3', 'SREC.I', 'calgranulin.B', 'Galectin.7', 'X134.0611_4.8', 'X145.0506_4.8', 'X151.0612_6', 'X151.0615_2.6', 'X153.0523_0.9', 'X157.0609_11', 'X157.0761_6.5', 'X163.0765_1.2', 'X171.0776_10.4', 'X217.0294_0.7', 'X218.1501_14.9', 'X225.0881_7.3', 'X248.0919_6.3', 'X248.1132_10.8', 'X258.0748_5.9', 'X265.1054_8', 'X266.1389_6.2', 'X269.1247_8.2', 'X286.1401_10.9', 'X286.9768_9.2', 'X301.1011_11.8', 'X315.1951_9.7', 'X331.2264_7.5', 'X335.2229_1.3', 'X349.2371_7.5', 'X367.1495_0.8', 'X371.1895_10.6', 'X403.1973_6.7', 'X417.3361_11', 'X429.3005_10.8', 'X435.274_13', 'X436.0123_9.3', 'X441.264_9.5', 'X443.208_8.4', 'X443.3166_2.5', 'X459.3107_2.1', 'X920.5676_11.2']",65
Fold 7,"['NK_STAT1_IFNa', 'DSC2', 'HXK2', 'Angiopoietin.2', 'eIF.5', 'Thyroxine.Binding.Globulin', 'EPO.R', 'Siglec.6', 'Activin.A', 'MIP.1a', 'PARC', 'Angiotensinogen', 'BLC', 'a2.HS.Glycoprotein', 'ADAM.9', 'IL.1.R4', 'SLPI', 'SP.D', 'MMP.12', 'HCG', 'GPNMB', 'calgranulin.B', 'FABP', 'Galectin.7', 'Corticotropin.lipotropin', 'PLXB2', 'X147.0492_10.2', 'X151.0615_2.6', 'X153.0523_0.9', 'X163.1077_16.5', 'X167.1078_1.1', 'X187.1442_11.5', 'X193.0618_5.3', 'X215.0328_0.5', 'X218.1501_14.9', 'X221.1296_4', 'X258.0748_5.9', 'X265.1054_8', 'X266.1389_6.2', 'X278.1247_7.9', 'X335.2226_9.3', 'X349.2371_7.5', 'X367.1495_0.8', 'X371.1895_10.6', 'X375.2208_3.3', 'X397.205_10.6', 'X415.3204_12', 'X435.274_13', 'X441.264_9.5', 'X443.208_8.4', 'X459.3107_2.1', 'X463.3067_2.6', 'X509.2944_0.9', 'X72.9931_5', 'X99.0064_4.2']",55
Fold 8,"['NK_STAT1_IFNa', 'NK_STAT3_IL246', 'CD69negCD56loCD16negNK_STAT3_IL246', 'CCR5posCCR2posCD4Tcm_STAT3_IL246', 'SMOC1', 'Angiopoietin.2', 'eIF.5', 'Siglec.6', 'Activin.A', 'LD78.beta', 'SPINT2', 'MIP.1a', 'PARC', 'LBP', 'Endothelin.converting.enzyme.1', 'GNS', 'LGMN', 'OLR1', 'sTie.2', 'ERAB', 'IL.1.R4', 'MMP.12', 'Gelsolin', 'Glypican.3', 'TF', 'DERM', 'MK11', 'Rb', 'SPTA2', 'Notch.1', 'SHPS1', 'BID', 'IL.9', 'PLXB2', 'X117.0557_3.5', 'X134.0611_4.8', 'X147.0492_10.2', 'X156.0422_9.5', 'X157.0972_7.8', 'X165.0557_4.2', 'X187.0975_8.2', 'X205.0352_11.4', 'X207.0662_7', 'X212.1182_3.3', 'X216.1707_6.2', 'X217.0294_0.7', 'X218.1501_14.9', 'X219.0773_1.2', 'X235.0928_10.9', 'X239.0771_7.5', 'X240.1099_6.5', 'X243.1349_7.7', 'X247.0447_1', 'X299.2582_3.5', 'X301.2162_10.4', 'X305.2108_7.7', 'X306.166_11.4', 'X315.1951_9.7', 'X327.2903_13.4', 'X331.2264_8.1', 'X333.0937_4.6', 'X333.2422_9', 'X335.2226_9.3', 'X345.0405_1.4', 'X345.2056_7.7', 'X349.1672_5.6', 'X349.2371_7.5', 'X361.1249_3.6', 'X365.342_12.6', 'X367.1369_6.3', 'X375.0092_10.6', 'X381.1335_4.9', 'X411.1844_8.7', 'X417.336_11.4', 'X429.3009_0.9', 'X435.274_13', 'X441.301_2.6', 'X443.208_8.4', 'X443.3166_2.5', 'X477.1759_6.9', 'X505.244_8.1', 'X541.2648_7.9', 'X577.2549_7.2', 'X794.6081_4.6', 'X85.0285_8.1']",85
Fold 9,"['CD69posCD56loCD16negNK_MAPKAPK2_unstim', 'CD8Tcm_NFkB_unstim', 'Granulocytes_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CD4posTnaive_STAT6_IFNa', 'NK_STAT3_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'Granulocytes_p38_LPS', 'NKT', 'C4b', 'TIMP.2', 'FGF.10', 'Angiopoietin.2', 'Cystatin.C', 'Macrophage.mannose.receptor', 'BCMA', 'Siglec.6', 'Activin.A', 'LD78.beta', 'Cadherin.5', 'MIP.1a', 'GFRa.1', 'CDK1.cyclin.B', 'Angiotensinogen', 'BLC', 'OLR1', 'sTie.2', 'IL.1.R4', 'SLPI', 'MMP.12', 'SH21A', 'SLIK5', 'Gelsolin', 'Angiogenin', 'HCG', 'annexin.I', 'annexin.II', 'DERM', 'Rb', 'Notch.1', 'calgranulin.B', 'SET', 'Troponin.I..skeletal..fast.twitch', 'COLEC12', 'ROR1', 'TFF1', 'X112.0404_7.3', 'X116.1071_4.4', 'X123.0452_1', 'X132.0302_8.3', 'X137.0244_7.1', 'X141.0668_1.3', 'X141.1135_14.5', 'X149.0455_8.6', 'X158.0822_4.6', 'X161.1002_7.5', 'X163.0401_1.9', 'X189.0881_10.9', 'X200.1282_6.8', 'X202.1085_4.7', 'X203.0674_10.4', 'X207.051_7.9', 'X209.0303_10.8', 'X209.0855_8.7', 'X210.0435_3.3', 'X217.0175_4.5', 'X218.1501_14.9', 'X221.1296_4', 'X227.0667_4.9', 'X227.1289_2.5', 'X229.084_10.4', 'X229.1444_8.3', 'X237.1495_9.9', 'X239.0771_7.5', 'X241.1444_8.3', 'X243.1349_7.7', 'X243.1591_8.3', 'X245.0777_3.6', 'X247.0447_1', 'X255.0509_7.7', 'X263.139_6.7', 'X265.1054_8', 'X269.0876_7.6', 'X269.1757_9.3', 'X273.0073_4.4', 'X276.1808_6.9', 'X283.067_5', 'X297.1419_3.4', 'X298.0529_11', 'X302.2323_6.2', 'X307.0266_7.7', 'X307.151_16', 'X315.1272_5.5', 'X315.1951_9.7', 'X316.0784_10.4', 'X327.2903_13.4', 'X331.2264_7.5', 'X331.2264_8.1', 'X333.0937_4.6', 'X335.2226_9.3', 'X349.237_7.6', 'X349.2371_7.5', 'X365.1063_1', 'X365.2319_7.7', 'X367.1495_0.8', 'X375.2208_3.3', 'X381.1036_3.8', 'X403.1973_6.7', 'X405.3011_2', 'X424.1975_7.4', 'X431.2286_7.1', 'X435.274_13', 'X441.264_9.5', 'X442.1854_6.5', 'X443.208_8.4', 'X447.312_2.5', 'X455.3135_10.7', 'X459.3107_2.1', 'X462.1771_5.4', 'X463.3779_11.5', 'X471.3475_2', 'X503.3348_4.2', 'X551.0128_9.3', 'X568.244_6.6', 'X569.3321_9.7', 'X625.3588_9.8']",129
