,Max Proba
CD62LnAgedNeutrophils_S6,0.652
Th1naive_S6,0.652
CCR2nncMC_Frequency,0.455
gdTcells_Frequency,0.452
CCR2pcMC_Frequency,0.448
CD62LpImmatureNeutrophils_S6,0.423
Th1naive_CREB,0.418
CD4Tnaive_Frequency,0.339
CD56dimCD16pNKcells_Frequency,0.286
MDSC_Frequency,0.195
CD4Tem_Frequency,0.19
CD8Tcm_STAT3,0.129
CD62LpImmatureNeutrophils_CREB,0.097
CD8Tnaive_STAT3,0.074
CD4Tem_STAT3,0.065
mDC_STAT3,0.03
mDC_Frequency,0.024
CD41hiCD61hiPLT_S6,0.02
CD4Trm_Frequency,0.019
CD62LpImmatureNeutrophils_Frequency,0.017
CD8Trm_Frequency,0.005
NKT_Frequency,0.0
mDC_p38,0.0
pDC_STAT3,0.0
Th1mem_STAT3,0.0
Th1naive_STAT3,0.0
Tregmem_STAT3,0.0
MDSC_STAT3,0.0
Tregmem_Frequency,0.0
MDSC_p38,0.0
Bcells_Frequency,0.0
CD8Tem_Frequency,0.0
mDC_CREB,0.0
intMC_Frequency,0.0
intMC_p38,0.0
CD8Tnaive_Frequency,0.0
CD8Tcm_Frequency,0.0
CD62LnAgedNeutrophils_CREB,0.0
CD4Trm_STAT3,0.0
CD4Tnaive_STAT3,0.0
CD4Tcm_Frequency,0.0
CD4Tcm_STAT3,0.0
CCR2pcMC_MAPKAPK2,0.0
CCR2pcMC_STAT3,0.0
CCR2pcMC_p38,0.0
Tregnaive_STAT3,0.0
