,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
Bcells_p38,0.0,0.016,0.03,0.035,0.043,0.048,0.049,0.052,0.052,0.052
Bcells_Frequency,0.0,0.06,0.078,0.083,0.082,0.082,0.083,0.082,0.085,0.084
CCR2nncMC_Frequency,0.0,0.157,0.233,0.254,0.273,0.275,0.281,0.284,0.289,0.292
CCR2pcMC_CREB,0.0,0.01,0.015,0.016,0.017,0.018,0.018,0.017,0.018,0.017
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_Frequency,0.0,0.012,0.017,0.018,0.018,0.019,0.019,0.019,0.019,0.019
CD41hiCD61hiPLT_p38,0.0,0.592,0.62,0.631,0.642,0.644,0.645,0.649,0.649,0.649
CD41hiCD61hiPLT_S6,0.0,0.283,0.337,0.356,0.365,0.375,0.379,0.38,0.388,0.389
CD4Tcm_STAT3,0.0,0.05,0.054,0.052,0.052,0.052,0.053,0.052,0.054,0.052
CD4Tcm_Frequency,0.0,0.021,0.018,0.018,0.02,0.019,0.02,0.02,0.021,0.02
CD4Tem_Frequency,0.0,0.218,0.31,0.339,0.347,0.353,0.355,0.357,0.357,0.36
CD4Tnaive_STAT3,0.0,0.005,0.009,0.012,0.012,0.012,0.012,0.012,0.012,0.012
CD4Tnaive_Frequency,0.0,0.023,0.06,0.068,0.071,0.077,0.079,0.082,0.082,0.083
CD56dimCD16pNKcells_Frequency,0.0,0.003,0.005,0.007,0.007,0.008,0.008,0.009,0.009,0.009
CD62LnAgedNeutrophils_p38,0.0,0.014,0.027,0.035,0.035,0.039,0.04,0.039,0.04,0.041
CD62LpImmatureNeutrophils_Frequency,0.0,0.246,0.3,0.315,0.318,0.322,0.325,0.33,0.335,0.334
CD8Tcm_Frequency,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CD8Tem_Frequency,0.0,0.409,0.481,0.496,0.504,0.511,0.516,0.518,0.525,0.535
CD8Tnaive_Frequency,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.002
CD8Trm_Frequency,0.0,0.04,0.051,0.052,0.057,0.06,0.06,0.061,0.063,0.063
gdTcells_Frequency,0.0,0.242,0.343,0.377,0.386,0.395,0.396,0.403,0.406,0.412
intMC_CREB,0.0,0.027,0.037,0.039,0.041,0.044,0.042,0.045,0.045,0.045
intMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMC_Frequency,0.0,0.095,0.094,0.095,0.093,0.091,0.087,0.088,0.089,0.088
mDC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDC_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_CREB,0.0,0.055,0.063,0.07,0.069,0.07,0.074,0.072,0.073,0.073
MDSC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_Frequency,0.0,0.098,0.092,0.09,0.092,0.089,0.09,0.089,0.088,0.087
NKT_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Th1mem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Th1naive_CREB,0.0,0.106,0.148,0.162,0.162,0.167,0.171,0.175,0.175,0.182
Th1naive_p38,0.0,0.005,0.012,0.013,0.014,0.015,0.017,0.018,0.019,0.019
Th1naive_STAT3,0.0,0.013,0.024,0.028,0.031,0.032,0.035,0.039,0.042,0.042
Th1naive_MAPKAPK2,0.0,0.011,0.013,0.017,0.02,0.022,0.023,0.023,0.024,0.025
Tregmem_Frequency,0.0,0.072,0.058,0.053,0.051,0.046,0.047,0.046,0.05,0.047
Tregnaive_STAT3,0.0,0.032,0.027,0.023,0.02,0.02,0.019,0.019,0.018,0.017
Tregnaive_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
