,Max Proba
Bcells_Frequency,1.0
CCR2pcMC_Frequency,1.0
intMC_Frequency,1.0
CD4Tnaive_Frequency,1.0
CD62LnAgedNeutrophils_S6,1.0
CD56dimCD16pNKcells_Frequency,0.934
CD8Tnaive_Frequency,0.906
CD62LpImmatureNeutrophils_Frequency,0.905
CCR2nncMC_Frequency,0.904
CD62LnAgedNeutrophils_p38,0.899
gdTcells_Frequency,0.86
CD62LpImmatureNeutrophils_S6,0.832
MDSC_Frequency,0.739
CD8Tem_Frequency,0.647
mDC_Frequency,0.64
CD4Tem_Frequency,0.633
CD8Trm_Frequency,0.607
CD8Tcm_STAT3,0.543
CD8Tnaive_STAT3,0.487
Th1naive_IkB,0.4
CD62LpImmatureNeutrophils_STAT3,0.381
CD4Tem_STAT3,0.356
CD8Tcm_Frequency,0.31
CD4Tcm_Frequency,0.252
Tregnaive_STAT3,0.248
CD4Trm_STAT3,0.163
Tregmem_Frequency,0.15
NKT_Frequency,0.138
Th1naive_STAT3,0.115
MDSC_STAT3,0.113
intMC_STAT3,0.049
pDC_STAT3,0.025
mDC_STAT3,0.019
CCR2pcMC_STAT3,0.01
CD4Trm_Frequency,0.0
CD4Tnaive_STAT3,0.0
CD4Tcm_STAT3,0.0
Th1mem_STAT3,0.0
Tregmem_STAT3,0.0
