,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
artificial.1,0.0,0.0,0.0,0.0,0.014,0.02,0.02,0.024,0.033,0.044
artificial.2,0.0,0.15,0.204,0.247,0.346,0.407,0.441,0.488,0.493,0.523
artificial.3,0.0,0.02,0.053,0.081,0.105,0.116,0.135,0.143,0.175,0.233
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.007,0.012,0.029
artificial.5,0.0,0.811,0.868,0.894,0.905,0.913,0.929,0.936,0.938,0.938
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002
artificial.7,0.0,0.07,0.194,0.218,0.258,0.336,0.414,0.472,0.522,0.608
artificial.8,0.0,0.0,0.017,0.023,0.088,0.108,0.124,0.146,0.155,0.199
artificial.9,0.0,0.111,0.279,0.371,0.45,0.497,0.551,0.577,0.645,0.672
artificial.10,0.0,0.0,0.002,0.002,0.009,0.03,0.047,0.084,0.114,0.126
artificial.11,0.0,0.848,0.893,0.904,0.921,0.946,0.961,0.987,0.989,0.996
artificial.12,0.0,0.465,0.624,0.704,0.768,0.804,0.833,0.857,0.885,0.904
artificial.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.0,0.008,0.036,0.077,0.113,0.154,0.225,0.298,0.446,0.547
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.022,0.039
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.0,0.0,0.0,0.012,0.012,0.022,0.034,0.086,0.091
artificial.19,0.0,0.0,0.0,0.008,0.012,0.016,0.024,0.075,0.129,0.143
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.0,0.101,0.251,0.353,0.418,0.459,0.494,0.517,0.541,0.558
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.003,0.022,0.074,0.143,0.219,0.342,0.385,0.475,0.554
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.03
artificial.25,0.0,0.0,0.008,0.025,0.075,0.1,0.172,0.313,0.391,0.475
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.016,0.018
artificial.27,0.0,0.0,0.0,0.007,0.016,0.042,0.059,0.079,0.088,0.119
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.0,0.482,0.689,0.776,0.86,0.883,0.892,0.892,0.892,0.892
artificial.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.0,0.604,0.772,0.846,0.919,0.953,0.969,0.978,0.978,0.98
artificial.33,0.0,0.008,0.027,0.059,0.073,0.124,0.178,0.223,0.235,0.263
artificial.34,0.0,0.651,0.77,0.818,0.844,0.886,0.895,0.911,0.93,0.931
artificial.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.0,0.373,0.516,0.579,0.618,0.661,0.678,0.692,0.722,0.749
artificial.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.0,0.031,0.034,0.051,0.077,0.096,0.113,0.144,0.202,0.219
artificial.40,0.0,0.012,0.02,0.036,0.036,0.038,0.038,0.054,0.067,0.089
artificial.41,0.0,0.0,0.021,0.062,0.066,0.09,0.106,0.109,0.115,0.119
artificial.42,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004,0.004,0.004
artificial.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.0,0.0,0.0,0.008,0.008,0.008,0.008,0.014,0.027,0.027
artificial.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.0,0.007,0.052,0.1,0.112,0.141,0.174,0.201,0.252,0.28
artificial.47,0.0,0.1,0.249,0.363,0.478,0.536,0.572,0.648,0.693,0.735
artificial.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.0,0.0,0.0,0.0,0.008,0.012,0.019,0.021,0.031,0.05
artificial.54,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.007,0.018,0.033
artificial.55,0.0,0.007,0.054,0.092,0.144,0.234,0.296,0.349,0.382,0.437
artificial.56,0.0,0.0,0.014,0.027,0.028,0.039,0.059,0.066,0.078,0.108
artificial.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.0,0.0,0.0,0.0,0.006,0.011,0.02,0.039,0.063,0.099
artificial.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.62,0.0,0.0,0.0,0.038,0.082,0.104,0.169,0.236,0.271,0.301
artificial.63,0.0,0.091,0.176,0.252,0.329,0.416,0.513,0.564,0.613,0.646
artificial.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.0,0.055,0.133,0.218,0.286,0.328,0.382,0.421,0.483,0.533
artificial.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.016,0.037
artificial.67,0.0,0.059,0.151,0.253,0.37,0.447,0.565,0.656,0.717,0.796
artificial.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.017
artificial.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006
artificial.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.032
artificial.72,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.013
