,C'=' 0.052,C'=' 0.628,C'=' 1.203,C'=' 1.778,C'=' 2.353,C'=' 2.929,C'=' 3.504,C'=' 4.079,C'=' 4.655,C'=' 5.230
artificial.1,0.0,0.0,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.005
artificial.2,0.0,0.047,0.047,0.049,0.051,0.054,0.053,0.057,0.058,0.058
artificial.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.4,0.0,0.25,0.261,0.265,0.267,0.275,0.275,0.277,0.282,0.276
artificial.5,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.001,0.003
artificial.6,0.0,0.063,0.07,0.076,0.079,0.079,0.078,0.08,0.083,0.084
artificial.7,0.0,0.009,0.012,0.017,0.019,0.021,0.02,0.023,0.023,0.023
artificial.8,0.0,0.053,0.063,0.067,0.069,0.071,0.071,0.075,0.076,0.085
artificial.9,0.0,0.003,0.009,0.011,0.013,0.012,0.014,0.013,0.015,0.014
artificial.10,0.0,0.004,0.009,0.011,0.011,0.012,0.013,0.012,0.014,0.013
artificial.11,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.002
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.0,0.013,0.017,0.018,0.021,0.021,0.02,0.02,0.022,0.022
artificial.14,0.0,0.017,0.022,0.025,0.025,0.027,0.028,0.031,0.032,0.034
artificial.15,0.0,0.002,0.003,0.004,0.004,0.004,0.006,0.006,0.006,0.006
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
artificial.17,0.0,0.01,0.022,0.028,0.029,0.031,0.033,0.033,0.033,0.033
artificial.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.0,0.004,0.007,0.007,0.007,0.007,0.009,0.008,0.009,0.01
artificial.20,0.0,0.039,0.052,0.053,0.053,0.056,0.062,0.061,0.061,0.061
artificial.21,0.0,0.011,0.015,0.018,0.02,0.02,0.021,0.022,0.023,0.025
artificial.22,0.0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.004
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.007,0.014,0.015,0.016,0.017,0.017,0.016,0.016,0.018
artificial.25,0.0,0.0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.0,0.176,0.196,0.201,0.207,0.207,0.211,0.211,0.214,0.213
artificial.28,0.0,0.006,0.01,0.01,0.011,0.01,0.011,0.011,0.011,0.012
artificial.29,0.0,0.002,0.003,0.004,0.005,0.007,0.007,0.008,0.009,0.01
artificial.30,0.0,0.004,0.008,0.012,0.011,0.013,0.015,0.017,0.014,0.017
artificial.31,0.0,0.001,0.004,0.004,0.003,0.004,0.004,0.005,0.006,0.004
artificial.32,0.0,0.013,0.018,0.019,0.021,0.022,0.024,0.022,0.025,0.025
artificial.33,0.0,0.018,0.017,0.018,0.018,0.018,0.018,0.02,0.02,0.021
artificial.34,0.0,0.004,0.005,0.005,0.004,0.004,0.004,0.005,0.006,0.004
artificial.35,0.0,0.013,0.014,0.016,0.017,0.02,0.022,0.021,0.022,0.019
artificial.36,0.0,0.012,0.018,0.022,0.022,0.023,0.023,0.024,0.024,0.025
artificial.37,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
artificial.38,0.0,0.02,0.023,0.023,0.022,0.022,0.023,0.025,0.028,0.027
artificial.39,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001
artificial.40,0.0,0.023,0.031,0.039,0.038,0.039,0.042,0.046,0.047,0.048
artificial.41,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
artificial.42,0.0,0.007,0.011,0.012,0.014,0.015,0.015,0.015,0.015,0.017
artificial.43,0.0,0.033,0.044,0.045,0.048,0.054,0.058,0.059,0.06,0.06
artificial.44,0.0,0.004,0.008,0.007,0.009,0.008,0.009,0.009,0.011,0.01
artificial.45,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001
artificial.46,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.004
artificial.47,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.48,0.0,0.036,0.031,0.031,0.031,0.03,0.031,0.029,0.031,0.031
artificial.49,0.0,0.005,0.008,0.01,0.012,0.011,0.011,0.01,0.011,0.013
artificial.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.52,0.0,0.045,0.049,0.049,0.049,0.051,0.051,0.052,0.054,0.054
artificial.53,0.0,0.06,0.074,0.078,0.088,0.085,0.093,0.094,0.096,0.096
artificial.54,0.0,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.004,0.004
artificial.55,0.0,0.014,0.019,0.02,0.026,0.025,0.026,0.027,0.028,0.03
artificial.56,0.0,0.049,0.059,0.064,0.065,0.069,0.07,0.074,0.071,0.072
artificial.57,0.0,0.006,0.007,0.008,0.007,0.008,0.008,0.01,0.008,0.011
artificial.58,0.0,0.061,0.084,0.088,0.092,0.094,0.095,0.095,0.095,0.095
artificial.59,0.0,0.03,0.035,0.036,0.037,0.039,0.038,0.039,0.042,0.041
artificial.60,0.0,0.003,0.005,0.005,0.005,0.007,0.007,0.008,0.007,0.008
artificial.61,0.0,0.004,0.006,0.008,0.009,0.009,0.01,0.012,0.012,0.011
artificial.62,0.0,0.043,0.061,0.068,0.073,0.076,0.08,0.081,0.082,0.085
artificial.63,0.0,0.101,0.119,0.121,0.119,0.125,0.125,0.131,0.134,0.134
artificial.64,0.0,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
artificial.65,0.0,0.006,0.005,0.004,0.004,0.004,0.005,0.005,0.006,0.006
artificial.66,0.0,0.004,0.008,0.009,0.011,0.011,0.011,0.011,0.011,0.011
artificial.67,0.0,0.056,0.055,0.056,0.057,0.061,0.062,0.063,0.06,0.064
artificial.68,0.0,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
artificial.69,0.0,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.004
artificial.70,0.0,0.053,0.078,0.083,0.084,0.085,0.086,0.091,0.095,0.091
artificial.71,0.0,0.076,0.093,0.097,0.101,0.103,0.105,0.106,0.106,0.108
artificial.72,0.0,0.017,0.024,0.025,0.029,0.027,0.028,0.029,0.028,0.03
artificial.73,0.0,0.056,0.059,0.058,0.059,0.061,0.059,0.059,0.058,0.065
artificial.74,0.0,0.063,0.079,0.087,0.086,0.09,0.094,0.096,0.094,0.102
artificial.75,0.0,0.025,0.029,0.027,0.03,0.032,0.033,0.033,0.033,0.035
artificial.76,0.0,0.049,0.062,0.065,0.067,0.07,0.07,0.071,0.072,0.076
artificial.77,0.0,0.007,0.009,0.01,0.01,0.01,0.011,0.011,0.011,0.011
artificial.78,0.0,0.103,0.124,0.131,0.138,0.139,0.146,0.145,0.149,0.15
artificial.79,0.0,0.006,0.008,0.009,0.009,0.009,0.01,0.01,0.012,0.012
artificial.80,0.0,0.001,0.004,0.005,0.007,0.006,0.007,0.008,0.008,0.008
artificial.81,0.0,0.003,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005
artificial.82,0.0,0.121,0.142,0.142,0.148,0.148,0.156,0.155,0.159,0.159
artificial.83,0.0,0.027,0.033,0.037,0.038,0.039,0.039,0.039,0.043,0.042
