,C'=' 0.047,C'=' 0.564,C'=' 1.082,C'=' 1.599,C'=' 2.116,C'=' 2.633,C'=' 3.151,C'=' 3.668,C'=' 4.185,C'=' 4.703
Bcells_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_Frequency,0.0,0.529,0.77,0.833,0.861,0.877,0.89,0.893,0.893,0.893
CCR2nncMC_Frequency,0.0,0.978,0.978,0.978,0.983,0.989,0.993,0.993,0.993,0.993
CCR2pcMC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.01
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_Frequency,0.0,0.985,0.988,0.995,0.995,0.995,0.995,1.0,1.0,1.0
CD4Tcm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_Frequency,0.0,0.0,0.008,0.023,0.042,0.053,0.067,0.081,0.111,0.116
CD4Tem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_Frequency,0.0,0.016,0.086,0.119,0.161,0.166,0.199,0.217,0.223,0.251
CD4Tnaive_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_Frequency,0.0,0.868,0.906,0.932,0.958,0.962,0.962,0.972,0.972,0.975
CD4Trm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Trm_Frequency,0.0,0.08,0.31,0.483,0.575,0.618,0.678,0.722,0.743,0.761
CD56brightCD16nNKcells_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008,0.008,0.008
CD56dimCD16pNKcells_Frequency,0.0,0.89,0.901,0.91,0.91,0.922,0.936,0.936,0.936,0.942
CD62LnAgedNeutrophils_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD62LnAgedNeutrophils_S6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD62LnAgedNeutrophils_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD62LpImmatureNeutrophils_S6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD62LpImmatureNeutrophils_Frequency,0.0,0.269,0.405,0.508,0.585,0.676,0.724,0.766,0.797,0.834
CD8Tcm_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.021,0.028,0.038
CD8Tem_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
CD8Tnaive_STAT3,0.0,0.046,0.091,0.117,0.141,0.159,0.181,0.211,0.29,0.351
CD8Tnaive_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_Frequency,0.0,0.031,0.108,0.139,0.171,0.205,0.239,0.256,0.27,0.283
CD8Trm_Frequency,0.0,0.0,0.0,0.007,0.007,0.012,0.012,0.026,0.026,0.026
gdTcells_Frequency,0.0,0.306,0.534,0.624,0.651,0.686,0.714,0.745,0.781,0.788
intMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMC_Frequency,0.0,0.052,0.098,0.102,0.113,0.128,0.132,0.139,0.157,0.18
mDC_STAT3,0.0,0.038,0.082,0.14,0.19,0.244,0.291,0.362,0.408,0.459
mDC_IkB,0.0,0.0,0.022,0.064,0.1,0.219,0.301,0.373,0.458,0.509
mDC_Frequency,0.0,0.922,0.922,0.934,0.944,0.972,0.981,0.981,0.987,0.99
MDSC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_STAT3,0.0,0.057,0.104,0.169,0.204,0.24,0.275,0.302,0.352,0.379
MDSC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_Frequency,0.0,0.53,0.725,0.799,0.82,0.845,0.87,0.872,0.892,0.901
NKT_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKT_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.017
Th1mem_STAT3,0.0,0.006,0.045,0.098,0.13,0.151,0.168,0.195,0.215,0.243
Th1mem_IkB,0.0,0.0,0.001,0.001,0.001,0.005,0.01,0.021,0.024,0.051
Th1naive_STAT3,0.0,0.0,0.0,0.009,0.009,0.009,0.009,0.009,0.009,0.019
Th1naive_IkB,0.0,0.53,0.553,0.612,0.635,0.674,0.711,0.727,0.733,0.749
Tregmem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tregmem_Frequency,0.0,0.0,0.0,0.0,0.0,0.003,0.008,0.012,0.012,0.012
Tregnaive_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tregnaive_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
