,Fold selected features,Fold nb of features
Fold 0,"['ALPP', 'AMY2A', 'AMY2B', 'CA5A', 'CAPG', 'CCL19', 'CCL20', 'CD300C', 'CEACAM3', 'CES1', 'CLC', 'CTSH', 'CTSL', 'CTSV', 'FCRL5', 'FCRL6', 'FCRLB', 'FLT1', 'GH2', 'HAVCR1', 'HLA-DRA', 'ICAM4', 'IFNGR2', 'IL18RAP', 'IL1A', 'IL32', 'IL33', 'IL5RA', 'KLRD1', 'METAP1', 'MSLN', 'MTPN', 'MZB1', 'NCF2', 'NINJ1', 'PRTG', 'QPCT', 'SIGLEC9', 'SPON2', 'TNFRSF8', 'ULBP2', 'WAS']",42
Fold 1,"['ADAMTS16', 'ADGRG2', 'AMY2A', 'AMY2B', 'ANPEP', 'APBB1IP', 'ATP6AP2', 'C1QA', 'CA5A', 'CAPG', 'CCL15', 'CD200R1', 'CD300C', 'CD38', 'CELA3A', 'CES1', 'CHI3L1', 'CLC', 'CRHR1', 'CTRC', 'CTSS', 'CXCL17', 'DDAH1', 'FCRL2', 'FCRL5', 'FCRL6', 'FCRLB', 'FOLR2', 'GFOD2', 'GH2', 'GNLY', 'HAVCR2', 'HLA-DRA', 'IFNGR2', 'IGF2R', 'IL12RB1', 'IL18RAP', 'IL1RN', 'ISM1', 'KIR2DL3', 'KLRD1', 'LSP1', 'LY9', 'LYN', 'MARCO', 'MATN2', 'METAP1', 'MICB_MICA', 'MILR1', 'MMP3', 'MPIG6B', 'MZB1', 'NINJ1', 'NOMO1', 'NRP1', 'OXT', 'PDGFC', 'PM20D1', 'PRCP', 'PRTG', 'PXN', 'RARRES2', 'RBKS', 'RNASE3', 'RNASET2', 'RRM2', 'SCARB1', 'SFTPA2', 'SH2D1A', 'SIGLEC7', 'SIGLEC9', 'SLAMF7', 'SSB', 'ST3GAL1', 'THPO', 'TMPRSS5', 'TNFRSF8', 'VMO1', 'WAS', 'WFIKKN2', 'XPNPEP2']",81
Fold 2,"['ACP6', 'ADGRG2', 'ALPP', 'AMBN', 'AMY2A', 'APBB1IP', 'ARG1', 'BCAN', 'CCL15', 'CD276', 'CD5', 'CHI3L1', 'CLC', 'CTRC', 'CTSD', 'CTSL', 'DUOX2', 'EGFR', 'EGLN1', 'FCRL5', 'FCRL6', 'GH2', 'GLRX', 'GNLY', 'HAVCR1', 'HLA-DRA', 'ICAM1', 'ICAM4', 'IFNGR2', 'IL18RAP', 'IL1B', 'IL5RA', 'INHBC', 'ISM1', 'ITGB2', 'KCNIP4', 'LGALS1', 'LHB', 'LY9', 'LY96', 'MERTK', 'MSLN', 'MZB1', 'NCF2', 'NDRG1', 'NFATC3', 'NINJ1', 'PADI4', 'PDGFC', 'PLA2G1B', 'PLXNB2', 'PM20D1', 'PRCP', 'RASSF2', 'RNASE3', 'S100A11', 'SERPINB8', 'SIGLEC9', 'THPO', 'TIMP1', 'TNFRSF13B', 'TNFRSF8', 'TNFSF12', 'WFIKKN2', 'WISP1', 'XPNPEP2', 'XRCC4']",67
Fold 3,"['ADGRG2', 'ATF2', 'CDCP1', 'CHI3L1', 'CTSD', 'FCRL5', 'FCRLB', 'FOSB', 'IFNGR2', 'KIR2DL3', 'LY9', 'MLN', 'NDRG1', 'RNASET2', 'SIGLEC10', 'SLAMF7', 'WISP1']",17
Fold 4,"['ADAMTS16', 'ADCYAP1R1', 'ADGRG2', 'AMY2A', 'APBB1IP', 'ARSA', 'CA11', 'CCL15', 'CD276', 'CD300C', 'CD5', 'CDCP1', 'CEACAM3', 'CLC', 'CLUL1', 'CPA1', 'CPB1', 'CPVL', 'CRTAC1', 'CRX', 'CTRB1', 'CTRC', 'CTSD', 'CTSL', 'DCTN1', 'DDC', 'EBI3_IL27', 'ENPP7', 'FCAR', 'FCRL5', 'FCRL6', 'FCRLB', 'GFOD2', 'GH2', 'GNLY', 'HLA-DRA', 'ICAM4', 'IFNGR2', 'IGF2R', 'IL18RAP', 'IL32', 'IL5RA', 'ITGAV', 'KAZALD1', 'KIR2DL3', 'KLK6', 'KLRD1', 'LHB', 'LRIG1', 'LYPD1', 'MDGA1', 'METAP1', 'MMP13', 'MUC16', 'MYOC', 'NDRG1', 'NINJ1', 'NOMO1', 'PADI2', 'PDGFC', 'PDGFRA', 'PKLR', 'PLA2G1B', 'PLXNB2', 'PM20D1', 'POLR2F', 'PRCP', 'PRTG', 'RABEPK', 'RASSF2', 'RBKS', 'RETN', 'SH2D1A', 'SIGLEC10', 'TFPI2', 'TFRC', 'THBS4', 'TMPRSS5', 'TNFRSF8', 'WAS', 'WFIKKN2', 'WISP1', 'XPNPEP2']",83
Fold 5,"['ACP5', 'ACP6', 'ADAMTS16', 'ADGRG2', 'ALDH1A1', 'ALPP', 'AMY2A', 'AMY2B', 'APBB1IP', 'ARG1', 'ASAH2', 'CA3', 'CAPG', 'CASC4', 'CASP1', 'CDH2', 'CDHR5', 'CEACAM3', 'CES1', 'CHI3L1', 'CLSTN1', 'CPA2', 'CRHBP', 'CRTAC1', 'CSF1', 'CST6', 'CTRC', 'CTSD', 'CTSL', 'CXCL13', 'CXCL8', 'ENPP5', 'ENPP7', 'ENTPD5', 'EZR', 'FCRL5', 'FCRLB', 'FUCA1', 'FUS', 'GH2', 'GP2', 'GPKOW', 'GZMB', 'HAGH', 'HAVCR1', 'HLA-DRA', 'ICAM4', 'IFNGR2', 'IL12RB1', 'IL18RAP', 'IL1A', 'IL5RA', 'ING1', 'ITGAV', 'KCNIP4', 'KIR2DL3', 'KLB', 'LHPP', 'METAP1', 'MLN', 'MMP13', 'MSLN', 'NAMPT', 'NCF2', 'NINJ1', 'NOMO1', 'NRP1', 'PCOLCE', 'PDGFC', 'PLTP', 'PLXNB2', 'PM20D1', 'PRTG', 'PSPN', 'PTS', 'PVR', 'PXN', 'RASSF2', 'RBKS', 'REN', 'RRM2', 'S100A11', 'SCARB1', 'SELPLG', 'SPINK1', 'SSB', 'SSC4D', 'THPO', 'VEGFD', 'WARS', 'WAS', 'XPNPEP2', 'XRCC4']",93
Fold 6,"['AMY2A', 'AMY2B', 'CAPG', 'CEACAM3', 'CLC', 'CTSH', 'CTSV', 'FCRL6', 'FCRLB', 'ICAM4', 'IFNGR2', 'IL18RAP', 'IL5RA', 'NCF2', 'NINJ1', 'PCDH17', 'TNFRSF8']",17
Fold 7,"['ADGRG2', 'ALPP', 'ATF2', 'CD79B', 'CDCP1', 'CHI3L1', 'COL9A1', 'CTSD', 'CTSL', 'EBI3_IL27', 'FCAR', 'FCRL5', 'FCRLB', 'ICAM4', 'IFNGR2', 'IL2RA', 'IL5RA', 'ITGA11', 'ITGAV', 'KIR2DL3', 'KLRD1', 'LIF', 'LY9', 'MLN', 'NDRG1', 'NOMO1', 'RARRES2', 'RNASET2', 'SIGLEC10', 'SLAMF7', 'TNFRSF8', 'WISP1']",32
Fold 8,"['ADAMTS16', 'AMY2B', 'ANGPTL2', 'APBB1IP', 'C4BPB', 'CA5A', 'CCL15', 'CCL19', 'CD276', 'CD300C', 'CD5', 'CDHR5', 'CEACAM3', 'CELA3A', 'CHEK2', 'CHI3L1', 'CLUL1', 'COL1A1', 'CPB1', 'CRIP2', 'CST5', 'CTRB1', 'CTSD', 'CTSL', 'CXCL13', 'DLL1', 'DSG3', 'FABP4', 'FCRL5', 'FCRLB', 'GH1', 'GH2', 'GNLY', 'GP2', 'HLA-DRA', 'ICAM4', 'IFNGR2', 'IL12RB1', 'IL18RAP', 'IL32', 'KCNIP4', 'KIR2DL3', 'KLB', 'KLK6', 'KLRD1', 'LRP11', 'LTBP3', 'LY9', 'LY96', 'MDGA1', 'METAP1', 'MLN', 'MMP13', 'MZB1', 'NDRG1', 'NFATC3', 'NINJ1', 'NOMO1', 'NRP1', 'OMG', 'PDGFC', 'PDGFRA', 'PLXNB2', 'PM20D1', 'PRCP', 'PRTG', 'PVR', 'RBKS', 'RET', 'S100A11', 'SELE', 'SH2D1A', 'SIGLEC10', 'SIGLEC7', 'SLAMF7', 'SLITRK2', 'TFRC', 'TNFRSF10A', 'TNFRSF11B', 'TNFRSF8', 'WAS', 'WFIKKN2', 'WISP1']",83
Fold 9,"['ADA2', 'ADAMTS16', 'ADGRG1', 'ADGRG2', 'AMY2A', 'AMY2B', 'APBB1IP', 'CCL15', 'CD200R1', 'CD300C', 'CD6', 'CEACAM3', 'CHI3L1', 'CLC', 'CPVL', 'CRHR1', 'CXCL13', 'DSG4', 'EZR', 'FCRL2', 'FCRL6', 'FGF2', 'GH2', 'GZMA', 'IFNGR2', 'IGF2R', 'IL12RB1', 'IL15RA', 'IL18RAP', 'IL3RA', 'IL5RA', 'INHBC', 'ITGB2', 'KIR2DL3', 'KLRD1', 'L1CAM', 'LAMP3', 'LRMP', 'LY9', 'MARCO', 'METAP1', 'MMP13', 'MZB1', 'NDRG1', 'NFASC', 'NOMO1', 'PDGFC', 'PM20D1', 'PON3', 'PRCP', 'PRTG', 'RASSF2', 'RNASET2', 'SEMA7A', 'SIGLEC10', 'SIGLEC7', 'SIGLEC9', 'SLAMF7', 'SOST', 'ST3GAL1', 'TFRC', 'TNC', 'TSLP', 'VAT1', 'VCAM1', 'VMO1', 'XPNPEP2']",67
