,Max Proba
artificial.73,0.981
artificial.153,0.97
artificial.98,0.958
artificial.44,0.958
artificial.132,0.956
artificial.127,0.953
artificial.90,0.941
artificial.35,0.929
artificial.107,0.922
artificial.193,0.919
artificial.116,0.914
artificial.82,0.891
artificial.19,0.823
artificial.45,0.805
artificial.21,0.787
artificial.176,0.785
artificial.143,0.75
artificial.109,0.742
artificial.181,0.74
artificial.91,0.702
artificial.115,0.689
artificial.194,0.675
artificial.125,0.664
artificial.171,0.65
artificial.58,0.617
artificial.1,0.605
artificial.68,0.598
artificial.67,0.596
artificial.99,0.595
artificial.108,0.577
artificial.48,0.502
artificial.42,0.499
artificial.172,0.493
artificial.150,0.464
artificial.126,0.454
artificial.134,0.45
artificial.141,0.432
artificial.186,0.416
artificial.112,0.406
artificial.110,0.396
artificial.10,0.39
artificial.102,0.374
artificial.88,0.371
artificial.188,0.323
artificial.52,0.315
artificial.59,0.303
artificial.92,0.302
artificial.170,0.3
artificial.38,0.287
artificial.174,0.286
artificial.20,0.279
artificial.130,0.273
artificial.122,0.26
artificial.18,0.246
artificial.83,0.244
artificial.93,0.243
artificial.113,0.233
artificial.114,0.227
artificial.101,0.226
artificial.161,0.225
artificial.51,0.222
artificial.165,0.218
artificial.173,0.217
artificial.60,0.216
artificial.31,0.216
artificial.151,0.215
artificial.166,0.204
artificial.76,0.201
artificial.79,0.197
artificial.47,0.193
artificial.146,0.192
artificial.191,0.182
artificial.30,0.178
artificial.89,0.178
artificial.74,0.176
artificial.87,0.175
artificial.2,0.172
artificial.55,0.172
artificial.192,0.169
artificial.163,0.168
artificial.86,0.166
artificial.160,0.162
artificial.77,0.162
artificial.177,0.157
artificial.6,0.155
artificial.187,0.149
artificial.75,0.148
artificial.154,0.145
artificial.164,0.142
artificial.104,0.141
artificial.5,0.141
artificial.49,0.136
artificial.26,0.136
artificial.136,0.129
artificial.3,0.127
artificial.138,0.124
artificial.34,0.119
artificial.39,0.118
artificial.137,0.117
artificial.128,0.116
artificial.72,0.113
artificial.28,0.107
artificial.118,0.107
artificial.139,0.106
artificial.69,0.106
artificial.54,0.103
artificial.140,0.103
artificial.61,0.1
artificial.7,0.088
artificial.24,0.086
artificial.175,0.079
artificial.37,0.079
artificial.41,0.078
artificial.84,0.077
artificial.117,0.076
artificial.66,0.074
artificial.95,0.074
artificial.11,0.074
artificial.40,0.073
artificial.14,0.068
artificial.16,0.067
artificial.23,0.063
artificial.9,0.06
artificial.63,0.059
artificial.15,0.059
artificial.103,0.057
artificial.129,0.057
artificial.158,0.057
artificial.78,0.055
artificial.70,0.055
artificial.97,0.053
artificial.80,0.051
artificial.64,0.05
artificial.162,0.048
artificial.65,0.048
artificial.124,0.047
artificial.121,0.045
artificial.56,0.045
artificial.57,0.042
artificial.119,0.042
artificial.81,0.041
artificial.185,0.04
artificial.22,0.038
artificial.105,0.037
artificial.36,0.035
artificial.179,0.035
artificial.180,0.034
artificial.120,0.032
artificial.133,0.031
artificial.144,0.029
artificial.148,0.028
artificial.123,0.028
artificial.71,0.028
artificial.142,0.026
artificial.195,0.026
artificial.96,0.025
artificial.27,0.024
artificial.149,0.024
artificial.152,0.023
artificial.167,0.023
artificial.111,0.021
artificial.13,0.019
artificial.29,0.019
artificial.32,0.019
artificial.100,0.019
artificial.147,0.018
artificial.178,0.017
artificial.62,0.016
artificial.183,0.015
artificial.85,0.015
artificial.17,0.015
artificial.46,0.013
artificial.189,0.012
artificial.94,0.012
artificial.145,0.012
artificial.131,0.011
artificial.106,0.01
artificial.135,0.009
artificial.159,0.009
artificial.182,0.009
artificial.169,0.008
artificial.33,0.008
artificial.8,0.006
artificial.184,0.005
artificial.25,0.004
artificial.156,0.003
artificial.190,0.003
artificial.12,0.001
artificial.43,0.0
artificial.50,0.0
artificial.53,0.0
artificial.155,0.0
artificial.4,0.0
artificial.168,0.0
artificial.157,0.0
