,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
artificial.1,0.0,0.0,0.0,0.01,0.01,0.01,0.03,0.037,0.046,0.046
artificial.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
artificial.4,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.008,0.02,0.026
artificial.5,0.0,0.0,0.0,0.004,0.004,0.009,0.014,0.043,0.057,0.085
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.013,0.023
artificial.9,0.0,0.028,0.086,0.147,0.157,0.197,0.221,0.247,0.318,0.387
artificial.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.11,0.0,0.0,0.0,0.0,0.004,0.014,0.027,0.032,0.065,0.126
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.013,0.014
artificial.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.0,0.082,0.324,0.534,0.669,0.751,0.803,0.829,0.834,0.86
artificial.15,0.0,0.013,0.032,0.069,0.106,0.143,0.174,0.231,0.272,0.301
artificial.16,0.0,0.022,0.041,0.094,0.143,0.184,0.229,0.276,0.306,0.352
artificial.17,0.0,0.282,0.407,0.526,0.587,0.663,0.721,0.774,0.797,0.802
artificial.18,0.0,0.0,0.0,0.008,0.014,0.032,0.061,0.075,0.13,0.19
artificial.19,0.0,0.458,0.707,0.748,0.813,0.843,0.852,0.865,0.879,0.879
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
artificial.21,0.0,0.0,0.005,0.012,0.014,0.031,0.05,0.071,0.082,0.089
artificial.22,0.0,0.012,0.076,0.131,0.164,0.231,0.286,0.312,0.361,0.384
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.51,0.623,0.73,0.775,0.795,0.817,0.841,0.883,0.892
artificial.25,0.0,0.0,0.0,0.002,0.002,0.01,0.038,0.059,0.099,0.135
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
