,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
Bcells_p38,0.0,0.0,0.047,0.112,0.126,0.156,0.206,0.206,0.209,0.226
Bcells_Frequency,0.0,0.209,0.436,0.541,0.602,0.655,0.684,0.703,0.732,0.75
CCR2nncMC_Frequency,0.0,0.388,0.479,0.565,0.621,0.659,0.704,0.745,0.75,0.78
CCR2pcMC_CREB,0.0,0.059,0.06,0.07,0.081,0.086,0.092,0.104,0.113,0.141
CCR2pcMC_p38,0.0,0.0,0.0,0.003,0.01,0.012,0.028,0.028,0.04,0.045
CCR2pcMC_MAPKAPK2,0.0,0.0,0.01,0.01,0.014,0.014,0.017,0.019,0.019,0.036
CCR2pcMC_Frequency,0.0,0.24,0.387,0.44,0.517,0.531,0.572,0.594,0.61,0.627
CD41hiCD61hiPLT_p38,0.0,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0
CD41hiCD61hiPLT_S6,0.0,0.847,0.878,0.887,0.887,0.887,0.905,0.911,0.915,0.921
CD4Tcm_STAT3,0.0,0.659,0.767,0.786,0.821,0.833,0.879,0.894,0.894,0.905
CD4Tcm_Frequency,0.0,0.18,0.184,0.192,0.202,0.211,0.224,0.226,0.228,0.231
CD4Tem_Frequency,0.0,0.767,0.879,0.926,0.936,0.968,0.975,0.991,0.991,0.991
CD4Tnaive_STAT3,0.0,0.272,0.35,0.421,0.449,0.473,0.502,0.542,0.569,0.584
CD4Tnaive_Frequency,0.0,0.106,0.35,0.47,0.518,0.543,0.56,0.562,0.575,0.582
CD56dimCD16pNKcells_Frequency,0.0,0.134,0.316,0.408,0.436,0.467,0.471,0.48,0.484,0.498
CD62LnAgedNeutrophils_p38,0.0,0.007,0.028,0.067,0.132,0.183,0.226,0.297,0.321,0.37
CD62LpImmatureNeutrophils_Frequency,0.0,0.843,0.881,0.897,0.946,0.946,0.946,0.968,0.972,0.976
CD8Tcm_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.026
CD8Tem_Frequency,0.0,0.935,0.94,0.951,0.962,0.971,0.978,0.978,0.978,0.978
CD8Tnaive_Frequency,0.0,0.063,0.237,0.338,0.427,0.494,0.533,0.58,0.613,0.681
CD8Trm_Frequency,0.0,0.53,0.588,0.595,0.622,0.64,0.656,0.68,0.692,0.709
gdTcells_Frequency,0.0,0.772,0.825,0.871,0.881,0.888,0.888,0.888,0.888,0.901
intMC_CREB,0.0,0.064,0.094,0.113,0.137,0.153,0.179,0.203,0.211,0.275
intMC_p38,0.0,0.0,0.0,0.009,0.016,0.045,0.073,0.073,0.086,0.102
intMC_Frequency,0.0,0.349,0.348,0.353,0.346,0.362,0.367,0.382,0.413,0.415
mDC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.007
mDC_p38,0.0,0.0,0.0,0.0,0.007,0.01,0.01,0.01,0.025,0.03
mDC_STAT3,0.0,0.0,0.0,0.0,0.0,0.012,0.018,0.018,0.018,0.021
mDC_Frequency,0.0,0.159,0.472,0.615,0.681,0.7,0.705,0.721,0.736,0.761
MDSC_CREB,0.0,0.019,0.027,0.042,0.047,0.054,0.073,0.09,0.093,0.124
MDSC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.009,0.041,0.041
MDSC_STAT3,0.0,0.0,0.009,0.014,0.028,0.05,0.058,0.058,0.062,0.092
MDSC_MAPKAPK2,0.0,0.019,0.044,0.052,0.056,0.065,0.073,0.073,0.073,0.101
MDSC_Frequency,0.0,0.82,0.896,0.919,0.919,0.941,0.953,0.953,0.953,0.961
NKT_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
Th1mem_STAT3,0.0,0.128,0.25,0.307,0.352,0.384,0.418,0.44,0.448,0.466
Th1naive_CREB,0.0,0.389,0.568,0.658,0.694,0.715,0.753,0.795,0.806,0.818
Th1naive_p38,0.0,0.75,0.88,0.889,0.898,0.901,0.901,0.901,0.901,0.901
Th1naive_STAT3,0.0,0.0,0.0,0.0,0.0,0.013,0.013,0.026,0.028,0.042
Th1naive_MAPKAPK2,0.0,0.106,0.204,0.211,0.238,0.283,0.292,0.32,0.324,0.329
Tregmem_Frequency,0.0,0.964,0.989,0.998,0.998,0.998,1.0,1.0,1.0,1.0
Tregnaive_STAT3,0.0,0.545,0.692,0.77,0.809,0.835,0.85,0.857,0.879,0.882
Tregnaive_IkB,0.0,0.0,0.007,0.015,0.024,0.04,0.04,0.046,0.064,0.064
