,Spearman corr,pvalue
NK_STAT1_IFNa,0.4401773952433347,8.756062881440614e-10
CD69negCD56loCD16negNK_STAT1_IFNa,0.4392358948736677,9.59830471736295e-10
CD56loCD16negNK_STAT1_IFNa,0.4392066758966781,9.625657748305636e-10
CD69posCD56loCD16negNK_STAT1_IFNa,0.41636501118108915,8.213212124502627e-09
Bcells_STAT1_IFNa,0.4040605753154405,2.4435368906418035e-08
CD56hiCD16negNK_STAT1_IL246,0.3931467501356644,6.198256329914824e-08
CD56hiCD16negNK_STAT1_IFNa,0.38300776130221903,1.428745276679821e-07
NKT_STAT1_IFNa,0.3821679862598493,1.5291486013027037e-07
CD62LposCD8Tnaive_STAT1_IFNa,0.37328108851765873,3.1013888377708223e-07
mDCs_STAT1_IFNa,0.37188290635948656,3.4597594608820884e-07
CD8Tcells_STAT1_IFNa,0.36373514051670125,6.477095604705487e-07
CD4posTnaive_STAT1_IFNa,0.36271139413772996,6.999566055140297e-07
CD8Tcm_STAT1_IFNa,0.3615036764221571,7.667719924254949e-07
pDCs_STAT1_IFNa,0.3599518240887059,8.616008933265749e-07
CCR2poscMCs_STAT1_IFNa,0.3597418803281135,8.752588780768295e-07
CD8Tmem_STAT1_IFNa,0.3592116100049676,9.106821667718007e-07
cMCs_STAT1_IFNa,0.35750825186490337,1.033962865465198e-06
CD62LposCD4Tnaive_STAT1_IFNa,0.35619880882203314,1.13939667849107e-06
CD4Tcells_STAT3_unstim,0.35408532553983896,1.3315039997128105e-06
MDSCs_STAT1_IFNa,0.35024463062213873,1.76224006004069e-06
CD62LposCD8Tnaive_STAT3_unstim,0.3462759645111062,2.3451425947478512e-06
CCR2posintMCs_STAT1_IFNa,0.34622431582522717,2.3538198162870575e-06
CD8Tem_STAT1_IFNa,0.345988399640644,2.3938448972312213e-06
intMCs_STAT1_IFNa,0.3449451739436795,2.578732048054653e-06
CD4Tcells_STAT1_IFNa,0.3439365781453696,2.770342661288235e-06
CD4Tef_STAT1_IFNa,0.3429095852133994,2.9793208841759545e-06
CD69posCD8Tmem_STAT1_IFNa,0.342284082668954,3.1138585488243028e-06
CD4Tcm_STAT1_IFNa,0.34195185207873807,3.187646542356977e-06
CCR5posCCR2posCD4Tcm_STAT1_IFNa,0.3419020715994224,3.1988449275087477e-06
Granulocytes,-0.34078074426028937,3.4612308638499296e-06
CD8Tnaive_STAT1_IFNa,0.3375148963136405,4.3470114779951045e-06
TCRgdposT_STAT1_IFNa,0.33371210056765205,5.649535434065074e-06
CD4Tcm_STAT3_unstim,0.33193432521403116,6.378333208524918e-06
CD62LposCD4Tnaive_STAT3_unstim,0.3313248315859015,6.64810145632639e-06
CD4posTnaive_STAT3_unstim,0.33062923238968944,6.969196981517197e-06
CD4Tmem_STAT1_IFNa,0.32800898913300225,8.315725488339738e-06
CCR5posCCR2posCD4Tem_STAT1_IFNa,0.3212648163700539,1.3005638653961421e-05
Tregs_STAT1_IFNa,0.31114206411963374,2.4949492104422774e-05
CD4Tcells_MAPKAPK2_IFNa,0.3057297209496694,3.500805727410939e-05
CD69posCD4Tmem_STAT1_IFNa,0.3031512150051263,4.104338432744751e-05
CD4Tem_STAT1_IFNa,0.2963475221038657,6.200346339927672e-05
Th1_STAT3_unstim,0.2914142080007399,8.309180271240969e-05
CD69posCD8Tmem_MAPKAPK2_IFNa,0.2899994585236804,9.028028520503756e-05
Th1_STAT1_IFNa,0.28856553456561773,9.815742290738643e-05
CD4Tef_STAT3_unstim,0.2838985208600909,0.0001284783603256195
CD4Tcm_MAPKAPK2_IFNa,0.28127697672680313,0.00014914418131811995
CD8Tnaive_STAT3_unstim,0.27985611167815777,0.0001616025290252547
Th1_STAT1_IL246,0.2773481557047636,0.0001859909359133098
CD8Tef_STAT1_IFNa,0.2771290105349955,0.00018827741564599878
CD4Tmem_MAPKAPK2_IFNa,0.27049591694681285,0.0002712266928299686
CD69posCD8Tmem_MAPKAPK2_unstim,-0.26823487952145986,0.0003065186794676065
Granulocytes_S6_unstim,-0.2660689427028416,0.00034428155321055944
CCR2posintMCs_IkB_IFNa,0.2654315364755851,0.0003561902662757404
CD4posTnaive_STAT1_IL246,0.2613655629110397,0.0004416016744742418
CD8Tcells_MAPKAPK2_IFNa,0.2577778086847398,0.0005323237004511716
CD4Tcells_STAT1_IL246,0.2565529603478881,0.0005670445412546218
Tregs_MAPKAPK2_IFNa,0.2520776175555993,0.0007124562188980985
Tregs_STAT1_IL246,0.2519356499782599,0.0007175866882443185
Granulocytes_IkB_IFNa,0.25168347414779724,0.0007267838864284525
CD62LposCD8Tnaive_STAT1_IL246,0.25107748303785565,0.0007493308538805223
CD62LposCD4Tnaive_STAT1_IL246,0.2504213794622782,0.0007744671238287614
intMCs_CREB_unstim,-0.24962732502761487,0.0008059256461703907
CCR5posCCR2posCD4Tcm_IkB_unstim,-0.2466069501884417,0.0009366296675730686
CCR2posintMCs_CREB_unstim,-0.24640999274640318,0.0009457946045698522
CD56hiCD16negNK_MAPKAPK2_unstim,-0.24552652255200483,0.000987926705641651
CD62LposCD4Tnaive_MAPKAPK2_IFNa,0.24505185214333533,0.0010112683565051742
CCR5posCCR2posCD4Tcm_MAPKAPK2_unstim,-0.24461350083306588,0.0010332724241654226
TCRgdposT_MAPKAPK2_IFNa,0.24405864569514749,0.0010617544216992008
CD4Tef_STAT1_IL246,0.24374482979114384,0.0010781803542895486
CD62LposCD4Tnaive_STAT3_IL246,-0.24313314035908098,0.0011108693601938951
CD8Tmem_CREB_IFNa,0.2402666929267576,0.0012765001120720757
CD69negCD56loCD16negNK_STAT3_IL246,0.23980434315188043,0.0013052401854341067
CD8Tnaive_STAT1_IL246,0.2395255951742908,0.0013228522306641074
CD8Tem_CREB_IFNa,0.23872290651709815,0.0013747895647811513
CD56loCD16negNK_STAT3_IL246,0.23824166982054185,0.0014068148519126849
DCs_STAT6_IL246,-0.23764254707011082,0.001447637719067604
intMCs_ERK_GMCSF,-0.236123836226754,0.0015560150743773485
MDSCs_CREB_unstim,-0.23609137071433006,0.001558410668249437
cMCs_IkB_IFNa,0.23573316789391935,0.001585066470712543
CD4posTnaive_STAT3_IL246,-0.2346120255315462,0.0016712086934865943
mDCs_CREB_unstim,-0.23457739565162733,0.0016739361795529018
NK_CREB_IFNa,0.23445763389877622,0.0016834000700108338
Granulocytes_NFkB_GMCSF,-0.23412720721268215,0.0017097648540545208
ncMCs_CREB_GMCSF,-0.23313376253250984,0.0017913156113928106
NKT_CREB_IFNa,0.2327666256192543,0.0018223395979028252
NK_STAT3_IL246,0.23098454561004553,0.0019799992382364185
MDSCs,-0.23036878305773828,0.002037296799736128
CCR2poscMCs_IkB_IFNa,0.2289565332672972,0.002174446943806339
CD8Tef_IkB_unstim,-0.22811658779125812,0.002259945047029573
