,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
Bcells_p38,0.0,0.108,0.161,0.198,0.218,0.239,0.262,0.283,0.299,0.321
Bcells_Frequency,0.0,0.052,0.086,0.116,0.13,0.146,0.158,0.17,0.178,0.193
CCR2nncMC_Frequency,0.0,0.336,0.387,0.434,0.458,0.48,0.498,0.515,0.53,0.55
CCR2pcMC_CREB,0.0,0.123,0.183,0.217,0.241,0.269,0.295,0.309,0.324,0.343
CCR2pcMC_p38,0.0,0.001,0.004,0.016,0.02,0.025,0.029,0.032,0.036,0.044
CCR2pcMC_MAPKAPK2,0.0,0.022,0.037,0.041,0.051,0.065,0.074,0.085,0.097,0.109
CCR2pcMC_Frequency,0.0,0.079,0.123,0.147,0.169,0.189,0.212,0.227,0.242,0.26
CD41hiCD61hiPLT_p38,0.0,0.793,0.803,0.807,0.817,0.826,0.831,0.837,0.842,0.847
CD41hiCD61hiPLT_S6,0.0,0.684,0.702,0.711,0.712,0.716,0.722,0.727,0.728,0.729
CD4Tcm_STAT3,0.0,0.258,0.299,0.319,0.342,0.362,0.37,0.382,0.405,0.414
CD4Tcm_Frequency,0.0,0.37,0.434,0.462,0.488,0.508,0.527,0.543,0.553,0.561
CD4Tem_Frequency,0.0,0.292,0.402,0.472,0.513,0.55,0.584,0.611,0.63,0.655
CD4Tnaive_STAT3,0.0,0.087,0.121,0.14,0.151,0.164,0.178,0.193,0.203,0.216
CD4Tnaive_Frequency,0.0,0.105,0.169,0.199,0.228,0.251,0.26,0.275,0.292,0.313
CD56dimCD16pNKcells_Frequency,0.0,0.244,0.374,0.42,0.45,0.473,0.496,0.513,0.526,0.541
CD62LnAgedNeutrophils_p38,0.0,0.112,0.171,0.211,0.248,0.268,0.281,0.3,0.317,0.335
CD62LpImmatureNeutrophils_Frequency,0.0,0.701,0.754,0.785,0.813,0.831,0.852,0.863,0.873,0.878
CD8Tcm_Frequency,0.0,0.0,0.0,0.002,0.019,0.028,0.043,0.06,0.073,0.092
CD8Tem_Frequency,0.0,0.733,0.797,0.828,0.843,0.861,0.88,0.893,0.907,0.917
CD8Tnaive_Frequency,0.0,0.24,0.436,0.518,0.562,0.604,0.634,0.656,0.694,0.707
CD8Trm_Frequency,0.0,0.441,0.504,0.536,0.564,0.592,0.605,0.618,0.634,0.653
gdTcells_Frequency,0.0,0.553,0.633,0.658,0.664,0.678,0.686,0.701,0.711,0.718
intMC_CREB,0.0,0.15,0.181,0.225,0.256,0.276,0.289,0.314,0.337,0.362
intMC_p38,0.0,0.002,0.003,0.008,0.01,0.015,0.022,0.031,0.038,0.044
intMC_Frequency,0.0,0.277,0.295,0.309,0.325,0.336,0.347,0.358,0.371,0.39
mDC_CREB,0.0,0.001,0.005,0.005,0.008,0.009,0.014,0.017,0.026,0.033
mDC_p38,0.0,0.003,0.012,0.014,0.018,0.019,0.02,0.023,0.024,0.031
mDC_STAT3,0.0,0.0,0.005,0.012,0.023,0.027,0.036,0.041,0.043,0.05
mDC_Frequency,0.0,0.297,0.525,0.599,0.637,0.66,0.682,0.694,0.702,0.709
MDSC_CREB,0.0,0.156,0.195,0.223,0.249,0.266,0.283,0.297,0.315,0.332
MDSC_p38,0.0,0.0,0.0,0.0,0.002,0.006,0.01,0.015,0.017,0.019
MDSC_STAT3,0.0,0.002,0.005,0.014,0.019,0.026,0.031,0.04,0.046,0.058
MDSC_MAPKAPK2,0.0,0.068,0.087,0.105,0.116,0.137,0.159,0.172,0.189,0.204
MDSC_Frequency,0.0,0.418,0.512,0.561,0.598,0.628,0.653,0.674,0.689,0.697
NKT_Frequency,0.0,0.0,0.004,0.017,0.029,0.042,0.049,0.062,0.073,0.084
Th1mem_STAT3,0.0,0.213,0.332,0.4,0.44,0.466,0.489,0.506,0.529,0.543
Th1naive_CREB,0.0,0.32,0.411,0.461,0.501,0.53,0.559,0.587,0.608,0.633
Th1naive_p38,0.0,0.388,0.515,0.589,0.628,0.656,0.684,0.701,0.714,0.721
Th1naive_STAT3,0.0,0.008,0.02,0.035,0.041,0.049,0.055,0.061,0.077,0.087
Th1naive_MAPKAPK2,0.0,0.103,0.206,0.25,0.275,0.295,0.318,0.337,0.356,0.372
Tregmem_Frequency,0.0,0.762,0.832,0.865,0.881,0.895,0.905,0.915,0.919,0.922
Tregnaive_STAT3,0.0,0.226,0.33,0.368,0.392,0.413,0.442,0.464,0.476,0.486
Tregnaive_IkB,0.0,0.013,0.034,0.05,0.068,0.078,0.09,0.095,0.104,0.112
