,Max Proba
artificial.966,0.383
artificial.999,0.372
artificial.1143,0.245
artificial.229,0.199
artificial.865,0.185
artificial.671,0.174
artificial.287,0.154
artificial.1151,0.149
artificial.1091,0.145
artificial.1280,0.144
artificial.427,0.139
artificial.1182,0.121
artificial.1436,0.115
artificial.1217,0.113
artificial.233,0.11
artificial.807,0.106
artificial.819,0.104
artificial.493,0.1
artificial.674,0.1
artificial.519,0.094
artificial.730,0.085
artificial.1401,0.084
artificial.948,0.082
artificial.910,0.082
artificial.675,0.081
artificial.646,0.08
artificial.426,0.08
artificial.1100,0.079
artificial.1373,0.079
artificial.968,0.078
artificial.275,0.078
artificial.933,0.078
artificial.610,0.076
artificial.211,0.073
artificial.768,0.072
artificial.249,0.071
artificial.1190,0.07
artificial.235,0.07
artificial.297,0.068
artificial.64,0.067
artificial.173,0.067
artificial.884,0.066
artificial.766,0.065
artificial.444,0.064
artificial.1358,0.063
artificial.107,0.061
artificial.300,0.06
artificial.23,0.058
artificial.17,0.058
artificial.294,0.058
artificial.990,0.056
artificial.808,0.056
artificial.1120,0.054
artificial.168,0.054
artificial.380,0.054
artificial.232,0.054
artificial.1363,0.053
artificial.986,0.053
artificial.257,0.052
artificial.45,0.051
artificial.643,0.05
artificial.1092,0.047
artificial.985,0.046
artificial.1215,0.045
artificial.823,0.045
artificial.385,0.042
artificial.1022,0.042
artificial.608,0.041
artificial.314,0.041
artificial.494,0.04
artificial.135,0.039
artificial.1096,0.039
artificial.182,0.039
artificial.849,0.039
artificial.873,0.039
artificial.497,0.039
artificial.248,0.039
artificial.1264,0.038
artificial.525,0.038
artificial.1218,0.038
artificial.441,0.038
artificial.1324,0.037
artificial.1147,0.036
artificial.43,0.036
artificial.545,0.035
artificial.618,0.034
artificial.746,0.034
artificial.98,0.034
artificial.342,0.034
artificial.805,0.034
artificial.1416,0.033
artificial.1128,0.033
artificial.994,0.033
artificial.68,0.033
artificial.1133,0.033
artificial.245,0.032
artificial.1223,0.032
artificial.1212,0.032
artificial.1349,0.031
artificial.872,0.031
artificial.1372,0.031
