,Max Proba
artificial.30,0.447
artificial.132,0.382
artificial.14,0.38
artificial.94,0.265
artificial.133,0.232
artificial.125,0.232
artificial.17,0.206
artificial.134,0.204
artificial.55,0.177
artificial.41,0.145
artificial.23,0.139
artificial.2,0.137
artificial.34,0.131
artificial.66,0.123
artificial.162,0.111
artificial.146,0.106
artificial.181,0.106
artificial.180,0.104
artificial.120,0.103
artificial.83,0.102
artificial.178,0.1
artificial.164,0.1
artificial.88,0.1
artificial.147,0.098
artificial.153,0.098
artificial.96,0.096
artificial.182,0.095
artificial.113,0.084
artificial.171,0.083
artificial.145,0.078
artificial.104,0.075
artificial.73,0.074
artificial.135,0.072
artificial.75,0.071
artificial.168,0.07
artificial.57,0.069
artificial.12,0.066
artificial.170,0.066
artificial.98,0.063
artificial.78,0.059
artificial.58,0.058
artificial.44,0.054
artificial.71,0.05
artificial.74,0.049
artificial.8,0.048
artificial.102,0.048
artificial.167,0.046
artificial.28,0.045
artificial.148,0.044
artificial.115,0.043
artificial.95,0.04
artificial.175,0.04
artificial.51,0.04
artificial.138,0.04
artificial.4,0.04
artificial.63,0.04
artificial.108,0.037
artificial.154,0.036
artificial.59,0.035
artificial.31,0.035
artificial.143,0.034
artificial.32,0.032
artificial.36,0.032
artificial.79,0.031
artificial.111,0.03
artificial.76,0.03
artificial.117,0.027
artificial.24,0.027
artificial.29,0.027
artificial.33,0.026
artificial.142,0.025
artificial.169,0.024
artificial.179,0.022
artificial.35,0.021
artificial.159,0.021
artificial.105,0.018
artificial.85,0.017
artificial.112,0.017
artificial.97,0.016
artificial.136,0.016
artificial.7,0.015
artificial.20,0.015
artificial.118,0.014
artificial.38,0.014
artificial.82,0.013
artificial.15,0.012
artificial.27,0.012
artificial.25,0.011
artificial.149,0.011
artificial.42,0.01
artificial.93,0.01
artificial.173,0.009
artificial.49,0.009
artificial.86,0.009
artificial.3,0.008
artificial.77,0.008
artificial.39,0.008
artificial.48,0.008
artificial.177,0.008
artificial.122,0.008
artificial.52,0.008
artificial.13,0.008
artificial.61,0.006
artificial.87,0.006
artificial.56,0.006
artificial.22,0.006
artificial.43,0.006
artificial.6,0.006
artificial.45,0.005
artificial.40,0.005
artificial.126,0.005
artificial.156,0.005
artificial.127,0.005
artificial.10,0.005
artificial.53,0.005
artificial.26,0.005
artificial.54,0.005
artificial.72,0.005
artificial.19,0.004
artificial.166,0.004
artificial.106,0.004
artificial.11,0.004
artificial.137,0.004
artificial.70,0.004
artificial.80,0.004
artificial.161,0.004
artificial.163,0.003
artificial.157,0.003
artificial.150,0.003
artificial.151,0.003
artificial.1,0.003
artificial.91,0.003
artificial.90,0.003
artificial.116,0.003
artificial.121,0.003
artificial.89,0.002
artificial.141,0.002
artificial.62,0.002
artificial.99,0.002
artificial.37,0.002
artificial.139,0.002
artificial.21,0.002
artificial.124,0.002
artificial.5,0.002
artificial.152,0.002
artificial.176,0.001
artificial.69,0.001
artificial.81,0.001
artificial.160,0.001
artificial.158,0.001
artificial.16,0.001
artificial.155,0.001
artificial.92,0.001
artificial.129,0.001
artificial.110,0.001
artificial.140,0.001
artificial.119,0.001
artificial.100,0.0
artificial.60,0.0
artificial.9,0.0
artificial.128,0.0
artificial.18,0.0
artificial.123,0.0
artificial.174,0.0
artificial.46,0.0
artificial.172,0.0
artificial.47,0.0
artificial.50,0.0
artificial.144,0.0
artificial.101,0.0
artificial.64,0.0
artificial.65,0.0
artificial.165,0.0
artificial.67,0.0
artificial.68,0.0
artificial.114,0.0
artificial.109,0.0
artificial.84,0.0
artificial.107,0.0
artificial.130,0.0
artificial.103,0.0
artificial.131,0.0
