,C'=' 0.043,C'=' 0.513,C'=' 0.983,C'=' 1.453,C'=' 1.923,C'=' 2.393,C'=' 2.863,C'=' 3.333,C'=' 3.803,C'=' 4.273
Bcells_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_S6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_NFkB,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Bcells_Frequency,0.0,0.002,0.005,0.006,0.005,0.005,0.005,0.005,0.005,0.005
CCR2nncMC_CREB,0.0,0.017,0.02,0.023,0.022,0.019,0.022,0.022,0.024,0.024
CCR2nncMC_STAT3,0.0,0.008,0.008,0.013,0.015,0.015,0.015,0.015,0.015,0.015
CCR2nncMC_S6,0.0,0.223,0.248,0.261,0.266,0.27,0.274,0.278,0.281,0.29
CCR2nncMC_NFkB,0.0,0.066,0.086,0.091,0.091,0.096,0.101,0.103,0.104,0.104
CCR2nncMC_Frequency,0.0,0.03,0.037,0.038,0.04,0.039,0.04,0.042,0.042,0.042
CCR2pcMC_CREB,0.0,0.002,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_S6,0.0,0.016,0.024,0.029,0.028,0.032,0.033,0.038,0.042,0.043
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_NFkB,0.0,0.028,0.031,0.037,0.04,0.042,0.044,0.043,0.044,0.046
CCR2pcMC_ERK,0.0,0.001,0.002,0.004,0.005,0.006,0.008,0.007,0.009,0.008
CCR2pcMC_MAPKAPK2,0.0,0.002,0.003,0.003,0.003,0.005,0.005,0.005,0.005,0.005
CCR2pcMC_Frequency,0.0,0.024,0.027,0.028,0.03,0.031,0.031,0.033,0.033,0.031
CD41hiCD61hiPLT_p38,0.0,0.051,0.067,0.073,0.076,0.076,0.079,0.084,0.082,0.081
CD41hiCD61hiPLT_S6,0.0,0.001,0.002,0.004,0.004,0.003,0.004,0.003,0.004,0.004
CD41hiCD61hiPLT_MAPKAPK2,0.0,0.111,0.14,0.149,0.153,0.157,0.158,0.156,0.158,0.165
CD4Tcm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT5,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.001
CD4Tcm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_IkB,0.0,0.002,0.001,0.002,0.002,0.004,0.006,0.006,0.006,0.007
CD4Tcm_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_Frequency,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001
CD4Tem_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_STAT5,0.0,0.004,0.004,0.004,0.005,0.005,0.005,0.007,0.006,0.007
CD4Tem_STAT3,0.0,0.003,0.004,0.003,0.003,0.003,0.004,0.006,0.006,0.008
CD4Tem_IkB,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.002
