,Max Proba
CD56loCD16posNK_153Eu_STAT1_IFNa,0.995
Granulocytes_167Er_ERK_GMCSF,0.532
intMCs_167Er_ERK_GMCSF,0.456
Granulocytes_155Gd_S6_unstim,0.392
CD4negCD8negTcells_168Er_STAT6_unstim,0.384
mDCs_153Eu_STAT1_IFNa,0.384
CD4Tem_168Er_STAT6_IFNa,0.363
Bcells_153Eu_STAT1_IFNa,0.34
CD56hiCD16negNK_159Tb_MAPKAPK2_unstim,0.313
CD56hiCD16negNK_159Tb_MAPKAPK2_LPS,0.306
NKT_153Eu_STAT1_IFNa,0.305
Granulocytes_153Eu_STAT1_IFNa,0.297
CD4Tnaive_150Nd_STAT5_unstim,0.281
Granulocytes_155Gd_S6_LPS,0.26
CD56hiCD16negNK_153Eu_STAT1_IFNa,0.246
CD4Teff_168Er_STAT6_IFNa,0.213
Granulocytes_156Gd_IkB_unstim,0.199
MDSCs_153Eu_STAT1_IFNa,0.197
Granulocytes_149Sm_CREB_GMCSF,0.19
CD4negCD8negTcells_166Er_NFkB_unstim,0.187
MDSCs_155Gd_S6_IFNa,0.152
ncMCs_149Sm_CREB_LPS,0.144
Granulocytes_150Nd_STAT5_IL246,0.131
cMCs_149Sm_CREB_unstim,0.125
Granulocytes_151Eu_p38_LPS,0.121
CD56hiCD16negNK_159Tb_MAPKAPK2_IL246,0.116
CD56hiCD16negNK_166Er_NFkB_IFNa,0.115
CD56hiCD16negNK_166Er_NFkB_LPS,0.113
Granulocytes_156Gd_IkB_LPS,0.105
MDSCs_149Sm_CREB_GMCSF,0.103
CD56loCD16posNK_150Nd_STAT5_IL246,0.099
pDCs_153Eu_STAT1_IFNa,0.093
TTL$EGA,0.09
intMCs_153Eu_STAT1_IFNa,0.088
CD4Tem_154Sm_STAT3_IL246,0.087
MDSCs_159Tb_MAPKAPK2_GMCSF,0.084
MDSCs_155Gd_S6_GMCSF,0.079
MDSCs_159Tb_MAPKAPK2_LPS,0.074
Granulocytes_168Er_STAT6_IL246,0.072
CD4Tnaive_153Eu_STAT1_IL246,0.072
pDCs_159Tb_MAPKAPK2_IL246,0.07
ncMCs_155Gd_S6_unstim,0.068
pDCs_155Gd_S6_IL246,0.063
pDCs_155Gd_S6_IFNa,0.06
mDCs_155Gd_S6_LPS,0.058
Bcells_150Nd_STAT5_IL246,0.054
pDCs_166Er_NFkB_IL246,0.052
CD8Tem_153Eu_STAT1_IFNa,0.05
CD8Tcm_154Sm_STAT3_IL246,0.05
CD56hiCD16negNK_149Sm_CREB_IL246,0.047
CD8Teff_168Er_STAT6_IFNa,0.046
CD8Tcm_153Eu_STAT1_IFNa,0.045
cMCs_153Eu_STAT1_IFNa,0.044
ncMCs_154Sm_STAT3_IL246,0.041
CD8Tcm_168Er_STAT6_IFNa,0.039
CD56hiCD16negNK_166Er_NFkB_IL246,0.038
pDCs_167Er_ERK_GMCSF,0.038
intMCs_168Er_STAT6_IFNa,0.037
pDCs_166Er_NFkB_GMCSF,0.037
pDCs_166Er_NFkB_IFNa,0.034
cMCs_159Tb_MAPKAPK2_LPS,0.034
CD8Teff_153Eu_STAT1_IFNa,0.033
ncMCs_167Er_ERK_LPS,0.033
mDCs_168Er_STAT6_IFNa,0.033
cMCs_167Er_ERK_GMCSF,0.033
CD4negCD8negTcells_153Eu_STAT1_IFNa,0.032
MDSCs_155Gd_S6_LPS,0.031
MDSCs_149Sm_CREB_unstim,0.03
pDCs_155Gd_S6_GMCSF,0.027
CD56loCD16posNK_154Sm_STAT3_IL246,0.027
Bcells_155Gd_S6_unstim,0.027
MDSCs_155Gd_S6_unstim,0.024
CD8Teff_154Sm_STAT3_IL246,0.023
pDCs_149Sm_CREB_GMCSF,0.022
ncMCs_159Tb_MAPKAPK2_LPS,0.021
mDCs_149Sm_CREB_GMCSF,0.021
CD4negCD8negTcells_168Er_STAT6_IFNa,0.021
CD56hiCD16negNK_166Er_NFkB_unstim,0.021
Tregs_153Eu_STAT1_IFNa,0.02
Bcells_168Er_STAT6_IFNa,0.019
mDCs_151Eu_p38_LPS,0.017
NKT_166Er_NFkB_unstim,0.015
Granulocytes_150Nd_STAT5_unstim,0.014
Granulocytes_154Sm_STAT3_GMCSF,0.014
pDCs_159Tb_MAPKAPK2_GMCSF,0.014
CD8Tnaive_168Er_STAT6_IFNa,0.013
CD56hiCD16negNK_154Sm_STAT3_IL246,0.013
pDCs_150Nd_STAT5_IFNa,0.013
CD8Teff_155Gd_S6_unstim,0.013
pDCs_150Nd_STAT5_GMCSF,0.012
CD8Teff_150Nd_STAT5_IFNa,0.012
CD4Teff_153Eu_STAT1_IFNa,0.011
CD4Teff_166Er_NFkB_unstim,0.011
CD8Tem_166Er_NFkB_unstim,0.011
cMCs_168Er_STAT6_IFNa,0.011
CD4Teff_150Nd_STAT5_IFNa,0.011
CD8Teff_166Er_NFkB_unstim,0.011
Granulocytes_150Nd_STAT5_IFNa,0.011
MDSCs_150Nd_STAT5_IL246,0.01
mDCs_155Gd_S6_unstim,0.01
CD4Tcm_168Er_STAT6_IFNa,0.01
cMCs_159Tb_MAPKAPK2_GMCSF,0.009
NKT_168Er_STAT6_unstim,0.009
pDCs_166Er_NFkB_unstim,0.009
ncMCs_153Eu_STAT1_IFNa,0.009
Tregs_168Er_STAT6_IFNa,0.009
mDCs_159Tb_MAPKAPK2_GMCSF,0.009
pDCs_149Sm_CREB_IL246,0.009
CD4Tnaive_150Nd_STAT5_IFNa,0.009
Granulocytes_149Sm_CREB_LPS,0.009
CD8Tcm_166Er_NFkB_unstim,0.008
Granulocytes_154Sm_STAT3_unstim,0.008
NKT_154Sm_STAT3_IL246,0.008
pDCs_149Sm_CREB_IFNa,0.008
Granulocytes_159Tb_MAPKAPK2_LPS,0.008
CD56hiCD16negNK_168Er_STAT6_IFNa,0.008
pDCs_168Er_STAT6_IL246,0.008
CD4Teff_153Eu_STAT1_IL246,0.007
CD4Teff_154Sm_STAT3_IL246,0.007
mDCs_150Nd_STAT5_GMCSF,0.007
intMCs_159Tb_MAPKAPK2_GMCSF,0.007
CD4Tnaive_168Er_STAT6_IFNa,0.007
CD4Teff_155Gd_S6_unstim,0.007
CD4Teff_168Er_STAT6_unstim,0.007
