,Max Proba
ncMCs_156Gd_IkB_GMCSF,0.962
CD4Teff_151Eu_p38_IFNa,0.959
pDCs_159Tb_MAPKAPK2_IFNa,0.951
MDSCs_156Gd_IkB_IL246,0.932
NKT_167Er_ERK_IFNa,0.918
ncMCs_159Tb_MAPKAPK2_GMCSF,0.905
CD8Tcm_154Sm_STAT3_IL246,0.894
ncMCs_156Gd_IkB_IL246,0.892
ncMCs_167Er_ERK_IL246,0.891
NKT_155Gd_S6_IL246,0.888
CD56hiCD16negNK_149Sm_CREB_IFNa,0.877
ncMCs_155Gd_S6_unstim,0.875
Granulocytes_159Tb_MAPKAPK2_LPS,0.871
CD56hiCD16negNK_149Sm_CREB_LPS,0.867
CD4negCD8negTcells_166Er_NFkB_unstim,0.864
MDSCs_167Er_ERK_IFNa,0.863
mDCs_156Gd_IkB_IL246,0.861
Granulocytes_167Er_ERK_unstim,0.861
MDSCs_166Er_NFkB_unstim,0.859
ncMCs_156Gd_IkB_IFNa,0.857
MDSCs_156Gd_IkB_GMCSF,0.857
Bcells_155Gd_S6_unstim,0.853
CD8Teff_167Er_ERK_IFNa,0.852
pDCs_153Eu_STAT1_IL246,0.851
CD8Tcm_166Er_NFkB_unstim,0.85
NKT_155Gd_S6_IFNa,0.846
CD8Tnaive_149Sm_CREB_unstim,0.846
ncMCs_151Eu_p38_GMCSF,0.835
Tregs_166Er_NFkB_IFNa,0.834
CD4Teff_166Er_NFkB_unstim,0.82
MDSCs_156Gd_IkB_IFNa,0.819
Granulocytes_155Gd_S6_IFNa,0.809
Bcells_155Gd_S6_LPS,0.809
CD8Teff_166Er_NFkB_IFNa,0.802
mDCs_156Gd_IkB_GMCSF,0.8
CD56hiCD16negNK_156Gd_IkB_LPS,0.794
pDCs_155Gd_S6_IFNa,0.794
CD56hiCD16negNK_159Tb_MAPKAPK2_IFNa,0.792
CD56hiCD16negNK_156Gd_IkB_IL246,0.791
pDCs_156Gd_IkB_IFNa,0.784
CD4Tem_167Er_ERK_IFNa,0.781
Granulocytes_153Eu_STAT1_IFNa,0.776
Granulocytes_149Sm_CREB_IL246,0.776
MDSCs_155Gd_S6_IL246,0.776
Bcells_149Sm_CREB_unstim,0.775
pDCs_159Tb_MAPKAPK2_GMCSF,0.773
ncMCs_159Tb_MAPKAPK2_IL246,0.771
CD56hiCD16negNK_166Er_NFkB_IL246,0.77
NKT_159Tb_MAPKAPK2_IFNa,0.769
Bcells_155Gd_S6_IL246,0.768
