,Fold selected features,Fold nb of features
Fold 0,"['Frequency', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",9
Fold 1,"['Frequency', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",6
Fold 2,"['Frequency', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",6
Fold 3,['S6'],1
Fold 4,"['Frequency', 'CREB', 'STAT3', 'S6', 'IkB', 'ERK']",6
Fold 5,"['Frequency', 'CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",8
Fold 6,"['Frequency', 'CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",8
Fold 7,"['Frequency', 'S6', 'NFkB']",3
Fold 8,"['Frequency', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",6
Fold 9,"['Frequency', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",9
Fold 10,"['Frequency', 'CREB', 'STAT3', 'S6', 'NFkB', 'ERK']",6
Fold 11,"['Frequency', 'CREB', 'p38', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",8
Fold 12,"['Frequency', 'CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",8
Fold 13,"['Frequency', 'CREB', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",7
Fold 14,"['Frequency', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",7
Fold 15,"['Frequency', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",9
Fold 16,"['Frequency', 'CREB', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",7
Fold 17,"['Frequency', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",9
Fold 18,"['Frequency', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",9
Fold 19,"['Frequency', 'CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK']",7
Fold 20,"['Frequency', 'CREB', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",7
Fold 21,"['Frequency', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",9
Fold 22,"['Frequency', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",6
Fold 23,"['Frequency', 'CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",8
Fold 24,"['Frequency', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",7
Fold 25,"['Frequency', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",9
Fold 26,"['Frequency', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",9
Fold 27,"['Frequency', 'CREB', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",7
Fold 28,"['Frequency', 'S6', 'NFkB']",3
Fold 29,"['Frequency', 'CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK']",7
Fold 30,"['Frequency', 'CREB', 'p38', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",8
Fold 31,"['Frequency', 'CREB', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",8
Fold 32,"['Frequency', 'CREB', 'STAT3', 'S6', 'NFkB', 'ERK']",6
Fold 33,"['Frequency', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",9
Fold 34,"['Frequency', 'S6', 'IkB', 'NFkB', 'ERK', 'MAPKAPK2']",6
Fold 35,"['Frequency', 'CREB', 'p38', 'STAT3', 'S6', 'IkB', 'ERK', 'MAPKAPK2']",8
