,C'=' 0.044,C'=' 0.530,C'=' 1.015,C'=' 1.501,C'=' 1.986,C'=' 2.472,C'=' 2.957,C'=' 3.443,C'=' 3.928,C'=' 4.414
artificial.1,0.0,0.032,0.049,0.054,0.062,0.06,0.062,0.065,0.066,0.067
artificial.2,0.0,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.004
artificial.3,0.0,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005
artificial.4,0.0,0.018,0.018,0.019,0.021,0.024,0.023,0.025,0.024,0.026
artificial.5,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.6,0.0,0.001,0.002,0.004,0.004,0.005,0.006,0.005,0.006,0.006
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
artificial.8,0.0,0.02,0.029,0.035,0.036,0.039,0.041,0.041,0.042,0.041
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.10,0.0,0.108,0.122,0.128,0.128,0.131,0.133,0.136,0.139,0.138
artificial.11,0.0,0.001,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.003
artificial.12,0.0,0.013,0.019,0.025,0.028,0.028,0.031,0.028,0.034,0.031
artificial.13,0.0,0.03,0.04,0.043,0.044,0.046,0.05,0.052,0.052,0.053
artificial.14,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.005,0.004,0.004
artificial.15,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.16,0.0,0.027,0.041,0.045,0.048,0.05,0.051,0.05,0.051,0.049
artificial.17,0.0,0.009,0.014,0.016,0.018,0.019,0.017,0.019,0.019,0.021
artificial.18,0.0,0.001,0.004,0.005,0.004,0.004,0.004,0.006,0.005,0.005
artificial.19,0.0,0.017,0.021,0.018,0.021,0.023,0.024,0.025,0.026,0.026
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.0,0.009,0.024,0.038,0.043,0.049,0.049,0.051,0.052,0.052
artificial.22,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.001
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.016,0.026,0.03,0.031,0.032,0.033,0.033,0.031,0.033
artificial.25,0.0,0.01,0.013,0.016,0.02,0.021,0.02,0.021,0.021,0.022
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.0,0.055,0.067,0.072,0.073,0.074,0.076,0.078,0.08,0.081
artificial.28,0.0,0.05,0.057,0.06,0.059,0.058,0.058,0.06,0.061,0.06
artificial.29,0.0,0.019,0.026,0.032,0.033,0.037,0.037,0.039,0.038,0.039
artificial.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.31,0.0,0.013,0.017,0.019,0.021,0.021,0.021,0.021,0.022,0.022
artificial.32,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002
artificial.33,0.0,0.006,0.013,0.016,0.015,0.016,0.016,0.017,0.016,0.02
artificial.34,0.0,0.001,0.001,0.001,0.002,0.002,0.005,0.004,0.005,0.005
artificial.35,0.0,0.136,0.174,0.183,0.187,0.195,0.194,0.198,0.193,0.197
artificial.36,0.0,0.04,0.047,0.048,0.049,0.051,0.051,0.051,0.05,0.053
artificial.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.0,0.005,0.015,0.02,0.023,0.025,0.027,0.03,0.029,0.032
artificial.40,0.0,0.011,0.012,0.013,0.015,0.014,0.015,0.015,0.012,0.016
artificial.41,0.0,0.003,0.005,0.006,0.006,0.006,0.006,0.006,0.006,0.006
artificial.42,0.0,0.002,0.002,0.002,0.004,0.006,0.006,0.007,0.007,0.008
artificial.43,0.0,0.012,0.012,0.013,0.014,0.014,0.015,0.015,0.015,0.016
artificial.44,0.0,0.016,0.021,0.023,0.022,0.023,0.023,0.024,0.025,0.024
artificial.45,0.0,0.11,0.146,0.151,0.157,0.165,0.166,0.171,0.169,0.172
artificial.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.0,0.006,0.01,0.009,0.01,0.01,0.013,0.013,0.012,0.013
artificial.48,0.0,0.077,0.113,0.116,0.12,0.123,0.123,0.126,0.13,0.13
artificial.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.50,0.0,0.045,0.066,0.07,0.073,0.072,0.073,0.074,0.08,0.08
artificial.51,0.0,0.0,0.001,0.002,0.003,0.003,0.003,0.003,0.004,0.003
artificial.52,0.0,0.007,0.01,0.012,0.013,0.013,0.014,0.014,0.014,0.014
artificial.53,0.0,0.009,0.012,0.013,0.015,0.015,0.015,0.015,0.015,0.015
artificial.54,0.0,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.006
artificial.55,0.0,0.02,0.024,0.027,0.03,0.031,0.032,0.033,0.035,0.035
artificial.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.0,0.063,0.082,0.086,0.088,0.09,0.089,0.092,0.093,0.096
artificial.58,0.0,0.001,0.002,0.004,0.006,0.005,0.007,0.007,0.008,0.008
artificial.59,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.002
artificial.60,0.0,0.012,0.014,0.013,0.013,0.014,0.014,0.015,0.016,0.016
artificial.61,0.0,0.004,0.012,0.014,0.014,0.015,0.015,0.015,0.016,0.016
