,Max Proba
CD62LnAgedNeutrophils_S6,0.429
Th1naive_S6,0.429
Th1naive_CREB,0.351
CCR2nncMC_Frequency,0.336
CD4Tnaive_Frequency,0.32
CD62LpImmatureNeutrophils_S6,0.319
gdTcells_Frequency,0.302
CCR2pcMC_Frequency,0.295
CD56dimCD16pNKcells_Frequency,0.282
MDSC_Frequency,0.196
CD4Tem_Frequency,0.164
CD62LpImmatureNeutrophils_CREB,0.15
CD8Tcm_STAT3,0.08
CD4Trm_Frequency,0.08
CD4Tem_STAT3,0.075
CD8Tnaive_STAT3,0.073
mDC_Frequency,0.061
CD41hiCD61hiPLT_S6,0.044
Th1mem_STAT3,0.034
mDC_STAT3,0.029
CD8Trm_Frequency,0.022
intMC_Frequency,0.019
CD62LpImmatureNeutrophils_Frequency,0.018
CD4Tcm_Frequency,0.01
intMC_p38,0.008
CD62LnAgedNeutrophils_CREB,0.008
Bcells_Frequency,0.007
CCR2pcMC_MAPKAPK2,0.007
Tregmem_Frequency,0.005
mDC_CREB,0.004
NKT_Frequency,0.003
MDSC_STAT3,0.002
CD4Trm_STAT3,0.002
Tregmem_STAT3,0.002
MDSC_p38,0.002
Tregnaive_STAT3,0.001
CD8Tcm_Frequency,0.001
CCR2pcMC_STAT3,0.001
mDC_p38,0.0
CD8Tnaive_Frequency,0.0
pDC_STAT3,0.0
CD4Tnaive_STAT3,0.0
Th1naive_STAT3,0.0
CD4Tcm_STAT3,0.0
CCR2pcMC_p38,0.0
CD8Tem_Frequency,0.0
