,Spearman corr,pvalue
Granulocytes_168Er_STAT6_IFNa,0.3920428918732514,6.997235030183595e-07
CD4Tnaive_168Er_STAT6_IFNa,0.3434685620503726,1.684459142772389e-05
CD4Tcm_168Er_STAT6_IFNa,0.32673832779296597,4.487850890899297e-05
CD8Tem_168Er_STAT6_IFNa,0.3253051713670472,4.8681063574136065e-05
Granulocytes_155Gd_S6_GMCSF,0.32135243348265824,6.0794912465560305e-05
CD8Tcm_168Er_STAT6_IFNa,0.3177891016246667,7.408446465899852e-05
CD4Teff_168Er_STAT6_IFNa,0.31586340880919517,8.235326397567695e-05
Tregs_168Er_STAT6_IFNa,0.3146614066455214,8.79440895144797e-05
CD8Tnaive_168Er_STAT6_IFNa,0.3096009064120662,0.00011560528056161695
CD4negCD8negTcells_159Tb_MAPKAPK2_IFNa,0.2854473178595165,0.0003990446322729797
mDCs_168Er_STAT6_IFNa,0.28146257045819856,0.00048451739148670873
Granulocytes_166Er_NFkB_LPS,0.28084709429850235,0.0004991344569523885
CD4Tem_167Er_ERK_IL246,0.27854799844401973,0.0005574101267078503
Granulocytes_155Gd_S6_LPS,0.2677744317136948,0.000923571693786172
mDCs_168Er_STAT6_IL246,0.2665271463934527,0.000977881851059321
Bcells_168Er_STAT6_IFNa,0.26393217124820584,0.0011003692865601009
Granulocytes_168Er_STAT6_IL246,0.26109678003154385,0.0012501413622550016
CD8Tem_155Gd_S6_IFNa,0.2610229491464323,0.001254279048827509
CD4Teff_156Gd_IkB_IFNa,0.2605179659889126,0.001282916924136903
CD4Tem_167Er_ERK_IFNa,0.2534908764166657,0.0017484771783734293
Granulocytes_159Tb_MAPKAPK2_unstim,0.246996550264782,0.0023103982022127907
CD4Tnaive_167Er_ERK_IL246,0.24038087352795703,0.003046607810437053
CD8Tem_150Nd_STAT5_IFNa,0.23720872580607233,0.003469753339127919
CD8Tem_154Sm_STAT3_IFNa,0.2367199560631233,0.0035394631241947197
ncMCs_166Er_NFkB_LPS,0.23649858120749453,0.003571449231089118
NKT_159Tb_MAPKAPK2_IFNa,0.2359420323736648,0.0036530168342195366
Granulocytes_166Er_NFkB_IL246,0.23371296211704462,0.003996777467796019
CD8Tnaive_150Nd_STAT5_IFNa,0.232526962940757,0.00419128744010115
intMCs_155Gd_S6_IFNa,0.23052125518835456,0.004539645933856706
intMCs_149Sm_CREB_IFNa,0.22882671663512802,0.004853955155414652
intMCs_155Gd_S6_IL246,0.22782564086863638,0.005048665613179426
cMCs_168Er_STAT6_IFNa,0.22328988148831094,0.006021272978750436
CD4Tcm_155Gd_S6_IFNa,0.22229038534272424,0.006256844843283462
Tregs_150Nd_STAT5_IFNa,0.22010686661936416,0.006800256907850509
CD4negCD8negTcells_156Gd_IkB_IFNa,0.219607565914291,0.006930264833162748
CD4Teff_168Er_STAT6_IL246,0.21876439378863377,0.007154832899276077
CD8Tcm_154Sm_STAT3_IFNa,0.2177810991192379,0.007424868938969652
CD4Tem_168Er_STAT6_IFNa,0.21583584709696105,0.00798586810323563
mDCs_159Tb_MAPKAPK2_unstim,0.20699048843612292,0.011038291950333116
Granulocytes_154Sm_STAT3_IFNa,0.2067674875781201,0.01112698240459564
CD8Tcm_150Nd_STAT5_IFNa,0.20633718502840262,0.011299891923713123
CD4Teff_167Er_ERK_unstim,0.20223330781869972,0.013071269116157792
mDCs_156Gd_IkB_unstim,0.20175381158527766,0.013293318191731527
mDCs_166Er_NFkB_IL246,0.20151224489798195,0.013406429952332074
mDCs_156Gd_IkB_LPS,-0.20114347707857255,0.013580726332882523
cMCs_155Gd_S6_LPS,0.19824856395953847,0.015019193375793011
CD8Teff_149Sm_CREB_IL246,0.19818371895042056,0.015052880549568718
CD4Tnaive_168Er_STAT6_IL246,0.1979160574438476,0.015192629588637844
CD8Tnaive_168Er_STAT6_IL246,0.19773646836318037,0.015287027720847668
CD4Teff_156Gd_IkB_IL246,0.19770979671753672,0.015301090747380201
cMCs_149Sm_CREB_IFNa,0.19769557183986014,0.015308595636718712
CD4Teff_150Nd_STAT5_IFNa,0.19682607619187714,0.015773464636400423
CD8Tcm_153Eu_STAT1_IFNa,0.1964866318999723,0.015958253919727983
intMCs_168Er_STAT6_IFNa,0.1920644691212674,0.0185433140952535
CD4Tem_155Gd_S6_IFNa,0.1911414594503606,0.019126440929271335
Tregs_156Gd_IkB_IFNa,0.1907538315336729,0.0193760226797836
CD56loCD16posNK_168Er_STAT6_IFNa,0.19020834421473629,0.01973201372307718
CD8Tem_153Eu_STAT1_IFNa,0.1899929694681949,0.01987411853931783
mDCs_155Gd_S6_LPS,0.1899750194808783,0.019886001812067875
CD8Tcm_155Gd_S6_IFNa,0.18923176962227528,0.02038346935736165
intMCs_155Gd_S6_GMCSF,0.18898283426293452,0.02055247003659939
Granulocytes_159Tb_MAPKAPK2_IL246,0.1885998192723303,0.020814858294666658
ncMCs_155Gd_S6_LPS,0.1885347506161212,0.020859720235832668
intMCs_155Gd_S6_LPS,0.1872527335155165,0.021760779419890002
CD8Tcm_149Sm_CREB_IL246,0.1870175373717414,0.021929675452249726
ncMCs_154Sm_STAT3_unstim,-0.1869350750151671,0.021989158957385836
Granulocytes_156Gd_IkB_GMCSF,0.18664461999484125,0.02219978401068401
