,Max Proba
artificial.119,0.557
artificial.56,0.54
artificial.15,0.534
artificial.52,0.512
artificial.88,0.496
artificial.2,0.467
artificial.49,0.334
artificial.91,0.328
artificial.36,0.308
artificial.137,0.306
artificial.106,0.295
artificial.68,0.241
artificial.10,0.231
artificial.30,0.222
artificial.63,0.197
artificial.5,0.188
artificial.93,0.184
artificial.29,0.174
artificial.127,0.166
artificial.157,0.164
artificial.133,0.155
artificial.65,0.155
artificial.59,0.155
artificial.112,0.153
artificial.85,0.144
artificial.162,0.142
artificial.156,0.136
artificial.43,0.121
artificial.176,0.112
artificial.164,0.111
artificial.58,0.105
artificial.53,0.103
artificial.172,0.101
artificial.143,0.087
artificial.131,0.084
artificial.178,0.082
artificial.181,0.081
artificial.44,0.08
artificial.116,0.076
artificial.83,0.076
artificial.79,0.075
artificial.165,0.071
artificial.4,0.069
artificial.118,0.065
artificial.81,0.058
artificial.139,0.058
artificial.21,0.052
artificial.54,0.051
artificial.13,0.049
artificial.100,0.046
artificial.51,0.046
artificial.151,0.045
artificial.33,0.045
artificial.159,0.042
artificial.135,0.036
artificial.17,0.035
artificial.89,0.033
artificial.62,0.032
artificial.94,0.03
artificial.111,0.028
artificial.1,0.026
artificial.163,0.026
artificial.153,0.022
artificial.66,0.021
artificial.32,0.021
artificial.19,0.019
artificial.126,0.019
artificial.47,0.019
artificial.113,0.018
artificial.147,0.016
artificial.154,0.016
artificial.140,0.015
artificial.11,0.014
artificial.160,0.014
artificial.9,0.014
artificial.105,0.014
artificial.86,0.013
artificial.8,0.012
artificial.150,0.012
artificial.99,0.011
artificial.77,0.011
artificial.145,0.011
artificial.117,0.011
artificial.80,0.01
artificial.74,0.01
artificial.175,0.009
artificial.57,0.009
artificial.39,0.008
artificial.115,0.007
artificial.155,0.007
artificial.55,0.007
artificial.22,0.006
artificial.152,0.005
artificial.167,0.005
artificial.12,0.005
artificial.3,0.004
artificial.84,0.004
artificial.72,0.004
artificial.41,0.003
artificial.24,0.003
artificial.109,0.003
artificial.141,0.002
artificial.71,0.002
artificial.40,0.002
artificial.37,0.002
artificial.48,0.002
artificial.169,0.002
artificial.16,0.001
artificial.69,0.001
artificial.34,0.001
artificial.61,0.001
artificial.90,0.001
artificial.38,0.001
artificial.87,0.001
artificial.174,0.0
artificial.171,0.0
artificial.180,0.0
artificial.136,0.0
artificial.134,0.0
artificial.138,0.0
artificial.173,0.0
artificial.166,0.0
artificial.146,0.0
artificial.177,0.0
artificial.144,0.0
artificial.179,0.0
artificial.149,0.0
artificial.161,0.0
artificial.148,0.0
artificial.158,0.0
artificial.168,0.0
artificial.170,0.0
artificial.142,0.0
artificial.92,0.0
artificial.132,0.0
artificial.130,0.0
artificial.73,0.0
artificial.70,0.0
artificial.67,0.0
artificial.64,0.0
artificial.60,0.0
artificial.50,0.0
artificial.46,0.0
artificial.45,0.0
artificial.42,0.0
artificial.35,0.0
artificial.31,0.0
artificial.28,0.0
artificial.27,0.0
artificial.26,0.0
artificial.25,0.0
artificial.23,0.0
artificial.20,0.0
artificial.18,0.0
artificial.14,0.0
artificial.7,0.0
artificial.6,0.0
artificial.75,0.0
artificial.76,0.0
artificial.78,0.0
artificial.110,0.0
artificial.129,0.0
artificial.128,0.0
artificial.125,0.0
artificial.124,0.0
artificial.123,0.0
artificial.122,0.0
artificial.121,0.0
artificial.120,0.0
artificial.114,0.0
artificial.108,0.0
artificial.82,0.0
artificial.107,0.0
artificial.104,0.0
artificial.103,0.0
artificial.102,0.0
artificial.101,0.0
artificial.98,0.0
artificial.97,0.0
artificial.96,0.0
artificial.95,0.0
artificial.182,0.0
