,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
artificial.1,0.0,0.006,0.014,0.013,0.019,0.021,0.024,0.026,0.026,0.026
artificial.2,0.0,0.363,0.419,0.437,0.442,0.446,0.454,0.458,0.462,0.467
artificial.3,0.0,0.0,0.001,0.001,0.002,0.001,0.002,0.003,0.004,0.004
artificial.4,0.0,0.017,0.036,0.042,0.048,0.052,0.064,0.061,0.069,0.068
artificial.5,0.0,0.131,0.168,0.171,0.172,0.175,0.175,0.182,0.179,0.188
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.0,0.006,0.011,0.01,0.011,0.01,0.01,0.011,0.011,0.012
artificial.9,0.0,0.007,0.008,0.01,0.012,0.012,0.014,0.013,0.013,0.013
artificial.10,0.0,0.219,0.216,0.215,0.215,0.219,0.223,0.231,0.228,0.229
artificial.11,0.0,0.005,0.01,0.01,0.01,0.01,0.01,0.009,0.011,0.014
artificial.12,0.0,0.0,0.001,0.003,0.003,0.004,0.004,0.005,0.004,0.004
artificial.13,0.0,0.016,0.031,0.038,0.045,0.045,0.045,0.046,0.049,0.048
artificial.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.0,0.476,0.499,0.509,0.514,0.522,0.524,0.527,0.53,0.534
artificial.16,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.17,0.0,0.022,0.025,0.027,0.03,0.03,0.032,0.031,0.032,0.035
artificial.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.0,0.005,0.011,0.015,0.016,0.015,0.017,0.018,0.018,0.019
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.0,0.033,0.043,0.046,0.046,0.05,0.048,0.049,0.049,0.052
artificial.22,0.0,0.003,0.004,0.005,0.004,0.006,0.006,0.006,0.006,0.006
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.003
artificial.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.0,0.141,0.151,0.158,0.159,0.161,0.17,0.171,0.174,0.174
artificial.30,0.0,0.165,0.183,0.191,0.198,0.208,0.209,0.215,0.218,0.222
artificial.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.0,0.015,0.019,0.02,0.018,0.019,0.021,0.02,0.021,0.019
artificial.33,0.0,0.021,0.027,0.031,0.035,0.04,0.038,0.039,0.04,0.045
artificial.34,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001
artificial.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.0,0.166,0.234,0.262,0.275,0.286,0.295,0.295,0.304,0.308
artificial.37,0.0,0.0,0.001,0.001,0.001,0.0,0.002,0.001,0.0,0.001
artificial.38,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.39,0.0,0.001,0.001,0.002,0.003,0.004,0.005,0.007,0.007,0.008
artificial.40,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.002
artificial.41,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.001,0.003,0.002
artificial.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.43,0.0,0.077,0.096,0.103,0.109,0.109,0.115,0.112,0.121,0.119
artificial.44,0.0,0.049,0.066,0.069,0.071,0.076,0.076,0.08,0.079,0.08
artificial.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.0,0.006,0.011,0.011,0.014,0.012,0.014,0.015,0.017,0.019
artificial.48,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.002,0.0
artificial.49,0.0,0.282,0.292,0.304,0.312,0.32,0.319,0.326,0.334,0.333
artificial.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.51,0.0,0.014,0.028,0.032,0.035,0.04,0.043,0.041,0.046,0.046
artificial.52,0.0,0.484,0.491,0.499,0.5,0.501,0.504,0.504,0.505,0.512
artificial.53,0.0,0.072,0.083,0.085,0.089,0.09,0.099,0.099,0.098,0.103
artificial.54,0.0,0.042,0.046,0.049,0.05,0.049,0.048,0.049,0.051,0.049
artificial.55,0.0,0.002,0.004,0.005,0.005,0.004,0.006,0.006,0.005,0.007
artificial.56,0.0,0.433,0.492,0.507,0.511,0.52,0.527,0.53,0.534,0.54
artificial.57,0.0,0.002,0.005,0.005,0.007,0.007,0.008,0.008,0.009,0.007
artificial.58,0.0,0.077,0.088,0.087,0.087,0.091,0.096,0.102,0.099,0.105
artificial.59,0.0,0.108,0.131,0.139,0.145,0.146,0.15,0.152,0.152,0.155
artificial.60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.61,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.62,0.0,0.018,0.025,0.031,0.029,0.027,0.032,0.032,0.031,0.032
artificial.63,0.0,0.14,0.166,0.181,0.188,0.189,0.193,0.197,0.197,0.192
artificial.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.0,0.066,0.107,0.121,0.134,0.14,0.139,0.148,0.148,0.155
artificial.66,0.0,0.009,0.014,0.017,0.018,0.018,0.019,0.021,0.02,0.02
artificial.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.68,0.0,0.129,0.191,0.207,0.214,0.22,0.223,0.23,0.233,0.241
artificial.69,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.71,0.0,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002
artificial.72,0.0,0.002,0.002,0.002,0.002,0.004,0.002,0.004,0.002,0.003
artificial.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.74,0.0,0.004,0.008,0.009,0.009,0.009,0.009,0.009,0.01,0.01
artificial.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.77,0.0,0.001,0.003,0.008,0.008,0.007,0.008,0.008,0.011,0.01
artificial.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.79,0.0,0.021,0.046,0.057,0.061,0.061,0.065,0.071,0.068,0.075
artificial.80,0.0,0.001,0.004,0.005,0.006,0.007,0.008,0.008,0.01,0.009
artificial.81,0.0,0.035,0.048,0.049,0.051,0.054,0.055,0.056,0.058,0.056
artificial.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.83,0.0,0.056,0.063,0.071,0.072,0.073,0.07,0.071,0.073,0.076
artificial.84,0.0,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004
artificial.85,0.0,0.071,0.105,0.119,0.129,0.134,0.138,0.141,0.144,0.143
artificial.86,0.0,0.006,0.006,0.008,0.01,0.01,0.011,0.013,0.012,0.013
artificial.87,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.88,0.0,0.426,0.453,0.468,0.474,0.482,0.491,0.49,0.496,0.496
artificial.89,0.0,0.009,0.017,0.023,0.023,0.028,0.029,0.031,0.033,0.032
artificial.90,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.001
artificial.91,0.0,0.267,0.293,0.299,0.304,0.309,0.317,0.328,0.328,0.324
artificial.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.93,0.0,0.128,0.15,0.159,0.165,0.165,0.168,0.174,0.179,0.184
artificial.94,0.0,0.016,0.023,0.025,0.027,0.028,0.029,0.029,0.028,0.03
artificial.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.99,0.0,0.004,0.004,0.005,0.004,0.005,0.007,0.011,0.01,0.009
artificial.100,0.0,0.02,0.03,0.036,0.041,0.043,0.042,0.043,0.042,0.046
artificial.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.105,0.0,0.014,0.014,0.013,0.013,0.013,0.013,0.013,0.013,0.013
artificial.106,0.0,0.153,0.227,0.251,0.266,0.28,0.279,0.285,0.29,0.295
artificial.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.109,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003
artificial.110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.111,0.0,0.012,0.017,0.019,0.021,0.022,0.023,0.028,0.027,0.027
artificial.112,0.0,0.112,0.129,0.136,0.136,0.137,0.141,0.142,0.148,0.153
artificial.113,0.0,0.01,0.01,0.012,0.013,0.013,0.015,0.012,0.014,0.018
artificial.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.115,0.0,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.006,0.007
artificial.116,0.0,0.029,0.057,0.063,0.068,0.071,0.074,0.075,0.073,0.076
artificial.117,0.0,0.003,0.006,0.009,0.011,0.009,0.01,0.008,0.009,0.009
artificial.118,0.0,0.026,0.041,0.051,0.054,0.058,0.064,0.063,0.065,0.064
artificial.119,0.0,0.528,0.538,0.545,0.545,0.547,0.552,0.551,0.557,0.556
artificial.120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.126,0.0,0.009,0.015,0.016,0.016,0.019,0.019,0.018,0.018,0.019
artificial.127,0.0,0.076,0.122,0.137,0.15,0.149,0.15,0.16,0.16,0.166
artificial.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.131,0.0,0.038,0.063,0.074,0.073,0.076,0.082,0.084,0.083,0.081
artificial.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.133,0.0,0.081,0.11,0.128,0.143,0.143,0.149,0.151,0.152,0.155
artificial.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.135,0.0,0.024,0.03,0.031,0.032,0.033,0.034,0.036,0.035,0.036
artificial.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.137,0.0,0.244,0.276,0.286,0.295,0.295,0.299,0.303,0.306,0.306
artificial.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
