,Spearman corr,pvalue
NK_STAT1_IFNa,0.4602419310276875,2.3994020476142864e-10
CD69negCD56loCD16negNK_STAT1_IFNa,0.4592109994715087,2.661557564390738e-10
CD56loCD16negNK_STAT1_IFNa,0.4591881965616514,2.667658534098579e-10
CD69posCD56loCD16negNK_STAT1_IFNa,0.43464026402372224,2.8520814916252566e-09
Bcells_STAT1_IFNa,0.42314279684305534,8.122271555760454e-09
NKT_STAT1_IFNa,0.4013744190014125,5.307626685969461e-08
CD56hiCD16negNK_STAT1_IL246,0.3988737364250773,6.529478816339808e-08
CD56hiCD16negNK_STAT1_IFNa,0.3984916511341931,6.73847081043654e-08
CD62LposCD8Tnaive_STAT1_IFNa,0.3908442752599542,1.2555204053675906e-07
mDCs_STAT1_IFNa,0.38835515762606027,1.53223807057332e-07
CD8Tcells_STAT1_IFNa,0.38048335311269965,2.8459722306262727e-07
CD4posTnaive_STAT1_IFNa,0.37808664727138525,3.4254136955960374e-07
CD8Tcm_STAT1_IFNa,0.3770233115801461,3.7171876350437097e-07
pDCs_STAT1_IFNa,0.3759707772672604,4.0293150421275617e-07
CCR2poscMCs_STAT1_IFNa,0.375273488286888,4.249731534272163e-07
CD8Tmem_STAT1_IFNa,0.37348766039911846,4.868046516438997e-07
cMCs_STAT1_IFNa,0.37291878780583704,5.082447185029501e-07
CD62LposCD4Tnaive_STAT1_IFNa,0.3708413227025245,5.944658883166623e-07
MDSCs_STAT1_IFNa,0.3652126044272293,9.039444319452972e-07
CCR2posintMCs_STAT1_IFNa,0.36089805385160323,1.2397609592418285e-06
CD8Tem_STAT1_IFNa,0.3603903890689913,1.286321543194033e-06
intMCs_STAT1_IFNa,0.35989112535843204,1.33373423743314e-06
CD4Tcells_STAT1_IFNa,0.3584917467850857,1.4756666722834474e-06
CD4Tef_STAT1_IFNa,0.3574368121658993,1.5920593278607391e-06
CCR5posCCR2posCD4Tcm_STAT1_IFNa,0.3570671649955814,1.6348739259738376e-06
CD4Tcm_STAT1_IFNa,0.3561598492138921,1.744663082555685e-06
CD69posCD8Tmem_STAT1_IFNa,0.35610344201582406,1.7517154750491063e-06
CD8Tnaive_STAT1_IFNa,0.3536239256071333,2.0899936830709525e-06
CD4Tcells_STAT3_unstim,0.3533650921451906,2.128689534474341e-06
Granulocytes,-0.3478257770436496,3.1400918075234785e-06
TCRgdposT_STAT1_IFNa,0.3471466990545174,3.2916973669666875e-06
CD62LposCD8Tnaive_STAT3_unstim,0.34455454607520575,3.9368419671812824e-06
CD4Tmem_STAT1_IFNa,0.3415635865989367,4.830322071627065e-06
CD62LposCD4Tnaive_STAT3_unstim,0.3352851579209528,7.370108526068147e-06
CCR5posCCR2posCD4Tem_STAT1_IFNa,0.3340410266523376,8.00502890369866e-06
CD4Tcm_STAT3_unstim,0.3336719322933198,8.203140341909151e-06
CD4posTnaive_STAT3_unstim,0.33364529529611453,8.217616002230007e-06
Tregs_STAT1_IFNa,0.32295041138965036,1.6461776971494776e-05
CD69posCD4Tmem_STAT1_IFNa,0.31509780932669595,2.696978047759996e-05
CD4Tcells_MAPKAPK2_IFNa,0.31356882823245874,2.9643569410108793e-05
CD4Tem_STAT1_IFNa,0.30784168337948165,4.204544023781601e-05
Th1_STAT1_IFNa,0.30094680353053266,6.343679821491748e-05
CD69posCD8Tmem_MAPKAPK2_IFNa,0.2890820400716708,0.00012571132153907228
Th1_STAT3_unstim,0.28754972296339393,0.00013702365410802887
CD8Tef_STAT1_IFNa,0.2864993599062248,0.00014531945435339967
Granulocytes_S6_unstim,-0.2843809189684593,0.00016349607737498772
CD8Tnaive_STAT3_unstim,0.28306497763370897,0.0001758320838451951
Th1_STAT1_IL246,0.2826655481750183,0.00017974471400110693
CD4Tef_STAT3_unstim,0.2804671545656997,0.00020277100200212348
CD4Tcm_MAPKAPK2_IFNa,0.2765685552077944,0.0002504848662558348
CD4posTnaive_STAT1_IL246,0.27361539312420524,0.00029336181898335163
CD69posCD8Tmem_MAPKAPK2_unstim,-0.271524176212721,0.0003277417981307115
CD8Tcells_MAPKAPK2_IFNa,0.26880118523680885,0.00037811610781506694
intMCs_CREB_unstim,-0.26792322869180446,0.00039582883890849896
CD4Tmem_MAPKAPK2_IFNa,0.26613414367698857,0.00043432562879187913
CCR2posintMCs_CREB_unstim,-0.2650200599629174,0.0004600184946953062
CD4Tcells_STAT1_IL246,0.263147375982772,0.0005063941209169943
CCR2posintMCs_IkB_IFNa,0.2627685740036813,0.0005162849924455122
CD62LposCD4Tnaive_STAT1_IL246,0.26232909195222925,0.000527983767454854
CD62LposCD4Tnaive_STAT3_IL246,-0.26160682645115435,0.0005477431216037717
CCR5posCCR2posCD4Tcm_IkB_unstim,-0.26074871746349243,0.0005721053863445064
CD62LposCD8Tnaive_STAT1_IL246,0.26015018145678365,0.0005896860143914143
CD56hiCD16negNK_MAPKAPK2_unstim,-0.25757986951802636,0.0006709961567604402
Granulocytes_IkB_IFNa,0.25606092207075454,0.0007237808387528152
DCs_STAT6_IL246,-0.25600638682459814,0.0007257452147732245
Granulocytes_NFkB_GMCSF,-0.254637541288423,0.0007766883519044769
Tregs_MAPKAPK2_IFNa,0.2541225650471197,0.0007966907909895349
Tregs_STAT1_IL246,0.25341366949149224,0.0008250008240491499
CD4posTnaive_STAT3_IL246,-0.2524532638652835,0.0008648312626559468
CD4Tef_STAT1_IL246,0.25228355600581254,0.0008720505250150416
MDSCs_CREB_unstim,-0.252131623013964,0.0008785605918675683
CD62LposCD4Tnaive_MAPKAPK2_IFNa,0.2518147827723658,0.0008922805388922757
ncMCs_CREB_GMCSF,-0.25067103750629327,0.000943461469286845
intMCs_ERK_GMCSF,-0.2504826135747368,0.0009521472533877658
mDCs_CREB_unstim,-0.24968091175129875,0.0009899300869056023
CD69negCD56loCD16negNK_STAT3_IL246,0.24861637654562582,0.0010422266026009033
CD56loCD16negNK_STAT3_IL246,0.24693736329564112,0.0011298793950677015
CCR5posCCR2posCD4Tcm_MAPKAPK2_unstim,-0.24615176699499755,0.0011731675228278064
CD8Tnaive_STAT1_IL246,0.2455753129265345,0.0012058918377550589
CCR2negncMCs_CREB_GMCSF,-0.24403179426189345,0.0012976720322881894
NK_STAT3_IL246,0.23973764886629287,0.0015876371183807813
TCRgdposT_MAPKAPK2_IFNa,0.2390129907167375,0.0016420317795294236
Tregs_STAT5_unstim,0.23811744308539268,0.0017115999455188963
CCR2poscMCs_CREB_unstim,-0.23763498180841353,0.0017501822710016964
NK_MAPKAPK2_unstim,-0.23697369781932018,0.0018043528676808891
NKT_CREB_IFNa,0.23624093380110947,0.001866159336859939
CD4Tmem_STAT3_unstim,0.2361532991612256,0.0018736786842101243
MDSCs,-0.2348842324381741,0.001985705203182983
cMCs_IkB_IFNa,0.23443297512438266,0.002026985753055443
DCs_CREB_unstim,-0.23374462848693503,0.0020914597379252634
CD8Tef_IkB_unstim,-0.2334129901096284,0.002123183268255057
cMCs_CREB_unstim,-0.23237231340156372,0.0022255911961848317
CD69posCD56loCD16negNK_MAPKAPK2_unstim,-0.2307977134130148,0.0023890867166276226
CCR2posintMCs_ERK_GMCSF,-0.23034525594679303,0.002438041714229376
NK_CREB_IFNa,0.22996000041424042,0.002480440837889777
Granulocytes_CREB_IFNa,0.2292807207411201,0.0025568304737099237
MDSCs_STAT3_IL246,-0.22892547562175236,0.0025976236580402424
CCR2poscMCs_IkB_IFNa,0.2275404997171903,0.002762354313798353
CD8Tmem_CREB_IFNa,0.22736741983901224,0.002783592059737774
ncMCs_ERK_GMCSF,-0.22636235495811757,0.0029098660542004723
CD69posCD4Tmem_STAT3_unstim,0.22501672906207185,0.003087037471120305
CD69negCD56loCD16negNK_MAPKAPK2_unstim,-0.22402765355371265,0.0032234183385406135
CCR2negncMCs_CREB_IFNa,0.2234253174264754,0.003309115412794555
MDSCs_CREB_GMCSF,-0.2226618800880353,0.0034206862335914453
CD8Tem_CREB_IFNa,0.22252776355708054,0.0034406332130272384
CCR2posintMCs_NFkB_GMCSF,-0.22245905432731522,0.003450892843830712
Granulocytes_ERK_GMCSF,-0.2216885564670649,0.003567847775427731
CD69posCD8Tmem_IkB_unstim,-0.22160934640666538,0.003580071500394032
CD4Tcm_CREB_unstim,-0.22146796344425898,0.0036019836410259216
CCR2negncMCs_ERK_GMCSF,-0.22146748912525063,0.0036020573560549608
CD69negCD56loCD16negNK_CREB_IFNa,0.2214007160712883,0.0036124482938343617
NK_CREB_LPS,0.22107294110391823,0.0036638481232508925
CD4posTnaive_MAPKAPK2_IFNa,0.22039719245206596,0.003771900471005604
CD8Tem_MAPKAPK2_unstim,-0.22019689969248768,0.003804474232933056
CD4Tem_MAPKAPK2_IFNa,0.21964660691763227,0.003895276944108802
ncMCs_CREB_IFNa,0.21946479064345534,0.00392570409083644
CD4Tcm_IkB_unstim,-0.21873618148853569,0.004049795519122592
mDCs_STAT3_IL246,-0.21856095923371244,0.004080159564499924
CD56loCD16negNK_MAPKAPK2_unstim,-0.21845774612470695,0.004098140923158017
Granulocytes_CREB_unstim,-0.2171303775367991,0.00433582607593832
intMCs_STAT1_IL246,0.2165632016832808,0.0044411109211488446
CD4Tcm_MAPKAPK2_unstim,-0.21628579935445122,0.004493436542796974
CD8Tem_MAPKAPK2_IFNa,0.21596465418550914,0.004554704157311524
NK_MAPKAPK2_IFNa,0.21530014508059703,0.004683865180421232
CD8Tmem_NFkB_IFNa,-0.2152437379163731,0.0046949789599095935
cMCs_CREB_GMCSF,-0.21522453547748835,0.004698767768884946
CCR5posCCR2posCD4Tem_MAPKAPK2_IFNa,0.21520688123817727,0.00470225352468118
CD4Tmem_CREB_unstim,-0.21339798432150872,0.00507195107802615
CD69negCD56loCD16negNK_NFkB_unstim,-0.21219895120071106,0.00533114799840415
intMCs_S6_GMCSF,-0.21218334921911722,0.005334597447531399
Granulocytes_IkB_unstim,-0.21187010943480988,0.005404275748043583
CCR2poscMCs_CREB_GMCSF,-0.2114452554744849,0.005500083052395763
CD8Tem_IkB_unstim,-0.21113665639854862,0.005570623755479863
intMCs_CREB_GMCSF,-0.21109241065997775,0.005580803648960818
CD4Tem_IkB_unstim,-0.21102040151415996,0.005597406814995869
intMCs_IkB_IFNa,0.2100794820088076,0.0058184502666479
CD8Tmem_MAPKAPK2_IFNa,0.20875813129827644,0.006142030687377707
cMCs_NFkB_GMCSF,-0.2083692647956352,0.006240269895722855
CD4Tmem_IkB_unstim,-0.2082060440651149,0.006281920317259678
NK_MAPKAPK2_LPS,0.20807162699292167,0.006316406689726593
CCR2poscMCs_S6_GMCSF,-0.20734673492502262,0.006505314002667545
CD69posCD4Tmem_IkB_unstim,-0.20731913141912583,0.006512606003635715
CCR2posintMCs_IkB_LPS,0.2067526594720259,0.0066638683956072265
CD62LposCD4Tnaive_STAT5_unstim,0.2065126289859666,0.006728901309321472
Granulocytes_p38_GMCSF,-0.20647302395576683,0.006739685909726073
CD62LposCD8Tnaive_IkB_unstim,-0.20542289057925744,0.007031315398428661
MDSCs_NFkB_GMCSF,-0.20518886085534965,0.007097817534070557
CD56loCD16negNK_CREB_IFNa,0.2046719659297163,0.0072466857413671865
CD4posTnaive_STAT5_unstim,0.20402351284553183,0.0074373666331958846
cMCs_S6_GMCSF,-0.20344623952655924,0.007610855584012891
intMCs_NFkB_unstim,-0.20297217931659214,0.007756004615091217
