,C'=' 0.047,C'=' 0.564,C'=' 1.082,C'=' 1.599,C'=' 2.116,C'=' 2.633,C'=' 3.151,C'=' 3.668,C'=' 4.185,C'=' 4.703
Bcells_p38,0.0,0.058,0.094,0.106,0.112,0.119,0.128,0.132,0.137,0.146
Bcells_Frequency,0.0,0.137,0.212,0.258,0.286,0.308,0.323,0.34,0.352,0.369
CCR2nncMC_Frequency,0.0,0.491,0.53,0.548,0.562,0.569,0.58,0.586,0.599,0.611
CCR2pcMC_STAT3,0.0,0.029,0.054,0.068,0.075,0.084,0.09,0.104,0.108,0.115
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_Frequency,0.0,0.421,0.535,0.574,0.606,0.639,0.661,0.673,0.683,0.697
CD4Tcm_STAT3,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001
CD4Tcm_Frequency,0.0,0.08,0.121,0.148,0.163,0.173,0.192,0.209,0.218,0.225
CD4Tem_STAT3,0.0,0.02,0.047,0.07,0.086,0.101,0.113,0.132,0.142,0.155
CD4Tem_Frequency,0.0,0.041,0.054,0.058,0.073,0.08,0.086,0.096,0.103,0.108
CD4Tnaive_STAT3,0.0,0.003,0.005,0.011,0.014,0.016,0.021,0.027,0.03,0.033
CD4Tnaive_IkB,0.0,0.006,0.016,0.03,0.04,0.054,0.064,0.077,0.092,0.104
CD4Tnaive_Frequency,0.0,0.36,0.411,0.442,0.467,0.484,0.493,0.504,0.517,0.528
CD4Trm_STAT3,0.0,0.003,0.007,0.015,0.024,0.029,0.033,0.041,0.051,0.062
CD4Trm_Frequency,0.0,0.152,0.201,0.225,0.243,0.262,0.282,0.287,0.298,0.307
CD56brightCD16nNKcells_IkB,0.0,0.054,0.09,0.123,0.157,0.174,0.189,0.201,0.212,0.231
CD56dimCD16pNKcells_Frequency,0.0,0.309,0.355,0.379,0.398,0.416,0.43,0.447,0.459,0.465
CD62LnAgedNeutrophils_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002
CD62LnAgedNeutrophils_S6,0.0,0.719,0.785,0.815,0.839,0.857,0.869,0.876,0.886,0.891
CD62LnAgedNeutrophils_MAPKAPK2,0.0,0.001,0.002,0.005,0.005,0.005,0.005,0.007,0.007,0.009
CD62LpImmatureNeutrophils_S6,0.0,0.594,0.67,0.713,0.743,0.762,0.775,0.795,0.808,0.819
CD62LpImmatureNeutrophils_Frequency,0.0,0.215,0.244,0.267,0.288,0.303,0.316,0.334,0.343,0.362
CD8Tcm_Frequency,0.0,0.084,0.149,0.189,0.213,0.23,0.253,0.263,0.272,0.29
CD8Tem_Frequency,0.0,0.015,0.025,0.04,0.054,0.064,0.076,0.083,0.092,0.102
CD8Tnaive_STAT3,0.0,0.184,0.221,0.249,0.263,0.284,0.292,0.302,0.315,0.325
CD8Tnaive_IkB,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.003,0.003
CD8Tnaive_Frequency,0.0,0.139,0.206,0.232,0.263,0.285,0.298,0.318,0.334,0.344
CD8Trm_Frequency,0.0,0.05,0.088,0.106,0.121,0.135,0.145,0.155,0.165,0.173
gdTcells_Frequency,0.0,0.233,0.294,0.33,0.354,0.372,0.387,0.398,0.408,0.419
intMC_IkB,0.0,0.012,0.037,0.049,0.066,0.074,0.087,0.096,0.104,0.111
intMC_Frequency,0.0,0.102,0.136,0.157,0.172,0.187,0.192,0.205,0.212,0.22
mDC_STAT3,0.0,0.077,0.113,0.139,0.155,0.167,0.18,0.187,0.196,0.207
mDC_IkB,0.0,0.009,0.016,0.026,0.033,0.037,0.042,0.046,0.05,0.053
mDC_Frequency,0.0,0.561,0.6,0.628,0.647,0.659,0.672,0.692,0.707,0.718
MDSC_CREB,0.0,0.0,0.004,0.007,0.011,0.019,0.025,0.029,0.032,0.035
MDSC_STAT3,0.0,0.091,0.143,0.168,0.18,0.189,0.203,0.211,0.226,0.235
MDSC_IkB,0.0,0.001,0.006,0.009,0.009,0.015,0.02,0.024,0.026,0.035
MDSC_Frequency,0.0,0.307,0.387,0.427,0.462,0.483,0.499,0.513,0.528,0.54
NKT_IkB,0.0,0.001,0.005,0.009,0.016,0.026,0.033,0.042,0.049,0.055
NKT_Frequency,0.0,0.089,0.108,0.116,0.122,0.13,0.138,0.145,0.156,0.164
Th1mem_STAT3,0.0,0.058,0.092,0.112,0.122,0.129,0.138,0.148,0.161,0.172
Th1mem_IkB,0.0,0.091,0.127,0.157,0.18,0.193,0.203,0.214,0.222,0.237
Th1naive_STAT3,0.0,0.027,0.043,0.054,0.071,0.075,0.082,0.089,0.094,0.102
Th1naive_IkB,0.0,0.289,0.359,0.401,0.427,0.444,0.461,0.481,0.492,0.505
Tregmem_STAT3,0.0,0.0,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003
Tregmem_Frequency,0.0,0.067,0.099,0.109,0.121,0.132,0.139,0.147,0.157,0.167
Tregnaive_STAT3,0.0,0.001,0.003,0.004,0.006,0.008,0.008,0.01,0.014,0.015
Tregnaive_IkB,0.0,0.024,0.052,0.07,0.077,0.085,0.095,0.106,0.115,0.121
