,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'Frequency']",2
Fold 1,"['CREB', 'Frequency']",2
Fold 2,['Frequency'],1
Fold 3,"['CREB', 'Frequency']",2
Fold 4,"['CREB', 'STAT3', 'Frequency']",3
Fold 5,['Frequency'],1
Fold 6,['Frequency'],1
Fold 7,"['CREB', 'Frequency']",2
Fold 8,"['CREB', 'Frequency']",2
Fold 9,['Frequency'],1
Fold 10,['Frequency'],1
Fold 11,"['CREB', 'Frequency']",2
Fold 12,"['CREB', 'Frequency']",2
Fold 13,"['CREB', 'Frequency']",2
Fold 14,['Frequency'],1
Fold 15,"['CREB', 'Frequency']",2
Fold 16,"['CREB', 'Frequency']",2
Fold 17,['Frequency'],1
Fold 18,['Frequency'],1
Fold 19,"['CREB', 'Frequency']",2
Fold 20,"['CREB', 'Frequency']",2
Fold 21,['Frequency'],1
Fold 22,['Frequency'],1
Fold 23,['Frequency'],1
Fold 24,['Frequency'],1
Fold 25,"['CREB', 'Frequency']",2
Fold 26,['Frequency'],1
Fold 27,"['CREB', 'Frequency']",2
Fold 28,"['CREB', 'Frequency']",2
Fold 29,"['CREB', 'Frequency']",2
Fold 30,"['CREB', 'Frequency']",2
Fold 31,"['CREB', 'Frequency']",2
Fold 32,['Frequency'],1
Fold 33,['Frequency'],1
Fold 34,"['CREB', 'Frequency']",2
Fold 35,"['CREB', 'STAT3', 'Frequency']",3
Fold 36,"['CREB', 'Frequency']",2
Fold 37,['Frequency'],1
Fold 38,"['CREB', 'Frequency']",2
Fold 39,"['CREB', 'Frequency']",2
Fold 40,['Frequency'],1
Fold 41,"['CREB', 'Frequency']",2
Fold 42,"['CREB', 'Frequency']",2
Fold 43,"['CREB', 'Frequency']",2
Fold 44,['Frequency'],1
Fold 45,"['CREB', 'Frequency']",2
Fold 46,['Frequency'],1
Fold 47,"['CREB', 'Frequency']",2
Fold 48,['Frequency'],1
Fold 49,['Frequency'],1
Fold 50,['Frequency'],1
