,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
artificial.1,0.0,0.011,0.014,0.02,0.022,0.025,0.024,0.024,0.024,0.026
artificial.2,0.0,0.001,0.002,0.003,0.003,0.004,0.005,0.005,0.005,0.006
artificial.3,0.0,0.119,0.142,0.15,0.155,0.159,0.158,0.168,0.178,0.171
artificial.4,0.0,0.176,0.189,0.204,0.213,0.217,0.218,0.223,0.226,0.226
artificial.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.0,0.007,0.013,0.016,0.018,0.021,0.021,0.021,0.023,0.025
artificial.9,0.0,0.005,0.01,0.013,0.014,0.015,0.016,0.016,0.017,0.018
artificial.10,0.0,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
artificial.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.0,0.081,0.096,0.106,0.105,0.115,0.115,0.119,0.118,0.123
artificial.14,0.0,0.006,0.014,0.017,0.017,0.019,0.018,0.02,0.018,0.02
artificial.15,0.0,0.01,0.019,0.025,0.027,0.028,0.033,0.034,0.031,0.036
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.001,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.004
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.0,0.007,0.017,0.022,0.025,0.029,0.033,0.036,0.038,0.036
artificial.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.22,0.0,0.02,0.028,0.029,0.03,0.033,0.035,0.035,0.037,0.038
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.0,0.034,0.045,0.046,0.046,0.048,0.048,0.052,0.051,0.052
artificial.26,0.0,0.093,0.118,0.131,0.131,0.135,0.142,0.139,0.152,0.148
artificial.27,0.0,0.006,0.008,0.008,0.008,0.008,0.007,0.009,0.008,0.008
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
