,Mann-Whitney U-test,p-value
TNFRSF8,1.0,0.00024612812790522973
MZB1,2.0,0.00032983852077799353
IL12RB1,2.0,0.00032983852077799353
CD300C,2.0,0.00032983852077799353
DLL1,3.0,0.00043963875262656454
PLXNB2,3.0,0.00043963875262656454
SIGLEC10,4.0,0.0005828399431792743
CD48,4.0,0.0005828399431792743
CTSL,4.0,0.0005828399431792743
FCRLB,4.0,0.0005828399431792743
PLAU,4.0,0.0005828399431792743
KLRD1,4.0,0.0005828399431792743
CDCP1,5.0,0.0007685389131627665
WISP1,5.0,0.0007685389131627665
TNFRSF1B,5.0,0.0007685389131627665
ICAM4,5.0,0.0007685389131627665
IL5RA,6.0,0.0010079762403767444
CCL20,6.0,0.0010079762403767444
CTSD,7.0,0.0013149446697132139
TNC,7.0,0.0013149446697132139
SIRPB1,7.0,0.0013149446697132139
SLAMF7,7.0,0.0013149446697132139
ANGPTL2,8.0,0.0017062493689195964
NOMO1,8.0,0.0017062493689195964
CSF1,8.0,0.0017062493689195964
VWA1,8.0,0.0017062493689195964
FCRL5,8.0,0.0017062493689195964
CA5A,8.0,0.0017062493689195964
PXN,8.0,0.0017062493689195964
TNFRSF1A,8.0,0.0017062493689195964
CTSS,8.0,0.0017062493689195964
TNFRSF10A,8.0,0.0017062493689195964
S100A11,8.0,0.0017062493689195964
NDRG1,8.0,0.0017062493689195964
IGSF3,9.0,0.0022022199424970783
APBB1IP,9.0,0.0022022199424970783
SIGLEC9,9.0,0.0022022199424970783
PDGFC,9.0,0.0022022199424970783
SIGLEC1,9.0,0.0022022199424970783
PLAUR,9.0,0.0022022199424970783
HAVCR2,9.0,0.0022022199424970783
POLR2F,9.0,0.0022022199424970783
EFNA1,9.0,0.0022022199424970783
CD79B,9.0,0.0022022199424970783
CCL2,9.0,0.0022022199424970783
TNFRSF13B,9.0,0.0022022199424970783
LGALS1,9.0,0.0022022199424970783
IL1RN,9.0,0.0022022199424970783
IL6,9.0,0.0022022199424970783
LGALS9,9.0,0.0022022199424970783
CCL7,9.0,0.0022022199424970783
IL33,9.0,0.0022022199424970783
CXCL10,9.0,0.0022022199424970783
MATN2,10.0,0.0028272720911168077
PTS,10.0,0.0028272720911168077
LTBR,10.0,0.0028272720911168077
NCF2,10.0,0.0028272720911168077
DSG4,90.0,0.0028272720911168077
EZR,10.0,0.0028272720911168077
CAPG,10.0,0.0028272720911168077
CASC4,10.0,0.0028272720911168077
TNFRSF11B,10.0,0.0028272720911168077
NRP2,10.0,0.0028272720911168077
CXCL13,11.0,0.0036105143123296027
ICAM1,11.0,0.0036105143123296027
BST2,11.0,0.0036105143123296027
LSP1,11.0,0.0036105143123296027
LILRB4,11.0,0.0036105143123296027
LTBP3,11.0,0.0036105143123296027
CKAP4,11.0,0.0036105143123296027
KRT18,11.0,0.0036105143123296027
CXCL8,11.0,0.0036105143123296027
TNF,11.0,0.0036105143123296027
MLN,11.0,0.0036105143123296027
NADK,11.0,0.0036105143123296027
IL18,11.0,0.0036105143123296027
TNFRSF11A,11.0,0.0036105143123296027
LY96,11.0,0.0036105143123296027
MILR1,11.0,0.0036105143123296027
IL2RA,11.0,0.0036105143123296027
GNLY,11.0,0.0036105143123296027
C4BPB,11.0,0.0036105143123296027
CEP164,11.0,0.0036105143123296027
LAG3,11.0,0.0036105143123296027
EBI3_IL27,11.0,0.0036105143123296027
ITIH3,11.0,0.0036105143123296027
PVR,12.0,0.004586392080253494
RETN,12.0,0.004586392080253494
MSR1,12.0,0.004586392080253494
HMOX1,12.0,0.004586392080253494
PADI4,12.0,0.004586392080253494
MMP8,12.0,0.004586392080253494
C1QA,12.0,0.004586392080253494
IFNGR2,12.0,0.004586392080253494
CCL19,12.0,0.004586392080253494
IL15RA,12.0,0.004586392080253494
LCN2,12.0,0.004586392080253494
RNASET2,12.0,0.004586392080253494
GPKOW,12.0,0.004586392080253494
