,C'=' 0.044,C'=' 0.530,C'=' 1.015,C'=' 1.501,C'=' 1.986,C'=' 2.472,C'=' 2.957,C'=' 3.443,C'=' 3.928,C'=' 4.414
Bcells_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_S6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2nncMC_CREB,0.0,0.013,0.013,0.014,0.014,0.013,0.013,0.013,0.013,0.012
CCR2nncMC_STAT3,0.0,0.006,0.007,0.009,0.009,0.009,0.009,0.009,0.009,0.01
CCR2nncMC_S6,0.0,0.376,0.375,0.384,0.386,0.394,0.395,0.397,0.407,0.408
CCR2nncMC_NFkB,0.0,0.202,0.247,0.281,0.297,0.305,0.314,0.319,0.329,0.337
CCR2nncMC_Frequency,0.0,0.033,0.038,0.041,0.043,0.046,0.051,0.055,0.054,0.055
CCR2pcMC_CREB,0.0,0.001,0.001,0.002,0.001,0.002,0.002,0.002,0.001,0.002
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_S6,0.0,0.019,0.021,0.022,0.024,0.026,0.028,0.027,0.029,0.029
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_NFkB,0.0,0.05,0.058,0.057,0.057,0.061,0.058,0.057,0.058,0.059
CCR2pcMC_ERK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_MAPKAPK2,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.001
CCR2pcMC_Frequency,0.0,0.055,0.076,0.087,0.093,0.096,0.095,0.095,0.097,0.098
CD41hiCD61hiPLT_p38,0.0,0.028,0.035,0.039,0.042,0.042,0.05,0.049,0.053,0.053
CD41hiCD61hiPLT_S6,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.002,0.001
CD41hiCD61hiPLT_MAPKAPK2,0.0,0.465,0.551,0.573,0.582,0.587,0.593,0.598,0.604,0.605
CD4Tcm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_IkB,0.0,0.008,0.012,0.014,0.016,0.017,0.019,0.019,0.021,0.023
CD4Tcm_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
CD4Tem_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_STAT5,0.0,0.003,0.003,0.002,0.003,0.005,0.004,0.006,0.005,0.005
CD4Tem_STAT3,0.0,0.006,0.007,0.004,0.004,0.005,0.004,0.004,0.004,0.004
CD4Tem_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
